#                         y+                    alphat+
  2.162879999999999825e+02   3.709543647298757918e+01
  2.183990000000000009e+02   3.711100895271529510e+01
  2.205120000000000005e+02   3.720781668754554516e+01
  2.226250000000000000e+02   3.738458980190840464e+01
  2.247390000000000043e+02   3.736318256552661410e+01
  2.268549999999999898e+02   3.738198784720246692e+01
  2.289699999999999989e+02   3.720198632296780517e+01
  2.310870000000000175e+02   3.704387335108074097e+01
  2.332050000000000125e+02   3.705055943438253507e+01
  2.353229999999999791e+02   3.701324554078520634e+01
  2.374420000000000073e+02   3.702822596870282723e+01
  2.395609999999999786e+02   3.697666300471188805e+01
  2.416820000000000164e+02   3.696054292531653118e+01
  2.438020000000000209e+02   3.713591483807763893e+01
  2.459230000000000018e+02   3.686649458006383639e+01
  2.480449999999999875e+02   3.708339840549508182e+01
  2.501670000000000016e+02   3.684628912369908704e+01
  2.522899999999999920e+02   3.680229552389818082e+01
  2.544129999999999825e+02   3.694742134480807039e+01
  2.565370000000000346e+02   3.727189012446137184e+01
  2.586600000000000250e+02   3.706404706890587164e+01
  2.607850000000000250e+02   3.679177834426344873e+01
  2.629089999999999918e+02   3.697904710296982245e+01
  2.650339999999999918e+02   3.673175293964450105e+01
  2.671589999999999918e+02   3.650873516472940139e+01
  2.692850000000000250e+02   3.647624712250907919e+01
  2.714110000000000014e+02   3.621274456138347375e+01
  2.735370000000000346e+02   3.596324288146334425e+01
  2.756630000000000109e+02   3.573645581097665058e+01
  2.777900000000000205e+02   3.542498380874518205e+01
  2.799170000000000300e+02   3.541865435886197133e+01
  2.820440000000000396e+02   3.510080710562777995e+01
  2.841720000000000255e+02   3.482515890734135411e+01
  2.862990000000000350e+02   3.474485897382895416e+01
  2.884270000000000209e+02   3.442504238779348924e+01
  2.905559999999999832e+02   3.455253979204556458e+01
  2.926840000000000259e+02   3.438673925807359666e+01
  2.948120000000000118e+02   3.450633258113406754e+01
  2.969399999999999977e+02   3.457003905748719319e+01
  2.990699999999999932e+02   3.492416866532642672e+01
  3.011990000000000123e+02   3.496552769764485191e+01
  3.033279999999999745e+02   3.536134832571833897e+01
  3.054569999999999936e+02   3.545090756358136730e+01
  3.075869999999999891e+02   3.528530552647295337e+01
  3.097160000000000082e+02   3.546669206710728162e+01
  3.118460000000000036e+02   3.531021795367774985e+01
  3.139759999999999991e+02   3.515778818368720948e+01
  3.161070000000000277e+02   3.534011881564012469e+01
  3.182370000000000232e+02   3.482404174388531715e+01
  3.203670000000000186e+02   3.476413122645216447e+01
  3.224979999999999905e+02   3.422738803281287545e+01
  3.246290000000000191e+02   3.410330900131328491e+01
  3.267599999999999909e+02   3.391668235188165426e+01
  3.288899999999999864e+02   3.367401501306909495e+01
  3.310219999999999914e+02   3.350098283993936121e+01
  3.331530000000000200e+02   3.325168519621794871e+01
  3.352850000000000250e+02   3.300954816723059082e+01
  3.374159999999999968e+02   3.278417711675236745e+01
  3.395480000000000018e+02   3.247525399519177114e+01
  3.416800000000000068e+02   3.255524113597664382e+01
  3.438109999999999786e+02   3.225991407294245050e+01
  3.459430000000000405e+02   3.189632169780370319e+01
  3.480759999999999650e+02   3.193898123274998824e+01
  3.502080000000000268e+02   3.195516214454971760e+01
  3.523399999999999750e+02   3.192807663290497899e+01
  3.544719999999999800e+02   3.243736055239430982e+01
  3.566050000000000182e+02   3.248931974901265107e+01
  3.587369999999999663e+02   3.188586807418379721e+01
  3.608700000000000045e+02   3.271452299115827600e+01
  3.630030000000000427e+02   3.130617503332088702e+01
  3.651359999999999673e+02   3.214574049376135889e+01
  3.672690000000000055e+02   3.198068723404140812e+01
  3.694019999999999868e+02   3.212626570455157804e+01
  3.715350000000000250e+02   3.124858042149526227e+01
  3.736680000000000064e+02   3.131056201564496178e+01
  3.758009999999999877e+02   3.109156645870062974e+01
  3.779340000000000259e+02   3.212695250271988812e+01
  3.800669999999999504e+02   3.210045595263595430e+01
  3.821999999999999886e+02   3.179906620833071429e+01
  3.843330000000000268e+02   3.600639026524222430e+01
  3.864660000000000082e+02   3.650044312753805542e+01
  3.886000000000000227e+02   3.855543278199918689e+01
  3.907330000000000041e+02   4.277031278015293481e+01
  3.928669999999999618e+02   6.334973956566441444e+01
