#                         y+                    alphat+
  7.957040000000000646e+01   2.652534878085198855e+01
  8.128149999999999409e+01   2.701692691089917275e+01
  8.300690000000000168e+01   2.747106023612039749e+01
  8.474490000000000123e+01   2.784542069896263072e+01
  8.649550000000000693e+01   2.832727574901381828e+01
  8.825960000000000605e+01   2.870063972955315634e+01
  9.003549999999999898e+01   2.918110689906060884e+01
  9.182330000000000325e+01   2.963295149564881825e+01
  9.362290000000000134e+01   2.999303350970568971e+01
  9.543439999999999657e+01   3.031284143858279023e+01
  9.725690000000000168e+01   3.068238310364645116e+01
  9.908969999999999345e+01   3.094344195836445977e+01
  1.009339999999999975e+02   3.127748620815707881e+01
  1.027879999999999967e+02   3.170436951264955283e+01
  1.046520000000000010e+02   3.194521408394358630e+01
  1.065260000000000105e+02   3.232624883433445717e+01
  1.084089999999999918e+02   3.246288048327571829e+01
  1.103020000000000067e+02   3.291767018492902963e+01
  1.122039999999999935e+02   3.309707728898204948e+01
  1.141149999999999949e+02   3.324819946406658033e+01
  1.160339999999999918e+02   3.343720267967641036e+01
  1.179599999999999937e+02   3.359740717958068501e+01
  1.198960000000000008e+02   3.379005564537470718e+01
  1.218389999999999986e+02   3.390860535836446843e+01
  1.237890000000000015e+02   3.408431946216535380e+01
  1.257470000000000141e+02   3.421447409544762763e+01
  1.277109999999999985e+02   3.446662981279708760e+01
  1.296829999999999927e+02   3.458598054262115795e+01
  1.316610000000000014e+02   3.484982920567195208e+01
  1.336460000000000150e+02   3.491790061894754871e+01
  1.356370000000000005e+02   3.528150566241578900e+01
  1.376329999999999814e+02   3.546517649438957420e+01
  1.396359999999999957e+02   3.587249625556637511e+01
  1.416440000000000055e+02   3.627483850169970481e+01
  1.436570000000000107e+02   3.650304788800406186e+01
  1.456750000000000114e+02   3.667048108260175354e+01
  1.476979999999999791e+02   3.716246445940503662e+01
  1.497259999999999991e+02   3.743804259983179605e+01
  1.517589999999999861e+02   3.756006747422495096e+01
  1.537959999999999923e+02   3.754820558619547199e+01
  1.558379999999999939e+02   3.745643633035187037e+01
  1.578839999999999861e+02   3.730951763069693072e+01
  1.599329999999999927e+02   3.750039961789798326e+01
  1.619859999999999900e+02   3.762216919213244637e+01
  1.640430000000000064e+02   3.769121190372418795e+01
  1.661040000000000134e+02   3.776878303337812781e+01
  1.681670000000000016e+02   3.782251328083486186e+01
  1.702340000000000089e+02   3.803653941228354540e+01
  1.723040000000000020e+02   3.807175005630122655e+01
  1.743770000000000095e+02   3.832238358067620254e+01
  1.764530000000000030e+02   3.822685569235114400e+01
  1.785309999999999775e+02   3.817753532526347726e+01
  1.806119999999999948e+02   3.824396809878271597e+01
  1.826949999999999932e+02   3.817580924268956011e+01
  1.847820000000000107e+02   3.820338573365566504e+01
  1.868700000000000045e+02   3.841576146849461537e+01
  1.889600000000000080e+02   3.870778023124304923e+01
  1.910520000000000209e+02   3.889918113597135374e+01
  1.931459999999999866e+02   3.906127074626201079e+01
  1.952420000000000186e+02   3.922850319437379341e+01
  1.973400000000000034e+02   3.931449380629559442e+01
  1.994390000000000214e+02   3.917312684477457196e+01
  2.015409999999999968e+02   3.915104880788951647e+01
  2.036440000000000055e+02   3.853025906043315985e+01
  2.057479999999999905e+02   3.854760043080061394e+01
  2.078529999999999802e+02   3.806417098161173840e+01
  2.099600000000000080e+02   3.797470615553746853e+01
  2.120679999999999836e+02   3.797470306889560732e+01
  2.141770000000000209e+02   3.801670959781459658e+01
  2.162879999999999825e+02   3.787234267141224819e+01
  2.183990000000000009e+02   3.774326058393749861e+01
  2.205120000000000005e+02   3.785763557657883638e+01
  2.226250000000000000e+02   3.803349081523758457e+01
  2.247390000000000043e+02   3.802350925292292771e+01
  2.268549999999999898e+02   3.789870195347747739e+01
  2.289699999999999989e+02   3.752906623290544985e+01
  2.310870000000000175e+02   3.759335668775370465e+01
  2.332050000000000125e+02   3.722216365108160119e+01
  2.353229999999999791e+02   3.723022448323078493e+01
  2.374420000000000073e+02   3.721147776338926150e+01
  2.395609999999999786e+02   3.732319391742777270e+01
  2.416820000000000164e+02   3.733635662184568105e+01
  2.438020000000000209e+02   3.697189936053509740e+01
  2.459230000000000018e+02   3.658778006759119705e+01
  2.480449999999999875e+02   3.660677372521589490e+01
  2.501670000000000016e+02   3.636061514027372255e+01
  2.522899999999999920e+02   3.648604184640051784e+01
  2.544129999999999825e+02   3.644730241752125011e+01
  2.565370000000000346e+02   3.636199468299277271e+01
  2.586600000000000250e+02   3.634739042943063936e+01
  2.607850000000000250e+02   3.623522496121110237e+01
  2.629089999999999918e+02   3.636464973173920612e+01
  2.650339999999999918e+02   3.629966367569930696e+01
  2.671589999999999918e+02   3.621858549041866837e+01
  2.692850000000000250e+02   3.637814955670207695e+01
  2.714110000000000014e+02   3.604110512800225763e+01
  2.735370000000000346e+02   3.620496867281300979e+01
  2.756630000000000109e+02   3.609361713078987322e+01
  2.777900000000000205e+02   3.618766731933136072e+01
  2.799170000000000300e+02   3.634584053642639390e+01
  2.820440000000000396e+02   3.620686005931646179e+01
  2.841720000000000255e+02   3.615113280641293869e+01
  2.862990000000000350e+02   3.600066973776986146e+01
  2.884270000000000209e+02   3.617141409662209384e+01
  2.905559999999999832e+02   3.624250467153787270e+01
  2.926840000000000259e+02   3.637187302280871393e+01
  2.948120000000000118e+02   3.627302276589685448e+01
  2.969399999999999977e+02   3.591051960831750023e+01
  2.990699999999999932e+02   3.585500449864504446e+01
  3.011990000000000123e+02   3.541977034829643856e+01
  3.033279999999999745e+02   3.561610469157177761e+01
  3.054569999999999936e+02   3.541903269373790408e+01
  3.075869999999999891e+02   3.529052557295936765e+01
  3.097160000000000082e+02   3.516668936104342436e+01
  3.118460000000000036e+02   3.498611218855373295e+01
  3.139759999999999991e+02   3.492296164915406820e+01
  3.161070000000000277e+02   3.410544303867302318e+01
  3.182370000000000232e+02   3.406839522770336970e+01
  3.203670000000000186e+02   3.322612263720240122e+01
  3.224979999999999905e+02   3.341048468967068885e+01
  3.246290000000000191e+02   3.284194523063008120e+01
  3.267599999999999909e+02   3.269991775828506775e+01
  3.288899999999999864e+02   3.236801442194147427e+01
  3.310219999999999914e+02   3.248634173103928902e+01
  3.331530000000000200e+02   3.218752324357792105e+01
  3.352850000000000250e+02   3.186139984235832401e+01
  3.374159999999999968e+02   3.227579702156869246e+01
  3.395480000000000018e+02   3.220838826425204360e+01
  3.416800000000000068e+02   3.261209571883047431e+01
  3.438109999999999786e+02   3.265095203089264686e+01
  3.459430000000000405e+02   3.263650832335211049e+01
  3.480759999999999650e+02   3.312851846539874145e+01
  3.502080000000000268e+02   3.315417291891093043e+01
  3.523399999999999750e+02   3.319258630021982981e+01
  3.544719999999999800e+02   3.379696021940780781e+01
  3.566050000000000182e+02   3.435644915786797071e+01
  3.587369999999999663e+02   3.517609083850867790e+01
  3.608700000000000045e+02   3.526049346567513254e+01
  3.630030000000000427e+02   3.629450548169135971e+01
  3.651359999999999673e+02   3.661953490380157206e+01
  3.672690000000000055e+02   3.622759899430929664e+01
  3.694019999999999868e+02   3.563037499144355280e+01
  3.715350000000000250e+02   3.633325597895485259e+01
  3.736680000000000064e+02   3.440978242484866456e+01
  3.758009999999999877e+02   3.503687906766332816e+01
  3.779340000000000259e+02   3.422362802413078953e+01
  3.800669999999999504e+02   3.186125468060097177e+01
  3.821999999999999886e+02   3.200773745118063118e+01
  3.843330000000000268e+02   3.217648279682560286e+01
  3.864660000000000082e+02   2.979727816532086848e+01
  3.886000000000000227e+02   3.229979358208677809e+01
  3.907330000000000041e+02   3.200989728818561986e+01
  3.928669999999999618e+02   3.092140271029490606e+01
