       y+            Prod.           Diss.       Turb_Diff.     Mole_Diff.        Res.    
   0.113760e+02   0.794714e+00  -0.627626e+00  -0.232607e+00   0.508127e-01  -0.147055e-01
   0.119969e+02   0.711939e+00  -0.592908e+00  -0.180177e+00   0.455659e-01  -0.155802e-01
   0.126367e+02   0.638803e+00  -0.560726e+00  -0.134793e+00   0.405725e-01  -0.161436e-01
   0.132956e+02   0.574145e+00  -0.530878e+00  -0.957165e-01   0.360206e-01  -0.164297e-01
   0.139741e+02   0.516918e+00  -0.503153e+00  -0.621674e-01   0.319373e-01  -0.164650e-01
   0.146720e+02   0.466218e+00  -0.477314e+00  -0.334233e-01   0.282143e-01  -0.163054e-01
   0.153899e+02   0.421277e+00  -0.453162e+00  -0.896576e-02   0.248541e-01  -0.159968e-01
   0.161278e+02   0.381438e+00  -0.430549e+00   0.116658e-01   0.218677e-01  -0.155778e-01
   0.168858e+02   0.346128e+00  -0.409351e+00   0.288843e-01   0.192660e-01  -0.150720e-01
   0.176642e+02   0.314828e+00  -0.389430e+00   0.431127e-01   0.169817e-01  -0.145068e-01
   0.184630e+02   0.287073e+00  -0.370661e+00   0.548614e-01   0.148123e-01  -0.139140e-01
   0.192825e+02   0.262455e+00  -0.353001e+00   0.643375e-01   0.129138e-01  -0.132948e-01
   0.201226e+02   0.240565e+00  -0.336381e+00   0.717483e-01   0.114198e-01  -0.126474e-01
   0.209837e+02   0.220996e+00  -0.320673e+00   0.775542e-01   0.101258e-01  -0.119969e-01
   0.218656e+02   0.203414e+00  -0.305806e+00   0.820382e-01   0.899812e-02  -0.113559e-01
   0.227686e+02   0.187584e+00  -0.291734e+00   0.854206e-01   0.799935e-02  -0.107306e-01
   0.236926e+02   0.173333e+00  -0.278385e+00   0.878616e-01   0.706533e-02  -0.101253e-01
   0.246377e+02   0.160506e+00  -0.265696e+00   0.894199e-01   0.622530e-02  -0.954458e-02
   0.256038e+02   0.148952e+00  -0.253634e+00   0.901965e-01   0.549547e-02  -0.899081e-02
   0.265912e+02   0.138567e+00  -0.242160e+00   0.902757e-01   0.486578e-02  -0.845165e-02
   0.275996e+02   0.129265e+00  -0.231241e+00   0.896848e-01   0.435018e-02  -0.794024e-02
   0.286292e+02   0.120921e+00  -0.220842e+00   0.885391e-01   0.390156e-02  -0.747967e-02
   0.296798e+02   0.113437e+00  -0.210912e+00   0.869783e-01   0.342102e-02  -0.707522e-02
   0.307516e+02   0.106757e+00  -0.201434e+00   0.850088e-01   0.297501e-02  -0.669372e-02
   0.318443e+02   0.100784e+00  -0.192384e+00   0.826234e-01   0.265816e-02  -0.631802e-02
   0.329580e+02   0.953349e-01  -0.183724e+00   0.799231e-01   0.249380e-02  -0.597198e-02
   0.340926e+02   0.902589e-01  -0.175432e+00   0.771862e-01   0.232836e-02  -0.565871e-02
   0.352479e+02   0.855511e-01  -0.167521e+00   0.745425e-01   0.208670e-02  -0.534118e-02
   0.364239e+02   0.812341e-01  -0.160021e+00   0.719002e-01   0.183969e-02  -0.504708e-02
   0.376204e+02   0.772624e-01  -0.152900e+00   0.691172e-01   0.172685e-02  -0.479307e-02
   0.388374e+02   0.735502e-01  -0.146081e+00   0.662989e-01   0.162224e-02  -0.460977e-02
   0.400747e+02   0.700998e-01  -0.139564e+00   0.635369e-01   0.144925e-02  -0.447793e-02
   0.413323e+02   0.669769e-01  -0.133384e+00   0.607610e-01   0.128904e-02  -0.435737e-02
   0.426097e+02   0.641252e-01  -0.127510e+00   0.580177e-01   0.113732e-02  -0.422957e-02
   0.439069e+02   0.614121e-01  -0.121896e+00   0.553622e-01   0.101619e-02  -0.410554e-02
   0.452239e+02   0.587953e-01  -0.116548e+00   0.528162e-01   0.950740e-03  -0.398595e-02
   0.465603e+02   0.563341e-01  -0.111476e+00   0.504115e-01   0.896680e-03  -0.383322e-02
   0.479160e+02   0.540879e-01  -0.106650e+00   0.480610e-01   0.829215e-03  -0.367153e-02
   0.492909e+02   0.520201e-01  -0.102052e+00   0.457475e-01   0.739689e-03  -0.354475e-02
   0.506845e+02   0.500562e-01  -0.976761e-01   0.434751e-01   0.681096e-03  -0.346365e-02
   0.520969e+02   0.481807e-01  -0.935224e-01   0.412498e-01   0.677629e-03  -0.341430e-02
   0.535276e+02   0.463743e-01  -0.895934e-01   0.392112e-01   0.647612e-03  -0.336026e-02
   0.549765e+02   0.446361e-01  -0.858745e-01   0.373842e-01   0.564268e-03  -0.328996e-02
   0.564434e+02   0.430307e-01  -0.823493e-01   0.356205e-01   0.464402e-03  -0.323374e-02
   0.579281e+02   0.415285e-01  -0.790112e-01   0.338539e-01   0.439823e-03  -0.318891e-02
   0.594301e+02   0.400742e-01  -0.758517e-01   0.322136e-01   0.420056e-03  -0.314383e-02
   0.609494e+02   0.386933e-01  -0.728425e-01   0.306786e-01   0.360977e-03  -0.310963e-02
   0.624858e+02   0.373976e-01  -0.699752e-01   0.291691e-01   0.313010e-03  -0.309546e-02
   0.640387e+02   0.361842e-01  -0.672550e-01   0.277027e-01   0.280630e-03  -0.308748e-02
   0.656081e+02   0.350411e-01  -0.646794e-01   0.262970e-01   0.256279e-03  -0.308512e-02
   0.671936e+02   0.339404e-01  -0.622482e-01   0.249636e-01   0.254617e-03  -0.308959e-02
   0.687950e+02   0.328902e-01  -0.599507e-01   0.237324e-01   0.230912e-03  -0.309719e-02
   0.704121e+02   0.319211e-01  -0.577748e-01   0.225627e-01   0.205747e-03  -0.308532e-02
   0.720444e+02   0.310644e-01  -0.557030e-01   0.214357e-01   0.159571e-03  -0.304325e-02
   0.736917e+02   0.302672e-01  -0.537148e-01   0.203270e-01   0.141182e-03  -0.297938e-02
   0.753538e+02   0.294311e-01  -0.518039e-01   0.193020e-01   0.173854e-03  -0.289702e-02
   0.770305e+02   0.285908e-01  -0.499668e-01   0.183966e-01   0.164648e-03  -0.281472e-02
   0.787212e+02   0.277888e-01  -0.482062e-01   0.175341e-01   0.148277e-03  -0.273502e-02
   0.804260e+02   0.270077e-01  -0.465140e-01   0.167034e-01   0.136967e-03  -0.266594e-02
   0.821442e+02   0.262868e-01  -0.448820e-01   0.158599e-01   0.131384e-03  -0.260392e-02
   0.838759e+02   0.256588e-01  -0.433110e-01   0.149916e-01   0.127416e-03  -0.253323e-02
   0.856202e+02   0.250601e-01  -0.418074e-01   0.141954e-01   0.111244e-03  -0.244059e-02
   0.873779e+02   0.244342e-01  -0.403742e-01   0.135051e-01   0.103200e-03  -0.233174e-02
   0.891475e+02   0.238053e-01  -0.390021e-01   0.128713e-01   0.100653e-03  -0.222486e-02
   0.909298e+02   0.231951e-01  -0.376880e-01   0.122853e-01   0.737497e-04  -0.213393e-02
   0.927231e+02   0.226346e-01  -0.364412e-01   0.116812e-01   0.693159e-04  -0.205610e-02
   0.945290e+02   0.221350e-01  -0.352592e-01   0.110601e-01   0.844740e-04  -0.197960e-02
   0.963452e+02   0.216589e-01  -0.341255e-01   0.104521e-01   0.875032e-04  -0.192706e-02
   0.981733e+02   0.211851e-01  -0.330354e-01   0.987872e-02   0.812244e-04  -0.189034e-02
   0.100012e+03   0.207120e-01  -0.319991e-01   0.937875e-02   0.655002e-04  -0.184290e-02
   0.101861e+03   0.202587e-01  -0.310172e-01   0.891816e-02   0.496663e-04  -0.179062e-02
   0.103720e+03   0.198404e-01  -0.300775e-01   0.846222e-02   0.479973e-04  -0.172693e-02
   0.105589e+03   0.194371e-01  -0.291780e-01   0.803566e-02   0.498296e-04  -0.165538e-02
   0.107468e+03   0.190408e-01  -0.283133e-01   0.765691e-02   0.463031e-04  -0.156934e-02
   0.109356e+03   0.186400e-01  -0.274845e-01   0.730951e-02   0.580604e-04  -0.147693e-02
   0.111253e+03   0.182560e-01  -0.266957e-01   0.699223e-02   0.639714e-04  -0.138350e-02
   0.113160e+03   0.179288e-01  -0.259435e-01   0.665706e-02   0.616817e-04  -0.129597e-02
   0.115074e+03   0.176311e-01  -0.252231e-01   0.630871e-02   0.561128e-04  -0.122721e-02
   0.116997e+03   0.173334e-01  -0.245332e-01   0.598346e-02   0.480027e-04  -0.116841e-02
   0.118928e+03   0.170439e-01  -0.238774e-01   0.568857e-02   0.367681e-04  -0.110814e-02
   0.120868e+03   0.167632e-01  -0.232540e-01   0.542189e-02   0.323519e-04  -0.103660e-02
   0.122814e+03   0.164756e-01  -0.226551e-01   0.518415e-02   0.301291e-04  -0.965218e-03
   0.124768e+03   0.161928e-01  -0.220724e-01   0.493545e-02   0.305047e-04  -0.913589e-03
   0.126729e+03   0.159222e-01  -0.215018e-01   0.467568e-02   0.214010e-04  -0.882519e-03
   0.128697e+03   0.156376e-01  -0.209415e-01   0.441820e-02   0.243171e-04  -0.861404e-03
   0.130672e+03   0.153387e-01  -0.203924e-01   0.417697e-02   0.228791e-04  -0.853844e-03
   0.132654e+03   0.150412e-01  -0.198569e-01   0.394768e-02   0.227146e-04  -0.845276e-03
   0.134641e+03   0.147538e-01  -0.193379e-01   0.372282e-02   0.236467e-04  -0.837619e-03
   0.136635e+03   0.144534e-01  -0.188339e-01   0.351253e-02   0.237470e-04  -0.844174e-03
   0.138635e+03   0.141130e-01  -0.183495e-01   0.335440e-02   0.296929e-04  -0.852328e-03
   0.140640e+03   0.137639e-01  -0.178888e-01   0.324589e-02   0.291873e-04  -0.849889e-03
   0.142650e+03   0.134461e-01  -0.174476e-01   0.313864e-02   0.269827e-04  -0.835876e-03
   0.144666e+03   0.131526e-01  -0.170229e-01   0.301333e-02   0.279385e-04  -0.829042e-03
   0.146686e+03   0.128555e-01  -0.166134e-01   0.288873e-02   0.306149e-04  -0.838552e-03
   0.148713e+03   0.125640e-01  -0.162203e-01   0.278955e-02   0.237210e-04  -0.843068e-03
   0.150743e+03   0.123054e-01  -0.158435e-01   0.269169e-02   0.562997e-05  -0.840820e-03
   0.152778e+03   0.121020e-01  -0.154831e-01   0.254714e-02  -0.112273e-04  -0.845251e-03
   0.154817e+03   0.119339e-01  -0.151381e-01   0.235741e-02  -0.549254e-05  -0.852311e-03
   0.156861e+03   0.117458e-01  -0.148006e-01   0.218363e-02   0.192748e-04  -0.851912e-03
   0.158909e+03   0.115263e-01  -0.144684e-01   0.207793e-02   0.296441e-04  -0.834499e-03
   0.160959e+03   0.113055e-01  -0.141504e-01   0.202226e-02   0.275197e-04  -0.795123e-03
   0.163015e+03   0.111006e-01  -0.138484e-01   0.197598e-02   0.215766e-04  -0.750183e-03
   0.165074e+03   0.108986e-01  -0.135530e-01   0.192977e-02   0.133281e-04  -0.711355e-03
   0.167136e+03   0.106917e-01  -0.132593e-01   0.188662e-02   0.408225e-05  -0.676831e-03
   0.169201e+03   0.104834e-01  -0.129699e-01   0.183073e-02   0.112768e-06  -0.655716e-03
   0.171269e+03   0.102712e-01  -0.126892e-01   0.177190e-02  -0.429639e-06  -0.646485e-03
   0.173340e+03   0.100677e-01  -0.124194e-01   0.171183e-02   0.139680e-05  -0.638442e-03
   0.175415e+03   0.988766e-02  -0.121616e-01   0.164283e-02   0.764805e-05  -0.623469e-03
   0.177492e+03   0.971315e-02  -0.119155e-01   0.159151e-02   0.110544e-04  -0.599816e-03
   0.179572e+03   0.953479e-02  -0.116764e-01   0.156180e-02   0.817923e-05  -0.571663e-03
   0.181654e+03   0.936999e-02  -0.114386e-01   0.150984e-02   0.432550e-05  -0.554478e-03
   0.183739e+03   0.921123e-02  -0.112025e-01   0.143867e-02   0.692687e-05  -0.545629e-03
   0.185825e+03   0.901681e-02  -0.109705e-01   0.140300e-02   0.135690e-04  -0.537144e-03
   0.187915e+03   0.878017e-02  -0.107446e-01   0.141715e-02   0.195253e-04  -0.527753e-03
   0.190006e+03   0.854945e-02  -0.105259e-01   0.144234e-02   0.138493e-04  -0.520308e-03
   0.192100e+03   0.834689e-02  -0.103158e-01   0.144393e-02   0.917491e-05  -0.515790e-03
   0.194195e+03   0.816088e-02  -0.101131e-01   0.142991e-02   0.778116e-05  -0.514508e-03
   0.196291e+03   0.798293e-02  -0.991346e-02   0.139974e-02   0.112139e-04  -0.519580e-03
   0.198390e+03   0.782344e-02  -0.971638e-02   0.135046e-02   0.119224e-04  -0.530563e-03
   0.200490e+03   0.769812e-02  -0.952457e-02   0.128643e-02   0.254252e-05  -0.537477e-03
   0.202592e+03   0.760402e-02  -0.934039e-02   0.120616e-02  -0.420684e-05  -0.534422e-03
   0.204695e+03   0.752942e-02  -0.916180e-02   0.110798e-02  -0.561797e-06  -0.524953e-03
   0.206801e+03   0.744010e-02  -0.898550e-02   0.102405e-02   0.639570e-05  -0.514953e-03
   0.208907e+03   0.731573e-02  -0.881329e-02   0.988653e-03   0.738205e-05  -0.501525e-03
   0.211014e+03   0.717101e-02  -0.864556e-02   0.988237e-03   0.481081e-05  -0.481498e-03
   0.213122e+03   0.702196e-02  -0.848221e-02   0.100022e-02  -0.107190e-07  -0.460041e-03
   0.215232e+03   0.688045e-02  -0.832678e-02   0.100634e-02   0.328625e-05  -0.436698e-03
   0.217343e+03   0.674392e-02  -0.817750e-02   0.101479e-02   0.817222e-05  -0.410617e-03
   0.219456e+03   0.659929e-02  -0.803107e-02   0.104091e-02   0.236931e-05  -0.388504e-03
   0.221568e+03   0.643622e-02  -0.788865e-02   0.107568e-02   0.389989e-05  -0.372848e-03
   0.223682e+03   0.626834e-02  -0.774867e-02   0.111969e-02   0.333900e-05  -0.357299e-03
   0.225797e+03   0.612633e-02  -0.760897e-02   0.115182e-02  -0.590432e-05  -0.336722e-03
   0.227913e+03   0.601395e-02  -0.747064e-02   0.115204e-02  -0.995102e-05  -0.314608e-03
   0.230029e+03   0.591277e-02  -0.733430e-02   0.113364e-02  -0.150283e-05  -0.289403e-03
   0.232146e+03   0.580388e-02  -0.719935e-02   0.113398e-02   0.485488e-05  -0.256633e-03
   0.234264e+03   0.567853e-02  -0.706543e-02   0.115265e-02   0.430097e-05  -0.229960e-03
   0.236382e+03   0.553731e-02  -0.693454e-02   0.117387e-02   0.774930e-05  -0.215613e-03
   0.238502e+03   0.538646e-02  -0.680839e-02   0.121339e-02   0.678825e-05  -0.201747e-03
   0.240621e+03   0.524206e-02  -0.668778e-02   0.126027e-02   0.256279e-05  -0.182888e-03
   0.242742e+03   0.511935e-02  -0.657068e-02   0.129095e-02   0.131973e-06  -0.160242e-03
   0.244863e+03   0.502007e-02  -0.645594e-02   0.129701e-02  -0.364376e-06  -0.139233e-03
   0.246984e+03   0.492392e-02  -0.634304e-02   0.129372e-02   0.374631e-05  -0.121657e-03
   0.249106e+03   0.481171e-02  -0.622967e-02   0.130591e-02   0.611074e-05  -0.105934e-03
   0.251229e+03   0.467911e-02  -0.611544e-02   0.133434e-02   0.777548e-05  -0.942149e-04
   0.253351e+03   0.453516e-02  -0.600195e-02   0.137519e-02   0.721865e-05  -0.843748e-04
   0.255475e+03   0.440191e-02  -0.589011e-02   0.141199e-02   0.439384e-05  -0.718123e-04
   0.257598e+03   0.428506e-02  -0.577863e-02   0.143386e-02   0.162178e-05  -0.580892e-04
   0.259723e+03   0.416944e-02  -0.566994e-02   0.144748e-02   0.615892e-05  -0.468663e-04
   0.261847e+03   0.404523e-02  -0.556578e-02   0.147108e-02   0.109816e-04  -0.384806e-04
   0.263971e+03   0.392098e-02  -0.546565e-02   0.150352e-02   0.721196e-05  -0.339427e-04
   0.266096e+03   0.380971e-02  -0.537046e-02   0.152616e-02   0.234143e-05  -0.322488e-04
   0.268222e+03   0.370502e-02  -0.528050e-02   0.154461e-02   0.147765e-05  -0.293987e-04
   0.270348e+03   0.359307e-02  -0.519359e-02   0.157183e-02   0.295823e-05  -0.257196e-04
   0.272474e+03   0.347558e-02  -0.510701e-02   0.160503e-02   0.496789e-05  -0.214279e-04
   0.274600e+03   0.335464e-02  -0.501977e-02   0.164397e-02   0.532605e-05  -0.158416e-04
   0.276727e+03   0.323109e-02  -0.493281e-02   0.168277e-02   0.788117e-05  -0.110737e-04
   0.278853e+03   0.310952e-02  -0.484682e-02   0.171846e-02   0.882442e-05  -0.100133e-04
   0.280981e+03   0.299766e-02  -0.476381e-02   0.174749e-02   0.700019e-05  -0.116629e-04
   0.283108e+03   0.290156e-02  -0.468422e-02   0.176711e-02   0.177681e-05  -0.137664e-04
   0.285236e+03   0.280856e-02  -0.460702e-02   0.178315e-02  -0.983265e-06  -0.162939e-04
   0.287363e+03   0.270273e-02  -0.453203e-02   0.180943e-02   0.226928e-05  -0.176085e-04
   0.289492e+03   0.258400e-02  -0.445968e-02   0.185061e-02   0.583481e-05  -0.192426e-04
   0.291620e+03   0.246400e-02  -0.439061e-02   0.189642e-02   0.837717e-05  -0.218149e-04
   0.293748e+03   0.236004e-02  -0.432368e-02   0.193380e-02   0.637010e-05  -0.234675e-04
   0.295876e+03   0.227844e-02  -0.425789e-02   0.195257e-02   0.254922e-05  -0.243319e-04
   0.298005e+03   0.220644e-02  -0.419309e-02   0.195840e-02   0.369856e-05  -0.245467e-04
   0.300134e+03   0.212920e-02  -0.412969e-02   0.197117e-02   0.645957e-05  -0.228580e-04
   0.302263e+03   0.204434e-02  -0.406845e-02   0.199859e-02   0.501435e-05  -0.205107e-04
   0.304393e+03   0.195825e-02  -0.400979e-02   0.202611e-02   0.391824e-05  -0.215136e-04
   0.306522e+03   0.187548e-02  -0.395252e-02   0.204688e-02   0.477040e-05  -0.253897e-04
   0.308651e+03   0.179769e-02  -0.389579e-02   0.206424e-02   0.544444e-05  -0.284074e-04
   0.310781e+03   0.172330e-02  -0.383975e-02   0.207989e-02   0.742778e-05  -0.291356e-04
   0.312911e+03   0.165205e-02  -0.378468e-02   0.209890e-02   0.655457e-05  -0.271688e-04
   0.315042e+03   0.158920e-02  -0.373179e-02   0.211740e-02   0.113813e-05  -0.240577e-04
   0.317172e+03   0.153385e-02  -0.368165e-02   0.212605e-02   0.301101e-06  -0.214485e-04
   0.319302e+03   0.147923e-02  -0.363203e-02   0.213333e-02   0.965609e-06  -0.185048e-04
   0.321433e+03   0.142060e-02  -0.358190e-02   0.214840e-02   0.247553e-07  -0.128782e-04
   0.323563e+03   0.135688e-02  -0.353277e-02   0.216903e-02  -0.128273e-06  -0.698562e-05
   0.325694e+03   0.129204e-02  -0.348473e-02   0.218846e-02   0.211906e-05  -0.210855e-05
   0.327826e+03   0.122892e-02  -0.343738e-02   0.220761e-02   0.522402e-05   0.438065e-05
   0.329956e+03   0.116815e-02  -0.339062e-02   0.223006e-02   0.617679e-05   0.137733e-04
   0.332088e+03   0.110897e-02  -0.334550e-02   0.225567e-02   0.566673e-05   0.248069e-04
   0.334219e+03   0.104850e-02  -0.330368e-02   0.228384e-02   0.705676e-05   0.357211e-04
   0.336350e+03   0.984978e-03  -0.326500e-02   0.231841e-02   0.644996e-05   0.448413e-04
   0.338482e+03   0.917896e-03  -0.322881e-02   0.235764e-02   0.617826e-05   0.529128e-04
   0.340614e+03   0.849630e-03  -0.319427e-02   0.239730e-02   0.746932e-05   0.601312e-04
   0.342745e+03   0.785716e-03  -0.316108e-02   0.243459e-02   0.722522e-05   0.664567e-04
   0.344878e+03   0.729041e-03  -0.312994e-02   0.246618e-02   0.523843e-05   0.705159e-04
   0.347010e+03   0.678340e-03  -0.310183e-02   0.249082e-02   0.405194e-05   0.713853e-04
   0.349142e+03   0.630483e-03  -0.307637e-02   0.251055e-02   0.544284e-05   0.701046e-04
   0.351274e+03   0.580775e-03  -0.305188e-02   0.253212e-02   0.645181e-05   0.674616e-04
   0.353406e+03   0.528326e-03  -0.302836e-02   0.255953e-02   0.616593e-05   0.656641e-04
   0.355539e+03   0.477131e-03  -0.300577e-02   0.258740e-02   0.644753e-05   0.652053e-04
   0.357671e+03   0.430670e-03  -0.298374e-02   0.261094e-02   0.744356e-05   0.653137e-04
   0.359804e+03   0.390233e-03  -0.296206e-02   0.263104e-02   0.707906e-05   0.662854e-04
   0.361937e+03   0.354930e-03  -0.294052e-02   0.264945e-02   0.567891e-05   0.695396e-04
   0.364069e+03   0.324125e-03  -0.291963e-02   0.266357e-02   0.578466e-05   0.738421e-04
   0.366202e+03   0.297760e-03  -0.289947e-02   0.267223e-02   0.680369e-05   0.773261e-04
   0.368335e+03   0.275381e-03  -0.288038e-02   0.267967e-02   0.602297e-05   0.806941e-04
   0.370468e+03   0.255743e-03  -0.286268e-02   0.268342e-02   0.715358e-05   0.836416e-04
   0.372601e+03   0.236898e-03  -0.284598e-02   0.268738e-02   0.777892e-05   0.860719e-04
   0.374734e+03   0.217797e-03  -0.283057e-02   0.269419e-02   0.795528e-05   0.893796e-04
   0.376867e+03   0.198389e-03  -0.281674e-02   0.270365e-02   0.839137e-05   0.936943e-04
   0.379000e+03   0.179256e-03  -0.280455e-02   0.271746e-02   0.647317e-05   0.986382e-04
   0.381134e+03   0.160920e-03  -0.279374e-02   0.273296e-02   0.315840e-05   0.103299e-03
   0.383267e+03   0.143408e-03  -0.278418e-02   0.274634e-02   0.241946e-05   0.107989e-03
   0.385400e+03   0.127146e-03  -0.277605e-02   0.275787e-02   0.403344e-05   0.113005e-03
   0.387534e+03   0.114306e-03  -0.276935e-02   0.276700e-02   0.567707e-05   0.117635e-03
   0.389667e+03   0.106676e-03  -0.276412e-02   0.277248e-02   0.678010e-05   0.121821e-03
   0.391800e+03   0.102809e-03  -0.275983e-02   0.277471e-02   0.757635e-05   0.125267e-03
   0.393933e+03   0.100971e-03  -0.275686e-02   0.277627e-02   0.693448e-05   0.127321e-03
