       y+            Prod.           Diss.       Turb_Diff.     Mole_Diff.        Res.    
   0.153899e+02   0.413216e+00  -0.383290e+00  -0.431418e-01   0.226788e-01   0.946259e-02
   0.161278e+02   0.376375e+00  -0.364745e+00  -0.225913e-01   0.204746e-01   0.951310e-02
   0.168858e+02   0.343358e+00  -0.347241e+00  -0.505855e-02   0.184599e-01   0.951803e-02
   0.176642e+02   0.313712e+00  -0.330662e+00   0.987178e-02   0.165642e-01   0.948686e-02
   0.184630e+02   0.287081e+00  -0.314932e+00   0.225159e-01   0.147607e-01   0.942482e-02
   0.192825e+02   0.263179e+00  -0.300011e+00   0.331078e-01   0.130573e-01   0.933283e-02
   0.201226e+02   0.241750e+00  -0.285881e+00   0.418023e-01   0.115502e-01   0.922089e-02
   0.209837e+02   0.222520e+00  -0.272506e+00   0.487458e-01   0.103358e-01   0.909554e-02
   0.218656e+02   0.205214e+00  -0.259794e+00   0.541620e-01   0.936701e-02   0.894930e-02
   0.227686e+02   0.189599e+00  -0.247648e+00   0.583343e-01   0.848708e-02   0.877271e-02
   0.236926e+02   0.175493e+00  -0.236025e+00   0.614773e-01   0.762395e-02   0.856900e-02
   0.246377e+02   0.162745e+00  -0.224916e+00   0.637150e-01   0.680276e-02   0.834673e-02
   0.256038e+02   0.151235e+00  -0.214313e+00   0.651702e-01   0.602791e-02   0.812042e-02
   0.265912e+02   0.140856e+00  -0.204217e+00   0.659200e-01   0.534536e-02   0.790490e-02
   0.275996e+02   0.131494e+00  -0.194628e+00   0.660088e-01   0.481640e-02   0.769100e-02
   0.286292e+02   0.123004e+00  -0.185508e+00   0.655668e-01   0.440580e-02   0.746910e-02
   0.296798e+02   0.115252e+00  -0.176799e+00   0.647917e-01   0.399721e-02   0.724185e-02
   0.307516e+02   0.108146e+00  -0.168465e+00   0.637670e-01   0.357204e-02   0.701973e-02
   0.318443e+02   0.101628e+00  -0.160506e+00   0.624691e-01   0.320064e-02   0.679210e-02
   0.329580e+02   0.956338e-01  -0.152934e+00   0.609159e-01   0.293919e-02   0.655480e-02
   0.340926e+02   0.900973e-01  -0.145729e+00   0.592654e-01   0.268230e-02   0.631589e-02
   0.352479e+02   0.850297e-01  -0.138875e+00   0.575516e-01   0.236855e-02   0.607510e-02
   0.364239e+02   0.804581e-01  -0.132377e+00   0.556705e-01   0.208016e-02   0.583214e-02
   0.376204e+02   0.763117e-01  -0.126226e+00   0.536369e-01   0.186696e-02   0.558989e-02
   0.388374e+02   0.724796e-01  -0.120396e+00   0.515436e-01   0.173400e-02   0.536073e-02
   0.400747e+02   0.689146e-01  -0.114855e+00   0.494728e-01   0.161391e-02   0.514593e-02
   0.413323e+02   0.656350e-01  -0.109590e+00   0.474515e-01   0.143965e-02   0.493631e-02
   0.426097e+02   0.626409e-01  -0.104598e+00   0.454000e-01   0.128915e-02   0.473218e-02
   0.439069e+02   0.598560e-01  -0.998566e-01   0.433582e-01   0.117805e-02   0.453565e-02
   0.452239e+02   0.571905e-01  -0.953572e-01   0.414067e-01   0.110410e-02   0.434401e-02
   0.465603e+02   0.546559e-01  -0.910908e-01   0.395618e-01   0.102818e-02   0.415501e-02
   0.479160e+02   0.523413e-01  -0.870335e-01   0.377671e-01   0.902756e-03   0.397762e-02
   0.492909e+02   0.502429e-01  -0.831810e-01   0.359285e-01   0.810580e-03   0.380090e-02
   0.506845e+02   0.482636e-01  -0.795237e-01   0.341492e-01   0.727608e-03   0.361677e-02
   0.520969e+02   0.463538e-01  -0.760626e-01   0.324957e-01   0.646538e-03   0.343340e-02
   0.535276e+02   0.445116e-01  -0.727922e-01   0.309261e-01   0.620963e-03   0.326644e-02
   0.549765e+02   0.427764e-01  -0.696942e-01   0.294531e-01   0.576228e-03   0.311151e-02
   0.564434e+02   0.411986e-01  -0.667643e-01   0.280172e-01   0.514221e-03   0.296577e-02
   0.579281e+02   0.397532e-01  -0.639959e-01   0.266046e-01   0.460329e-03   0.282233e-02
   0.594301e+02   0.383984e-01  -0.613794e-01   0.252421e-01   0.432390e-03   0.269346e-02
   0.609494e+02   0.371281e-01  -0.589036e-01   0.239441e-01   0.404887e-03   0.257349e-02
   0.624858e+02   0.359490e-01  -0.565598e-01   0.227044e-01   0.358502e-03   0.245212e-02
   0.640387e+02   0.348498e-01  -0.543430e-01   0.215018e-01   0.332244e-03   0.234085e-02
   0.656081e+02   0.338083e-01  -0.522419e-01   0.203537e-01   0.308174e-03   0.222835e-02
   0.671936e+02   0.328490e-01  -0.502460e-01   0.192353e-01   0.275102e-03   0.211336e-02
   0.687950e+02   0.319909e-01  -0.483501e-01   0.181189e-01   0.244820e-03   0.200445e-02
   0.704121e+02   0.311886e-01  -0.465558e-01   0.170345e-01   0.231991e-03   0.189929e-02
   0.720444e+02   0.303880e-01  -0.448519e-01   0.160461e-01   0.220839e-03   0.180314e-02
   0.736917e+02   0.295673e-01  -0.432221e-01   0.151771e-01   0.197083e-03   0.171936e-02
   0.753538e+02   0.287532e-01  -0.416679e-01   0.143883e-01   0.171298e-03   0.164501e-02
   0.770305e+02   0.279738e-01  -0.401928e-01   0.136186e-01   0.168583e-03   0.156819e-02
   0.787212e+02   0.272170e-01  -0.387870e-01   0.128908e-01   0.170364e-03   0.149116e-02
   0.804260e+02   0.264902e-01  -0.374451e-01   0.122171e-01   0.161679e-03   0.142390e-02
   0.821442e+02   0.258049e-01  -0.361657e-01   0.115778e-01   0.143949e-03   0.136096e-02
   0.838759e+02   0.251575e-01  -0.349505e-01   0.109726e-01   0.123960e-03   0.130350e-02
   0.856202e+02   0.245343e-01  -0.338043e-01   0.104120e-01   0.104281e-03   0.124633e-02
   0.873779e+02   0.239153e-01  -0.327192e-01   0.989636e-02   0.104253e-03   0.119673e-02
   0.891475e+02   0.233117e-01  -0.316805e-01   0.942148e-02   0.987864e-04   0.115142e-02
   0.909298e+02   0.227453e-01  -0.306835e-01   0.894955e-02   0.912551e-04   0.110269e-02
   0.927231e+02   0.221923e-01  -0.297328e-01   0.849306e-02   0.971800e-04   0.104980e-02
   0.945290e+02   0.216409e-01  -0.288245e-01   0.809636e-02   0.911368e-04   0.100388e-02
   0.963452e+02   0.211457e-01  -0.279543e-01   0.769189e-02   0.822321e-04   0.965509e-03
   0.981733e+02   0.207166e-01  -0.271220e-01   0.724873e-02   0.822818e-04   0.925545e-03
   0.100012e+03   0.203017e-01  -0.263234e-01   0.683184e-02   0.784118e-04   0.888518e-03
   0.101861e+03   0.198729e-01  -0.255594e-01   0.647257e-02   0.699434e-04   0.855990e-03
   0.103720e+03   0.194310e-01  -0.248350e-01   0.615992e-02   0.660209e-04   0.821903e-03
   0.105589e+03   0.189863e-01  -0.241453e-01   0.587665e-02   0.644571e-04   0.782034e-03
   0.107468e+03   0.185556e-01  -0.234821e-01   0.560745e-02   0.562842e-04   0.737286e-03
   0.109356e+03   0.181617e-01  -0.228413e-01   0.533311e-02   0.442576e-04   0.697765e-03
   0.111253e+03   0.178124e-01  -0.222245e-01   0.503933e-02   0.368967e-04   0.664133e-03
   0.113160e+03   0.174863e-01  -0.216298e-01   0.474865e-02   0.284027e-04   0.633590e-03
   0.115074e+03   0.171442e-01  -0.210562e-01   0.448403e-02   0.308895e-04   0.602951e-03
   0.116997e+03   0.167874e-01  -0.205037e-01   0.425905e-02   0.355669e-04   0.578246e-03
   0.118928e+03   0.164750e-01  -0.199711e-01   0.402755e-02   0.283350e-04   0.559728e-03
   0.120868e+03   0.162286e-01  -0.194610e-01   0.375026e-02   0.217571e-04   0.539605e-03
   0.122814e+03   0.159955e-01  -0.189739e-01   0.347354e-02   0.310943e-04   0.526268e-03
   0.124768e+03   0.157239e-01  -0.185018e-01   0.325869e-02   0.338729e-04   0.514612e-03
   0.126729e+03   0.154070e-01  -0.180418e-01   0.309865e-02   0.317644e-04   0.495659e-03
   0.128697e+03   0.150480e-01  -0.175974e-01   0.298851e-02   0.356918e-04   0.474802e-03
   0.130672e+03   0.146774e-01  -0.171705e-01   0.291422e-02   0.368139e-04   0.457945e-03
   0.132654e+03   0.143477e-01  -0.167606e-01   0.282268e-02   0.332516e-04   0.443115e-03
   0.134641e+03   0.140690e-01  -0.163665e-01   0.270413e-02   0.235649e-04   0.430203e-03
   0.136635e+03   0.138199e-01  -0.159887e-01   0.257416e-02   0.109000e-04   0.416283e-03
   0.138635e+03   0.135820e-01  -0.156261e-01   0.242949e-02   0.132943e-04   0.398648e-03
   0.140640e+03   0.133607e-01  -0.152748e-01   0.227815e-02   0.151050e-04   0.379122e-03
   0.142650e+03   0.131523e-01  -0.149345e-01   0.212689e-02   0.158903e-04   0.360631e-03
   0.144666e+03   0.129340e-01  -0.146067e-01   0.200307e-02   0.171259e-04   0.347529e-03
   0.146686e+03   0.127087e-01  -0.142893e-01   0.189838e-02   0.208185e-04   0.338630e-03
   0.148713e+03   0.124793e-01  -0.139803e-01   0.180698e-02   0.262091e-04   0.332199e-03
   0.150743e+03   0.122470e-01  -0.136801e-01   0.173748e-02   0.267352e-04   0.331171e-03
   0.152778e+03   0.120221e-01  -0.133880e-01   0.167264e-02   0.232827e-04   0.329957e-03
   0.154817e+03   0.117951e-01  -0.131028e-01   0.160983e-02   0.243132e-04   0.326492e-03
   0.156861e+03   0.115688e-01  -0.128260e-01   0.156509e-02   0.136417e-04   0.321508e-03
   0.158909e+03   0.113651e-01  -0.125599e-01   0.150869e-02   0.243067e-05   0.316400e-03
   0.160959e+03   0.111685e-01  -0.123019e-01   0.143865e-02   0.296263e-05   0.308274e-03
   0.163015e+03   0.109509e-01  -0.120481e-01   0.138817e-02   0.576626e-05   0.296685e-03
   0.165074e+03   0.107331e-01  -0.118000e-01   0.135292e-02  -0.895756e-06   0.285200e-03
   0.167136e+03   0.105440e-01  -0.115628e-01   0.129145e-02   0.319225e-05   0.275859e-03
   0.169201e+03   0.103630e-01  -0.113327e-01   0.122370e-02   0.132210e-04   0.267211e-03
   0.171269e+03   0.101781e-01  -0.111043e-01   0.117414e-02   0.105325e-04   0.258416e-03
   0.173340e+03   0.100152e-01  -0.108813e-01   0.110713e-02   0.684166e-05   0.247922e-03
   0.175415e+03   0.987089e-02  -0.106656e-01   0.102410e-02   0.729146e-05   0.236714e-03
   0.177492e+03   0.971465e-02  -0.104554e-01   0.964744e-03   0.525311e-05   0.229258e-03
   0.179572e+03   0.954281e-02  -0.102501e-01   0.927858e-03   0.270531e-05   0.223287e-03
   0.181654e+03   0.935768e-02  -0.100495e-01   0.903508e-03   0.535939e-05   0.217010e-03
   0.183739e+03   0.915815e-02  -0.985470e-02   0.899691e-03   0.906940e-05   0.212207e-03
   0.185825e+03   0.895689e-02  -0.966623e-02   0.904459e-03   0.106877e-04   0.205804e-03
   0.187915e+03   0.876693e-02  -0.948434e-02   0.902493e-03   0.105615e-04   0.195640e-03
   0.190006e+03   0.859006e-02  -0.930827e-02   0.899090e-03   0.610707e-05   0.186992e-03
   0.192100e+03   0.842267e-02  -0.913697e-02   0.893864e-03   0.283239e-06   0.179853e-03
   0.194195e+03   0.826167e-02  -0.896934e-02   0.876325e-03   0.267677e-05   0.171337e-03
   0.196291e+03   0.810535e-02  -0.880430e-02   0.853443e-03   0.757282e-05   0.162060e-03
   0.198390e+03   0.795420e-02  -0.864252e-02   0.825461e-03   0.141063e-04   0.151246e-03
   0.200490e+03   0.781070e-02  -0.848289e-02   0.803296e-03   0.990238e-05   0.141017e-03
   0.202592e+03   0.768167e-02  -0.832530e-02   0.773987e-03   0.210905e-05   0.132463e-03
   0.204695e+03   0.756533e-02  -0.817165e-02   0.729737e-03   0.110946e-05   0.124530e-03
   0.206801e+03   0.744597e-02  -0.802022e-02   0.686350e-03   0.520988e-05   0.117312e-03
   0.208907e+03   0.731163e-02  -0.787085e-02   0.659728e-03   0.854806e-05   0.109057e-03
   0.211014e+03   0.716264e-02  -0.772613e-02   0.654901e-03   0.123824e-04   0.103797e-03
   0.213122e+03   0.700796e-02  -0.758558e-02   0.666703e-03   0.112547e-04   0.100341e-03
   0.215232e+03   0.685030e-02  -0.744784e-02   0.683829e-03   0.971017e-05   0.959958e-04
   0.217343e+03   0.668861e-02  -0.731249e-02   0.705507e-03   0.703844e-05   0.886659e-04
   0.219456e+03   0.653183e-02  -0.717967e-02   0.727066e-03   0.122150e-05   0.804455e-04
   0.221568e+03   0.637693e-02  -0.705027e-02   0.745970e-03  -0.761976e-06   0.718662e-04
   0.223682e+03   0.621525e-02  -0.692357e-02   0.770608e-03   0.205910e-05   0.643562e-04
   0.225797e+03   0.606302e-02  -0.679909e-02   0.793115e-03   0.107827e-08   0.570459e-04
   0.227913e+03   0.593454e-02  -0.667763e-02   0.794331e-03  -0.217416e-05   0.490661e-04
   0.230029e+03   0.581337e-02  -0.655805e-02   0.788068e-03  -0.943202e-06   0.424463e-04
   0.232146e+03   0.568281e-02  -0.643958e-02   0.793930e-03   0.966992e-06   0.381356e-04
   0.234264e+03   0.554811e-02  -0.632347e-02   0.807855e-03   0.202661e-05   0.345301e-04
   0.236382e+03   0.541554e-02  -0.621048e-02   0.824631e-03   0.317559e-05   0.328677e-04
   0.238502e+03   0.528199e-02  -0.610046e-02   0.847782e-03   0.312536e-05   0.324380e-04
   0.240621e+03   0.514607e-02  -0.599390e-02   0.879084e-03   0.111390e-05   0.323669e-04
   0.242742e+03   0.501232e-02  -0.589275e-02   0.908236e-03   0.462219e-05   0.324230e-04
   0.244863e+03   0.488512e-02  -0.579624e-02   0.937033e-03   0.705545e-05   0.329614e-04
   0.246984e+03   0.476440e-02  -0.570242e-02   0.965185e-03   0.634118e-05   0.335084e-04
   0.249106e+03   0.464483e-02  -0.561022e-02   0.991738e-03   0.725380e-05   0.335970e-04
   0.251229e+03   0.451865e-02  -0.551773e-02   0.102648e-02   0.701484e-05   0.344161e-04
   0.253351e+03   0.438323e-02  -0.542503e-02   0.107287e-02   0.436553e-05   0.354304e-04
   0.255475e+03   0.424853e-02  -0.533409e-02   0.111755e-02   0.329391e-05   0.352804e-04
   0.257598e+03   0.412829e-02  -0.524576e-02   0.115033e-02   0.172965e-05   0.345850e-04
   0.259723e+03   0.402338e-02  -0.516021e-02   0.117244e-02  -0.212441e-05   0.334863e-04
   0.261847e+03   0.392188e-02  -0.507719e-02   0.118726e-02  -0.187497e-05   0.300761e-04
   0.263971e+03   0.381482e-02  -0.499578e-02   0.120376e-02   0.193036e-05   0.247283e-04
   0.266096e+03   0.370630e-02  -0.491512e-02   0.122529e-02   0.324225e-05   0.197163e-04
   0.268222e+03   0.360369e-02  -0.483454e-02   0.124296e-02   0.328368e-05   0.153980e-04
   0.270348e+03   0.350870e-02  -0.475450e-02   0.125309e-02   0.367929e-05   0.109709e-04
   0.272474e+03   0.341908e-02  -0.467561e-02   0.126010e-02   0.378619e-05   0.735411e-05
   0.274600e+03   0.332745e-02  -0.459913e-02   0.127193e-02   0.482172e-05   0.508095e-05
   0.276727e+03   0.323100e-02  -0.452578e-02   0.129144e-02   0.710439e-05   0.376448e-05
   0.278853e+03   0.313513e-02  -0.445464e-02   0.131586e-02   0.645273e-05   0.280186e-05
   0.280981e+03   0.304180e-02  -0.438494e-02   0.134345e-02   0.243618e-05   0.274755e-05
   0.283108e+03   0.295098e-02  -0.431686e-02   0.137064e-02  -0.115860e-05   0.360293e-05
   0.285236e+03   0.286268e-02  -0.424997e-02   0.139267e-02  -0.219062e-05   0.320031e-05
   0.287363e+03   0.277307e-02  -0.418317e-02   0.140990e-02   0.136127e-05   0.115801e-05
   0.289492e+03   0.267849e-02  -0.411563e-02   0.143151e-02   0.403136e-05  -0.160329e-05
   0.291620e+03   0.257918e-02  -0.404827e-02   0.146148e-02   0.434802e-05  -0.326205e-05
   0.293748e+03   0.247713e-02  -0.398322e-02   0.149863e-02   0.461551e-05  -0.285280e-05
   0.295876e+03   0.237416e-02  -0.392122e-02   0.153918e-02   0.543880e-05  -0.243003e-05
   0.298005e+03   0.226955e-02  -0.386149e-02   0.158275e-02   0.646425e-05  -0.272126e-05
   0.300134e+03   0.216091e-02  -0.380284e-02   0.163202e-02   0.632899e-05  -0.358564e-05
   0.302263e+03   0.205253e-02  -0.374537e-02   0.168191e-02   0.599193e-05  -0.493965e-05
   0.304393e+03   0.195371e-02  -0.368981e-02   0.172506e-02   0.465937e-05  -0.637842e-05
   0.306522e+03   0.186594e-02  -0.363635e-02   0.175844e-02   0.306457e-05  -0.890599e-05
   0.308651e+03   0.178319e-02  -0.358512e-02   0.178308e-02   0.647990e-05  -0.123714e-04
   0.310781e+03   0.170166e-02  -0.353533e-02   0.180828e-02   0.971585e-05  -0.156684e-04
   0.312911e+03   0.162160e-02  -0.348639e-02   0.183728e-02   0.875875e-05  -0.187512e-04
   0.315042e+03   0.154562e-02  -0.343927e-02   0.186499e-02   0.629244e-05  -0.223684e-04
   0.317172e+03   0.147617e-02  -0.339434e-02   0.188723e-02   0.468459e-05  -0.262630e-04
   0.319302e+03   0.141205e-02  -0.335023e-02   0.190338e-02   0.427858e-05  -0.305140e-04
   0.321433e+03   0.134963e-02  -0.330603e-02   0.191709e-02   0.478252e-05  -0.345265e-04
   0.323563e+03   0.128668e-02  -0.326248e-02   0.193318e-02   0.462432e-05  -0.379974e-04
   0.325694e+03   0.122343e-02  -0.322042e-02   0.195035e-02   0.492373e-05  -0.417160e-04
   0.327826e+03   0.116090e-02  -0.318019e-02   0.196722e-02   0.562701e-05  -0.464484e-04
   0.329956e+03   0.110073e-02  -0.314147e-02   0.198327e-02   0.510603e-05  -0.523596e-04
   0.332088e+03   0.104337e-02  -0.310372e-02   0.199765e-02   0.453298e-05  -0.581672e-04
   0.334219e+03   0.987049e-03  -0.306692e-02   0.201287e-02   0.442802e-05  -0.625733e-04
   0.336350e+03   0.930019e-03  -0.303128e-02   0.202967e-02   0.526145e-05  -0.663312e-04
   0.338482e+03   0.872203e-03  -0.299653e-02   0.204862e-02   0.640471e-05  -0.693040e-04
   0.340614e+03   0.816587e-03  -0.296289e-02   0.206961e-02   0.638929e-05  -0.702990e-04
   0.342745e+03   0.765467e-03  -0.293150e-02   0.208949e-02   0.674664e-05  -0.697935e-04
   0.344878e+03   0.716273e-03  -0.290241e-02   0.210860e-02   0.857868e-05  -0.689573e-04
   0.347010e+03   0.665535e-03  -0.287500e-02   0.213105e-02   0.107208e-04  -0.676989e-04
   0.349142e+03   0.613236e-03  -0.284920e-02   0.215806e-02   0.112263e-04  -0.666781e-04
   0.351274e+03   0.562085e-03  -0.282518e-02   0.218584e-02   0.108216e-04  -0.664298e-04
   0.353406e+03   0.514830e-03  -0.280233e-02   0.221079e-02   0.983213e-05  -0.668767e-04
   0.355539e+03   0.472241e-03  -0.277993e-02   0.223173e-02   0.816307e-05  -0.678017e-04
   0.357671e+03   0.432936e-03  -0.275809e-02   0.224940e-02   0.691475e-05  -0.688385e-04
   0.359804e+03   0.395223e-03  -0.273657e-02   0.226517e-02   0.651673e-05  -0.696638e-04
   0.361937e+03   0.358669e-03  -0.271532e-02   0.227992e-02   0.649800e-05  -0.702268e-04
   0.364069e+03   0.323386e-03  -0.269513e-02   0.229391e-02   0.736740e-05  -0.704665e-04
   0.366202e+03   0.289898e-03  -0.267655e-02   0.230834e-02   0.729594e-05  -0.710104e-04
   0.368335e+03   0.259421e-03  -0.265951e-02   0.232294e-02   0.469084e-05  -0.724633e-04
   0.370468e+03   0.232013e-03  -0.264423e-02   0.233437e-02   0.346932e-05  -0.743804e-04
   0.372601e+03   0.206174e-03  -0.263019e-02   0.234328e-02   0.461654e-05  -0.761179e-04
   0.374734e+03   0.180784e-03  -0.261644e-02   0.235292e-02   0.526306e-05  -0.774733e-04
   0.376867e+03   0.156412e-03  -0.260299e-02   0.236301e-02   0.483811e-05  -0.787308e-04
   0.379000e+03   0.134430e-03  -0.259078e-02   0.237077e-02   0.611180e-05  -0.794687e-04
   0.381134e+03   0.115080e-03  -0.257996e-02   0.237644e-02   0.894181e-05  -0.794946e-04
   0.383267e+03   0.982487e-04  -0.257018e-02   0.238240e-02   0.103935e-04  -0.791319e-04
   0.385400e+03   0.846382e-04  -0.256198e-02   0.238863e-02   0.105659e-04  -0.781463e-04
   0.387534e+03   0.745101e-04  -0.255566e-02   0.239435e-02   0.101341e-04  -0.766673e-04
   0.389667e+03   0.673602e-04  -0.255094e-02   0.239875e-02   0.933472e-05  -0.755022e-04
   0.391800e+03   0.627008e-04  -0.254786e-02   0.240066e-02   0.964360e-05  -0.748588e-04
   0.393933e+03   0.603372e-04  -0.254656e-02   0.240127e-02   0.104432e-04  -0.745083e-04
