#                         y+                    alphat+
  3.021049999999999969e+01   8.008453067982344464e+00
  3.129269999999999996e+01   8.526152178125538939e+00
  3.239589999999999748e+01   9.030540201941295919e+00
  3.352009999999999934e+01   9.565762402532364206e+00
  3.466499999999999915e+01   1.009920429433283573e+01
  3.583080000000000354e+01   1.064687553511626206e+01
  3.701700000000000301e+01   1.120141764097630244e+01
  3.822379999999999711e+01   1.174952511552781154e+01
  3.945100000000000051e+01   1.229275864985002364e+01
  4.069839999999999947e+01   1.287418639732386616e+01
  4.196600000000000108e+01   1.340256975420028063e+01
  4.325339999999999918e+01   1.398540996274538806e+01
  4.456060000000000088e+01   1.453163702312384054e+01
  4.588730000000000331e+01   1.507477543202045034e+01
  4.723340000000000316e+01   1.567666551052955271e+01
  4.859870000000000090e+01   1.618903209727143278e+01
  4.998299999999999699e+01   1.678688951083988101e+01
  5.138600000000000279e+01   1.733997570214672734e+01
  5.280760000000000076e+01   1.792537552993720240e+01
  5.424759999999999849e+01   1.845481620040917647e+01
  5.570550000000000068e+01   1.905569270051807962e+01
  5.718130000000000024e+01   1.954885352548829758e+01
  5.867479999999999762e+01   2.014977050197195396e+01
  6.018549999999999756e+01   2.063830887011185666e+01
  6.171340000000000003e+01   2.115787520910089725e+01
  6.325809999999999889e+01   2.163237071824482882e+01
  6.481929999999999836e+01   2.212165086876072451e+01
  6.639679999999999893e+01   2.262442420390462061e+01
  6.799039999999999395e+01   2.303503141206810412e+01
  6.959959999999999525e+01   2.351395663050411855e+01
  7.122440000000000282e+01   2.393355841953778551e+01
  7.286430000000000007e+01   2.437173731362700480e+01
  7.451909999999999457e+01   2.479654904121783332e+01
  7.618850000000000477e+01   2.529687577125621090e+01
  7.787239999999999895e+01   2.572768400996823956e+01
  7.957040000000000646e+01   2.618761397571983807e+01
  8.128149999999999409e+01   2.657236349336337966e+01
  8.300690000000000168e+01   2.703232641910820533e+01
  8.474490000000000123e+01   2.749098929363022137e+01
  8.649550000000000693e+01   2.783073618385298786e+01
  8.825960000000000605e+01   2.830598404292768677e+01
  9.003549999999999898e+01   2.864565349904773228e+01
  9.182330000000000325e+01   2.904877805928753887e+01
  9.362290000000000134e+01   2.940786823009247186e+01
  9.543439999999999657e+01   2.973925457968636366e+01
  9.725690000000000168e+01   3.002754356968279126e+01
  9.908969999999999345e+01   3.036763109618922130e+01
  1.009339999999999975e+02   3.071618299213119485e+01
  1.027879999999999967e+02   3.096109015916951890e+01
  1.046520000000000010e+02   3.140012784817021085e+01
  1.065260000000000105e+02   3.165168526010435102e+01
  1.084089999999999918e+02   3.198804915133681703e+01
  1.103020000000000067e+02   3.233441102932052758e+01
  1.122039999999999935e+02   3.251497763712458777e+01
  1.141149999999999949e+02   3.283999754764877110e+01
  1.160339999999999918e+02   3.302135845042313633e+01
  1.179599999999999937e+02   3.316568645654209035e+01
  1.198960000000000008e+02   3.355922735925703648e+01
  1.218389999999999986e+02   3.356338878815537896e+01
  1.237890000000000015e+02   3.383055721824411677e+01
  1.257470000000000141e+02   3.416310177167392936e+01
  1.277109999999999985e+02   3.429140203161640699e+01
  1.296829999999999927e+02   3.454594945582046961e+01
  1.316610000000000014e+02   3.477258874904617159e+01
  1.336460000000000150e+02   3.508676670199976400e+01
  1.356370000000000005e+02   3.523160053337748110e+01
  1.376329999999999814e+02   3.535302810645612936e+01
  1.396359999999999957e+02   3.559723454017218813e+01
  1.416440000000000055e+02   3.556561925732253115e+01
  1.436570000000000107e+02   3.585846651420771281e+01
  1.456750000000000114e+02   3.569706042991652595e+01
  1.476979999999999791e+02   3.588301745095692041e+01
  1.497259999999999991e+02   3.595243354805651848e+01
  1.517589999999999861e+02   3.593912837100668156e+01
  1.537959999999999923e+02   3.617123091941778057e+01
  1.558379999999999939e+02   3.613351431242212186e+01
  1.578839999999999861e+02   3.636413131364869855e+01
  1.599329999999999927e+02   3.639360285721469523e+01
  1.619859999999999900e+02   3.651781188845382786e+01
  1.640430000000000064e+02   3.672225108818659578e+01
  1.661040000000000134e+02   3.663702858432444032e+01
  1.681670000000000016e+02   3.685749451274475064e+01
  1.702340000000000089e+02   3.678939567120398380e+01
  1.723040000000000020e+02   3.673454635524327472e+01
  1.743770000000000095e+02   3.683874913927083128e+01
  1.764530000000000030e+02   3.674047611312785477e+01
  1.785309999999999775e+02   3.681127429463283107e+01
  1.806119999999999948e+02   3.686034849765190557e+01
  1.826949999999999932e+02   3.676809202758507666e+01
  1.847820000000000107e+02   3.694793694009229057e+01
  1.868700000000000045e+02   3.685503129100327868e+01
  1.889600000000000080e+02   3.703352772495568246e+01
  1.910520000000000209e+02   3.693933361313353458e+01
  1.931459999999999866e+02   3.694300355285393067e+01
  1.952420000000000186e+02   3.713194095684323059e+01
  1.973400000000000034e+02   3.685241530066561211e+01
  1.994390000000000214e+02   3.707994701483530520e+01
  2.015409999999999968e+02   3.675941714970907270e+01
  2.036440000000000055e+02   3.698947335499664035e+01
  2.057479999999999905e+02   3.668610141448605333e+01
  2.078529999999999802e+02   3.688019479670420964e+01
  2.099600000000000080e+02   3.668856468200580423e+01
  2.120679999999999836e+02   3.686914075937836799e+01
  2.141770000000000209e+02   3.686955436691780363e+01
  2.162879999999999825e+02   3.687272745078956149e+01
  2.183990000000000009e+02   3.690481002116741394e+01
  2.205120000000000005e+02   3.683931770148997487e+01
  2.226250000000000000e+02   3.703726045529698041e+01
  2.247390000000000043e+02   3.699003333314330888e+01
  2.268549999999999898e+02   3.718413563841854597e+01
  2.289699999999999989e+02   3.697406549281356547e+01
  2.310870000000000175e+02   3.698077585642040077e+01
  2.332050000000000125e+02   3.713415731629260108e+01
  2.353229999999999791e+02   3.711437558897791433e+01
  2.374420000000000073e+02   3.693555400604611805e+01
  2.395609999999999786e+02   3.709162123121431875e+01
  2.416820000000000164e+02   3.690740389550760625e+01
  2.438020000000000209e+02   3.686984865383009691e+01
  2.459230000000000018e+02   3.703442638677861964e+01
  2.480449999999999875e+02   3.680659920718520084e+01
  2.501670000000000016e+02   3.681965986398466839e+01
  2.522899999999999920e+02   3.673198909867488737e+01
  2.544129999999999825e+02   3.676743904569179477e+01
  2.565370000000000346e+02   3.647294227649673104e+01
  2.586600000000000250e+02   3.668209901640908299e+01
  2.607850000000000250e+02   3.660586679590645076e+01
  2.629089999999999918e+02   3.633353507749315980e+01
  2.650339999999999918e+02   3.653108979619231889e+01
  2.671589999999999918e+02   3.628264936778923300e+01
  2.692850000000000250e+02   3.600899899073832700e+01
  2.714110000000000014e+02   3.618331275529477864e+01
  2.735370000000000346e+02   3.588676085858310927e+01
  2.756630000000000109e+02   3.565228205207454693e+01
  2.777900000000000205e+02   3.554840641406043744e+01
  2.799170000000000300e+02   3.552848686559598690e+01
  2.820440000000000396e+02   3.519337643265342308e+01
  2.841720000000000255e+02   3.513543800892869484e+01
  2.862990000000000350e+02   3.504706195564290283e+01
  2.884270000000000209e+02   3.470046103364776968e+01
  2.905559999999999832e+02   3.510009121405092714e+01
  2.926840000000000259e+02   3.467043915877111715e+01
  2.948120000000000118e+02   3.485153505784091266e+01
  2.969399999999999977e+02   3.469709310654088341e+01
  2.990699999999999932e+02   3.481602893117099740e+01
  3.011990000000000123e+02   3.492989333737606472e+01
  3.033279999999999745e+02   3.478205959950298620e+01
  3.054569999999999936e+02   3.490657331996588653e+01
  3.075869999999999891e+02   3.475264089176820193e+01
  3.097160000000000082e+02   3.461230294938542329e+01
  3.118460000000000036e+02   3.474783110765029193e+01
  3.139759999999999991e+02   3.458791151946115860e+01
  3.161070000000000277e+02   3.441774518605699029e+01
  3.182370000000000232e+02   3.424631197595655152e+01
  3.203670000000000186e+02   3.408810237292590273e+01
  3.224979999999999905e+02   3.388465974465746910e+01
  3.246290000000000191e+02   3.369066476887783779e+01
  3.267599999999999909e+02   3.355363198712672101e+01
  3.288899999999999864e+02   3.292144933643799476e+01
  3.310219999999999914e+02   3.310836185581325708e+01
  3.331530000000000200e+02   3.279330149023850538e+01
  3.352850000000000250e+02   3.255254798706084784e+01
  3.374159999999999968e+02   3.230677190329090820e+01
  3.395480000000000018e+02   3.197902677816240669e+01
  3.416800000000000068e+02   3.205245664159851060e+01
  3.438109999999999786e+02   3.168600348122447485e+01
  3.459430000000000405e+02   3.176202993237196281e+01
  3.480759999999999650e+02   3.132539005369084606e+01
  3.502080000000000268e+02   3.137574703272010623e+01
  3.523399999999999750e+02   3.131738333936549523e+01
  3.544719999999999800e+02   3.140948447236991470e+01
  3.566050000000000182e+02   3.078587241134941266e+01
  3.587369999999999663e+02   3.143245409994833039e+01
  3.608700000000000045e+02   3.070203624915639651e+01
  3.630030000000000427e+02   3.132227043136032663e+01
  3.651359999999999673e+02   3.120941642355818146e+01
  3.672690000000000055e+02   3.120911448754259965e+01
  3.694019999999999868e+02   3.115096005575014715e+01
  3.715350000000000250e+02   3.110729691927920015e+01
  3.736680000000000064e+02   3.102868806120786971e+01
  3.758009999999999877e+02   3.098761511701136584e+01
  3.779340000000000259e+02   3.076563903882534845e+01
  3.800669999999999504e+02   3.197154767870381065e+01
  3.821999999999999886e+02   3.177883082741628584e+01
  3.843330000000000268e+02   3.193289782031046542e+01
  3.864660000000000082e+02   3.163242962393557889e+01
  3.886000000000000227e+02   3.530898924351856749e+01
  3.907330000000000041e+02   3.172570192565112279e+01
  3.928669999999999618e+02   2.977669063671761407e+01
