   j        y+           t_mean+        t_rms+           ut+    
  92   0.873779e+02   0.240835e+02   0.211636e+01   0.214152e+01
  93   0.891475e+02   0.241334e+02   0.210141e+01   0.210614e+01
  94   0.909298e+02   0.241826e+02   0.208686e+01   0.207216e+01
  95   0.927231e+02   0.242312e+02   0.207267e+01   0.203939e+01
  96   0.945290e+02   0.242791e+02   0.205881e+01   0.200768e+01
  97   0.963452e+02   0.243266e+02   0.204527e+01   0.197690e+01
  98   0.981733e+02   0.243737e+02   0.203203e+01   0.194697e+01
  99   0.100012e+03   0.244203e+02   0.201906e+01   0.191785e+01
 100   0.101861e+03   0.244665e+02   0.200634e+01   0.188955e+01
 101   0.103720e+03   0.245123e+02   0.199389e+01   0.186211e+01
 102   0.105589e+03   0.245577e+02   0.198168e+01   0.183553e+01
 103   0.107468e+03   0.246026e+02   0.196971e+01   0.180983e+01
 104   0.109356e+03   0.246472e+02   0.195800e+01   0.178499e+01
 105   0.111253e+03   0.246914e+02   0.194655e+01   0.176094e+01
 106   0.113160e+03   0.247353e+02   0.193535e+01   0.173767e+01
 107   0.115074e+03   0.247789e+02   0.192440e+01   0.171518e+01
 108   0.116997e+03   0.248223e+02   0.191370e+01   0.169348e+01
 109   0.118928e+03   0.248653e+02   0.190321e+01   0.167250e+01
 110   0.120868e+03   0.249081e+02   0.189289e+01   0.165223e+01
 111   0.122814e+03   0.249506e+02   0.188272e+01   0.163273e+01
 112   0.124768e+03   0.249928e+02   0.187268e+01   0.161398e+01
 113   0.126729e+03   0.250347e+02   0.186274e+01   0.159591e+01
 114   0.128697e+03   0.250762e+02   0.185289e+01   0.157849e+01
 115   0.130672e+03   0.251173e+02   0.184313e+01   0.156166e+01
 116   0.132654e+03   0.251581e+02   0.183348e+01   0.154525e+01
 117   0.134641e+03   0.251985e+02   0.182395e+01   0.152908e+01
 118   0.136635e+03   0.252385e+02   0.181451e+01   0.151296e+01
 119   0.138635e+03   0.252779e+02   0.180513e+01   0.149683e+01
 120   0.140640e+03   0.253169e+02   0.179579e+01   0.148067e+01
 121   0.142650e+03   0.253555e+02   0.178649e+01   0.146453e+01
 122   0.144666e+03   0.253936e+02   0.177723e+01   0.144848e+01
 123   0.146686e+03   0.254314e+02   0.176803e+01   0.143254e+01
 124   0.148713e+03   0.254688e+02   0.175889e+01   0.141674e+01
 125   0.150743e+03   0.255057e+02   0.174979e+01   0.140106e+01
 126   0.152778e+03   0.255423e+02   0.174066e+01   0.138546e+01
 127   0.154817e+03   0.255786e+02   0.173146e+01   0.136994e+01
 128   0.156861e+03   0.256147e+02   0.172219e+01   0.135447e+01
 129   0.158909e+03   0.256505e+02   0.171290e+01   0.133911e+01
 130   0.160959e+03   0.256861e+02   0.170367e+01   0.132397e+01
 131   0.163015e+03   0.257214e+02   0.169457e+01   0.130911e+01
 132   0.165074e+03   0.257564e+02   0.168563e+01   0.129461e+01
 133   0.167136e+03   0.257911e+02   0.167684e+01   0.128047e+01
 134   0.169201e+03   0.258254e+02   0.166816e+01   0.126667e+01
 135   0.171269e+03   0.258594e+02   0.165955e+01   0.125321e+01
 136   0.173340e+03   0.258930e+02   0.165100e+01   0.124005e+01
 137   0.175415e+03   0.259264e+02   0.164245e+01   0.122713e+01
 138   0.177492e+03   0.259594e+02   0.163386e+01   0.121444e+01
 139   0.179572e+03   0.259922e+02   0.162523e+01   0.120198e+01
 140   0.181654e+03   0.260248e+02   0.161657e+01   0.118974e+01
 141   0.183739e+03   0.260571e+02   0.160788e+01   0.117768e+01
 142   0.185825e+03   0.260891e+02   0.159916e+01   0.116577e+01
 143   0.187915e+03   0.261208e+02   0.159044e+01   0.115392e+01
 144   0.190006e+03   0.261521e+02   0.158174e+01   0.114206e+01
 145   0.192100e+03   0.261830e+02   0.157306e+01   0.113019e+01
 146   0.194195e+03   0.262135e+02   0.156440e+01   0.111835e+01
 147   0.196291e+03   0.262436e+02   0.155580e+01   0.110662e+01
 148   0.198390e+03   0.262733e+02   0.154729e+01   0.109505e+01
 149   0.200490e+03   0.263028e+02   0.153886e+01   0.108365e+01
 150   0.202592e+03   0.263320e+02   0.153048e+01   0.107238e+01
 151   0.204695e+03   0.263611e+02   0.152212e+01   0.106121e+01
 152   0.206801e+03   0.263901e+02   0.151382e+01   0.105012e+01
 153   0.208907e+03   0.264189e+02   0.150561e+01   0.103910e+01
 154   0.211014e+03   0.264475e+02   0.149747e+01   0.102810e+01
 155   0.213122e+03   0.264759e+02   0.148939e+01   0.101708e+01
 156   0.215232e+03   0.265041e+02   0.148136e+01   0.100605e+01
 157   0.217343e+03   0.265319e+02   0.147339e+01   0.995087e+00
 158   0.219456e+03   0.265595e+02   0.146550e+01   0.984238e+00
 159   0.221568e+03   0.265868e+02   0.145771e+01   0.973480e+00
 160   0.223682e+03   0.266137e+02   0.144998e+01   0.962761e+00
 161   0.225797e+03   0.266403e+02   0.144230e+01   0.952025e+00
 162   0.227913e+03   0.266667e+02   0.143463e+01   0.941219e+00
 163   0.230029e+03   0.266928e+02   0.142696e+01   0.930317e+00
 164   0.232146e+03   0.267186e+02   0.141929e+01   0.919330e+00
 165   0.234264e+03   0.267442e+02   0.141164e+01   0.908284e+00
 166   0.236382e+03   0.267695e+02   0.140402e+01   0.897191e+00
 167   0.238502e+03   0.267946e+02   0.139642e+01   0.886068e+00
 168   0.240621e+03   0.268195e+02   0.138882e+01   0.874949e+00
 169   0.242742e+03   0.268441e+02   0.138118e+01   0.863883e+00
 170   0.244863e+03   0.268686e+02   0.137353e+01   0.852902e+00
 171   0.246984e+03   0.268928e+02   0.136589e+01   0.842005e+00
 172   0.249106e+03   0.269169e+02   0.135829e+01   0.831177e+00
 173   0.251229e+03   0.269406e+02   0.135074e+01   0.820407e+00
 174   0.253351e+03   0.269641e+02   0.134325e+01   0.809697e+00
 175   0.255475e+03   0.269873e+02   0.133579e+01   0.799048e+00
 176   0.257598e+03   0.270102e+02   0.132832e+01   0.788478e+00
 177   0.259723e+03   0.270329e+02   0.132082e+01   0.778012e+00
 178   0.261847e+03   0.270553e+02   0.131329e+01   0.767652e+00
 179   0.263971e+03   0.270774e+02   0.130572e+01   0.757367e+00
 180   0.266096e+03   0.270992e+02   0.129814e+01   0.747134e+00
 181   0.268222e+03   0.271206e+02   0.129055e+01   0.736965e+00
 182   0.270348e+03   0.271417e+02   0.128297e+01   0.726899e+00
 183   0.272474e+03   0.271625e+02   0.127543e+01   0.717000e+00
 184   0.274600e+03   0.271829e+02   0.126796e+01   0.707324e+00
 185   0.276727e+03   0.272028e+02   0.126059e+01   0.697889e+00
 186   0.278853e+03   0.272225e+02   0.125336e+01   0.688675e+00
 187   0.280981e+03   0.272417e+02   0.124623e+01   0.679619e+00
 188   0.283108e+03   0.272606e+02   0.123918e+01   0.670646e+00
 189   0.285236e+03   0.272792e+02   0.123216e+01   0.661697e+00
 190   0.287363e+03   0.272975e+02   0.122517e+01   0.652742e+00
 191   0.289492e+03   0.273154e+02   0.121821e+01   0.643767e+00
 192   0.291620e+03   0.273330e+02   0.121130e+01   0.634769e+00
 193   0.293748e+03   0.273503e+02   0.120447e+01   0.625751e+00
 194   0.295876e+03   0.273673e+02   0.119774e+01   0.616730e+00
 195   0.298005e+03   0.273839e+02   0.119112e+01   0.607727e+00
 196   0.300134e+03   0.274003e+02   0.118461e+01   0.598763e+00
 197   0.302263e+03   0.274163e+02   0.117824e+01   0.589851e+00
 198   0.304393e+03   0.274320e+02   0.117200e+01   0.581014e+00
 199   0.306522e+03   0.274473e+02   0.116587e+01   0.572291e+00
 200   0.308651e+03   0.274624e+02   0.115983e+01   0.563728e+00
 201   0.310781e+03   0.274772e+02   0.115387e+01   0.555361e+00
 202   0.312911e+03   0.274916e+02   0.114799e+01   0.547208e+00
 203   0.315042e+03   0.275058e+02   0.114219e+01   0.539270e+00
 204   0.317172e+03   0.275197e+02   0.113648e+01   0.531536e+00
 205   0.319302e+03   0.275333e+02   0.113087e+01   0.523989e+00
 206   0.321433e+03   0.275467e+02   0.112534e+01   0.516612e+00
 207   0.323563e+03   0.275598e+02   0.111990e+01   0.509395e+00
 208   0.325694e+03   0.275725e+02   0.111455e+01   0.502326e+00
 209   0.327826e+03   0.275849e+02   0.110931e+01   0.495399e+00
 210   0.329956e+03   0.275970e+02   0.110421e+01   0.488617e+00
 211   0.332088e+03   0.276088e+02   0.109926e+01   0.481986e+00
 212   0.334219e+03   0.276201e+02   0.109445e+01   0.475501e+00
 213   0.336350e+03   0.276311e+02   0.108977e+01   0.469145e+00
 214   0.338482e+03   0.276416e+02   0.108520e+01   0.462898e+00
 215   0.340614e+03   0.276518e+02   0.108077e+01   0.456747e+00
 216   0.342745e+03   0.276615e+02   0.107647e+01   0.450690e+00
 217   0.344878e+03   0.276707e+02   0.107232e+01   0.444734e+00
 218   0.347010e+03   0.276796e+02   0.106830e+01   0.438883e+00
 219   0.349142e+03   0.276880e+02   0.106443e+01   0.433141e+00
 220   0.351274e+03   0.276960e+02   0.106072e+01   0.427514e+00
 221   0.353406e+03   0.277035e+02   0.105722e+01   0.422020e+00
 222   0.355539e+03   0.277107e+02   0.105395e+01   0.416679e+00
 223   0.357671e+03   0.277174e+02   0.105089e+01   0.411513e+00
 224   0.359804e+03   0.277236e+02   0.104805e+01   0.406542e+00
 225   0.361937e+03   0.277295e+02   0.104540e+01   0.401787e+00
 226   0.364069e+03   0.277349e+02   0.104293e+01   0.397262e+00
 227   0.366202e+03   0.277400e+02   0.104064e+01   0.392972e+00
 228   0.368335e+03   0.277447e+02   0.103849e+01   0.388919e+00
 229   0.370468e+03   0.277491e+02   0.103648e+01   0.385104e+00
 230   0.372601e+03   0.277531e+02   0.103461e+01   0.381532e+00
 231   0.374734e+03   0.277568e+02   0.103289e+01   0.378217e+00
 232   0.376867e+03   0.277602e+02   0.103134e+01   0.375179e+00
 233   0.379000e+03   0.277633e+02   0.102996e+01   0.372435e+00
 234   0.381134e+03   0.277661e+02   0.102873e+01   0.369999e+00
 235   0.383267e+03   0.277686e+02   0.102765e+01   0.367886e+00
 236   0.385400e+03   0.277708e+02   0.102670e+01   0.366115e+00
 237   0.387534e+03   0.277726e+02   0.102590e+01   0.364699e+00
 238   0.389667e+03   0.277740e+02   0.102527e+01   0.363641e+00
 239   0.391800e+03   0.277749e+02   0.102484e+01   0.362940e+00
 240   0.393933e+03   0.277754e+02   0.102462e+01   0.362589e+00
