       y+            Prod.           Diss.       Turb_Diff.     Mole_Diff.        Res.    
   0.150743e+03   0.121291e-01  -0.123031e-01   0.127739e-03   0.627049e-04   0.164399e-04
   0.152778e+03   0.119194e-01  -0.120705e-01   0.108327e-03   0.615292e-04   0.187546e-04
   0.154817e+03   0.117094e-01  -0.118418e-01   0.996445e-04   0.543715e-04   0.216106e-04
   0.156861e+03   0.114990e-01  -0.116173e-01   0.100380e-03   0.427014e-04   0.247615e-04
   0.158909e+03   0.112879e-01  -0.113980e-01   0.106014e-03   0.320771e-04   0.279993e-04
   0.160959e+03   0.110767e-01  -0.111836e-01   0.113110e-03   0.244344e-04   0.306265e-04
   0.163015e+03   0.108679e-01  -0.109731e-01   0.120857e-03   0.165178e-04   0.321173e-04
   0.165074e+03   0.106652e-01  -0.107676e-01   0.125959e-03   0.911131e-05   0.327242e-04
   0.167136e+03   0.104715e-01  -0.105691e-01   0.123317e-03   0.710202e-05   0.328681e-04
   0.169201e+03   0.102874e-01  -0.103777e-01   0.112557e-03   0.102754e-04   0.324590e-04
   0.171269e+03   0.101114e-01  -0.101920e-01   0.972175e-04   0.147655e-04   0.314114e-04
   0.173340e+03   0.994104e-02  -0.100103e-01   0.801884e-04   0.192479e-04   0.301588e-04
   0.175415e+03   0.977262e-02  -0.983080e-02   0.655852e-04   0.214926e-04   0.288883e-04
   0.177492e+03   0.960265e-02  -0.965229e-02   0.576837e-04   0.194579e-04   0.275094e-04
   0.179572e+03   0.942941e-02  -0.947571e-02   0.568146e-04   0.154848e-04   0.260065e-04
   0.181654e+03   0.925323e-02  -0.930256e-02   0.611908e-04   0.123078e-04   0.241702e-04
   0.183739e+03   0.907571e-02  -0.913394e-02   0.689721e-04   0.111028e-04   0.218464e-04
   0.185825e+03   0.889866e-02  -0.897008e-02   0.782163e-04   0.121122e-04   0.189092e-04
   0.187915e+03   0.872337e-02  -0.880960e-02   0.880678e-04   0.132384e-04   0.150771e-04
   0.190006e+03   0.855065e-02  -0.865117e-02   0.980974e-04   0.129936e-04   0.105690e-04
   0.192100e+03   0.838131e-02  -0.849536e-02   0.106736e-03   0.134633e-04   0.614395e-05
   0.194195e+03   0.821623e-02  -0.834331e-02   0.112610e-03   0.165512e-04   0.208879e-05
   0.196291e+03   0.805598e-02  -0.819517e-02   0.116574e-03   0.208489e-04  -0.176995e-05
   0.198390e+03   0.790041e-02  -0.805034e-02   0.120711e-03   0.238098e-04  -0.540427e-05
   0.200490e+03   0.774877e-02  -0.790780e-02   0.126491e-03   0.237729e-04  -0.876580e-05
   0.202592e+03   0.759966e-02  -0.776662e-02   0.133851e-03   0.212362e-04  -0.118785e-04
   0.204695e+03   0.745139e-02  -0.762685e-02   0.141428e-03   0.192584e-04  -0.147738e-04
   0.206801e+03   0.730242e-02  -0.748936e-02   0.148460e-03   0.210832e-04  -0.173953e-04
   0.208907e+03   0.715168e-02  -0.735460e-02   0.157204e-03   0.258574e-04  -0.198571e-04
   0.211014e+03   0.699893e-02  -0.722235e-02   0.170830e-03   0.303085e-04  -0.222880e-04
   0.213122e+03   0.684467e-02  -0.709206e-02   0.190673e-03   0.321495e-04  -0.245673e-04
   0.215232e+03   0.668994e-02  -0.696316e-02   0.216252e-03   0.305053e-04  -0.264617e-04
   0.217343e+03   0.653595e-02  -0.683540e-02   0.245334e-03   0.261269e-04  -0.279909e-04
   0.219456e+03   0.638376e-02  -0.670877e-02   0.275156e-03   0.202118e-04  -0.296397e-04
   0.221568e+03   0.623394e-02  -0.658342e-02   0.303887e-03   0.138847e-04  -0.317110e-04
   0.223682e+03   0.608670e-02  -0.646007e-02   0.330514e-03   0.884705e-05  -0.340086e-04
   0.225797e+03   0.594211e-02  -0.633964e-02   0.354121e-03   0.728986e-05  -0.361147e-04
   0.227913e+03   0.580015e-02  -0.622238e-02   0.375048e-03   0.938242e-05  -0.378017e-04
   0.230029e+03   0.566085e-02  -0.610783e-02   0.395525e-03   0.123273e-04  -0.391314e-04
   0.232146e+03   0.552449e-02  -0.599567e-02   0.417201e-03   0.138599e-04  -0.401257e-04
   0.234264e+03   0.539116e-02  -0.588574e-02   0.440451e-03   0.133888e-04  -0.407460e-04
   0.236382e+03   0.526046e-02  -0.577803e-02   0.465990e-03   0.105009e-04  -0.410785e-04
   0.238502e+03   0.513197e-02  -0.567312e-02   0.494283e-03   0.563320e-05  -0.412377e-04
   0.240621e+03   0.500572e-02  -0.557209e-02   0.524331e-03   0.736272e-06  -0.413058e-04
   0.242742e+03   0.488201e-02  -0.547585e-02   0.553900e-03  -0.110251e-05  -0.410451e-04
   0.244863e+03   0.476080e-02  -0.538417e-02   0.581631e-03   0.152910e-05  -0.402088e-04
   0.246984e+03   0.464152e-02  -0.529559e-02   0.608017e-03   0.732628e-05  -0.387238e-04
   0.249106e+03   0.452335e-02  -0.520813e-02   0.635235e-03   0.129021e-04  -0.366385e-04
   0.251229e+03   0.440575e-02  -0.512020e-02   0.665808e-03   0.144278e-04  -0.342151e-04
   0.253351e+03   0.428886e-02  -0.503171e-02   0.699704e-03   0.112465e-04  -0.319010e-04
   0.255475e+03   0.417345e-02  -0.494382e-02   0.734029e-03   0.616610e-05  -0.301714e-04
   0.257598e+03   0.406028e-02  -0.485754e-02   0.766207e-03   0.170359e-05  -0.293453e-04
   0.259723e+03   0.394954e-02  -0.477335e-02   0.795252e-03  -0.793825e-06  -0.293491e-04
   0.261847e+03   0.384089e-02  -0.469147e-02   0.820893e-03  -0.133347e-06  -0.298196e-04
   0.263971e+03   0.373397e-02  -0.461158e-02   0.843899e-03   0.333195e-05  -0.303842e-04
   0.266096e+03   0.362885e-02  -0.453267e-02   0.866276e-03   0.668821e-05  -0.308589e-04
   0.268222e+03   0.352597e-02  -0.445399e-02   0.889135e-03   0.772426e-05  -0.311584e-04
   0.270348e+03   0.342556e-02  -0.437589e-02   0.911362e-03   0.778039e-05  -0.311925e-04
   0.272474e+03   0.332724e-02  -0.429925e-02   0.931518e-03   0.959303e-05  -0.309013e-04
   0.274600e+03   0.323029e-02  -0.422430e-02   0.950311e-03   0.134245e-04  -0.302749e-04
   0.276727e+03   0.313424e-02  -0.415054e-02   0.970277e-03   0.167042e-04  -0.293269e-04
   0.278853e+03   0.303911e-02  -0.407759e-02   0.993148e-03   0.172346e-04  -0.280976e-04
   0.280981e+03   0.294502e-02  -0.400568e-02   0.101814e-02   0.158827e-04  -0.266352e-04
   0.283108e+03   0.285169e-02  -0.393536e-02   0.104323e-02   0.154151e-04  -0.250153e-04
   0.285236e+03   0.275842e-02  -0.386661e-02   0.106758e-02   0.171966e-04  -0.234183e-04
   0.287363e+03   0.266450e-02  -0.379880e-02   0.109229e-02   0.199163e-04  -0.220939e-04
   0.289492e+03   0.256959e-02  -0.373134e-02   0.111896e-02   0.216098e-04  -0.211773e-04
   0.291620e+03   0.247385e-02  -0.366443e-02   0.114796e-02   0.221097e-04  -0.205175e-04
   0.293748e+03   0.237791e-02  -0.359878e-02   0.117871e-02   0.222944e-04  -0.198709e-04
   0.295876e+03   0.228266e-02  -0.353483e-02   0.121051e-02   0.225516e-04  -0.191099e-04
   0.298005e+03   0.218890e-02  -0.347265e-02   0.124279e-02   0.227361e-04  -0.182139e-04
   0.300134e+03   0.209718e-02  -0.341207e-02   0.127520e-02   0.224273e-04  -0.172660e-04
   0.302263e+03   0.200780e-02  -0.335314e-02   0.130715e-02   0.217863e-04  -0.163950e-04
   0.304393e+03   0.192094e-02  -0.329615e-02   0.133747e-02   0.220533e-04  -0.156872e-04
   0.306522e+03   0.183660e-02  -0.324119e-02   0.136535e-02   0.240422e-04  -0.152034e-04
   0.308651e+03   0.175473e-02  -0.318783e-02   0.139141e-02   0.266876e-04  -0.150027e-04
   0.310781e+03   0.167538e-02  -0.313556e-02   0.141715e-02   0.278928e-04  -0.151345e-04
   0.312911e+03   0.159880e-02  -0.308432e-02   0.144315e-02   0.267519e-04  -0.156168e-04
   0.315042e+03   0.152531e-02  -0.303451e-02   0.146830e-02   0.244761e-04  -0.164249e-04
   0.317172e+03   0.145498e-02  -0.298644e-02   0.149082e-02   0.231714e-04  -0.174607e-04
   0.319302e+03   0.138749e-02  -0.293983e-02   0.151021e-02   0.234849e-04  -0.186446e-04
   0.321433e+03   0.132216e-02  -0.289418e-02   0.152761e-02   0.245067e-04  -0.199053e-04
   0.323563e+03   0.125836e-02  -0.284945e-02   0.154447e-02   0.255334e-04  -0.210953e-04
   0.325694e+03   0.119576e-02  -0.280596e-02   0.156181e-02   0.263654e-04  -0.220221e-04
   0.327826e+03   0.113440e-02  -0.276391e-02   0.158023e-02   0.267935e-04  -0.224937e-04
   0.329956e+03   0.107439e-02  -0.272332e-02   0.159975e-02   0.267907e-04  -0.223848e-04
   0.332088e+03   0.101574e-02  -0.268420e-02   0.161975e-02   0.270213e-04  -0.216855e-04
   0.334219e+03   0.958301e-03  -0.264662e-02   0.163935e-02   0.283799e-04  -0.205834e-04
   0.336350e+03   0.901929e-03  -0.261040e-02   0.165831e-02   0.307118e-04  -0.194445e-04
   0.338482e+03   0.846618e-03  -0.257519e-02   0.167735e-02   0.326739e-04  -0.185493e-04
   0.340614e+03   0.792560e-03  -0.254096e-02   0.169709e-02   0.334006e-04  -0.179178e-04
   0.342745e+03   0.740017e-03  -0.250809e-02   0.171715e-02   0.334853e-04  -0.174382e-04
   0.344878e+03   0.689132e-03  -0.247693e-02   0.173671e-02   0.340343e-04  -0.170623e-04
   0.347010e+03   0.639866e-03  -0.244763e-02   0.175521e-02   0.357318e-04  -0.168147e-04
   0.349142e+03   0.592120e-03  -0.242008e-02   0.177264e-02   0.386024e-04  -0.167181e-04
   0.351274e+03   0.545887e-03  -0.239391e-02   0.178943e-02   0.418273e-04  -0.167656e-04
   0.353406e+03   0.501293e-03  -0.236842e-02   0.180624e-02   0.439415e-04  -0.169540e-04
   0.355539e+03   0.458509e-03  -0.234303e-02   0.182335e-02   0.438711e-04  -0.172991e-04
   0.357671e+03   0.417642e-03  -0.231765e-02   0.184044e-02   0.417574e-04  -0.178138e-04
   0.359804e+03   0.378699e-03  -0.229274e-02   0.185683e-02   0.387292e-04  -0.184837e-04
   0.361937e+03   0.341646e-03  -0.226898e-02   0.187198e-02   0.361372e-04  -0.192234e-04
   0.364069e+03   0.306515e-03  -0.224696e-02   0.188580e-02   0.347228e-04  -0.199136e-04
   0.366202e+03   0.273466e-03  -0.222686e-02   0.189854e-02   0.343355e-04  -0.205175e-04
   0.368335e+03   0.242704e-03  -0.220853e-02   0.191028e-02   0.344391e-04  -0.211023e-04
   0.370468e+03   0.214338e-03  -0.219167e-02   0.192075e-02   0.348442e-04  -0.217321e-04
   0.372601e+03   0.188326e-03  -0.217608e-02   0.192959e-02   0.357421e-04  -0.224208e-04
   0.374734e+03   0.164554e-03  -0.216173e-02   0.193671e-02   0.373464e-04  -0.231195e-04
   0.376867e+03   0.142958e-03  -0.214873e-02   0.194221e-02   0.398368e-04  -0.237243e-04
   0.379000e+03   0.123567e-03  -0.213717e-02   0.194625e-02   0.432177e-04  -0.241371e-04
   0.381134e+03   0.106461e-03  -0.212690e-02   0.194918e-02   0.469505e-04  -0.243112e-04
   0.383267e+03   0.917174e-04  -0.211774e-02   0.195166e-02   0.500899e-04  -0.242714e-04
   0.385400e+03   0.793972e-04  -0.210973e-02   0.195434e-02   0.519240e-04  -0.240707e-04
   0.387534e+03   0.695414e-04  -0.210316e-02   0.195747e-02   0.523866e-04  -0.237608e-04
   0.389667e+03   0.621651e-04  -0.209822e-02   0.196079e-02   0.518400e-04  -0.234247e-04
   0.391800e+03   0.572604e-04  -0.209496e-02   0.196373e-02   0.508191e-04  -0.231531e-04
   0.393933e+03   0.548126e-04  -0.209334e-02   0.196550e-02   0.500214e-04  -0.230062e-04
