       y+            Prod.           Diss.       Turb_Diff.     Mole_Diff.        Res.
   0.710404e+02   0.404564e-02  -0.362925e-02   0.118476e-03  -0.527288e-03   0.758150e-05
   0.749911e+02   0.412555e-02  -0.364156e-02   0.771893e-04  -0.553696e-03   0.748144e-05
   0.790566e+02   0.419255e-02  -0.364976e-02   0.368440e-04  -0.572285e-03   0.735418e-05
   0.832355e+02   0.424712e-02  -0.365379e-02  -0.228894e-05  -0.583842e-03   0.720354e-05
   0.875264e+02   0.428977e-02  -0.365367e-02  -0.400533e-04  -0.589015e-03   0.703308e-05
   0.919276e+02   0.432106e-02  -0.364947e-02  -0.761741e-04  -0.588567e-03   0.684620e-05
   0.964375e+02   0.434160e-02  -0.364126e-02  -0.110278e-03  -0.583412e-03   0.664665e-05
   0.101054e+03   0.435205e-02  -0.362911e-02  -0.142019e-03  -0.574487e-03   0.643849e-05
   0.105776e+03   0.435308e-02  -0.361309e-02  -0.171209e-03  -0.562551e-03   0.622555e-05
   0.110600e+03   0.434531e-02  -0.359335e-02  -0.197777e-03  -0.548173e-03   0.601164e-05
   0.115525e+03   0.432936e-02  -0.357004e-02  -0.221676e-03  -0.531846e-03   0.580012e-05
   0.120549e+03   0.430583e-02  -0.354332e-02  -0.242837e-03  -0.514078e-03   0.559124e-05
   0.125669e+03   0.427529e-02  -0.351334e-02  -0.261206e-03  -0.495358e-03   0.538400e-05
   0.130883e+03   0.423830e-02  -0.348025e-02  -0.276794e-03  -0.476072e-03   0.517948e-05
   0.136188e+03   0.419539e-02  -0.344426e-02  -0.289688e-03  -0.456465e-03   0.497978e-05
   0.141583e+03   0.414709e-02  -0.340558e-02  -0.300044e-03  -0.436679e-03   0.478765e-05
   0.147064e+03   0.409390e-02  -0.336442e-02  -0.307981e-03  -0.416896e-03   0.460565e-05
   0.152630e+03   0.403630e-02  -0.332092e-02  -0.313517e-03  -0.397428e-03   0.443523e-05
   0.158277e+03   0.397474e-02  -0.327519e-02  -0.316739e-03  -0.378531e-03   0.427632e-05
   0.164004e+03   0.390966e-02  -0.322738e-02  -0.317786e-03  -0.360358e-03   0.412862e-05
   0.169807e+03   0.384146e-02  -0.317767e-02  -0.316859e-03  -0.342937e-03   0.399157e-05
   0.175684e+03   0.377050e-02  -0.312624e-02  -0.314299e-03  -0.326103e-03   0.386360e-05
   0.181632e+03   0.369714e-02  -0.307328e-02  -0.310446e-03  -0.309675e-03   0.374343e-05
   0.187650e+03   0.362167e-02  -0.301894e-02  -0.305549e-03  -0.293548e-03   0.363076e-05
   0.193734e+03   0.354437e-02  -0.296338e-02  -0.299741e-03  -0.277729e-03   0.352621e-05
   0.199882e+03   0.346549e-02  -0.290668e-02  -0.293020e-03  -0.262367e-03   0.342945e-05
   0.206091e+03   0.338526e-02  -0.284892e-02  -0.285262e-03  -0.247749e-03   0.333709e-05
   0.212360e+03   0.330390e-02  -0.279016e-02  -0.276455e-03  -0.234034e-03   0.324663e-05
   0.218685e+03   0.322159e-02  -0.273053e-02  -0.266886e-03  -0.221015e-03   0.315924e-05
   0.225065e+03   0.313851e-02  -0.267017e-02  -0.256878e-03  -0.208388e-03   0.307596e-05
   0.231496e+03   0.305484e-02  -0.260925e-02  -0.246692e-03  -0.195899e-03   0.299620e-05
   0.237978e+03   0.297073e-02  -0.254793e-02  -0.236460e-03  -0.183420e-03   0.292006e-05
   0.244507e+03   0.288633e-02  -0.248633e-02  -0.226091e-03  -0.171064e-03   0.284921e-05
   0.251081e+03   0.280179e-02  -0.242453e-02  -0.215506e-03  -0.158966e-03   0.278524e-05
   0.257698e+03   0.271723e-02  -0.236259e-02  -0.204845e-03  -0.147066e-03   0.272969e-05
   0.264357e+03   0.263279e-02  -0.230056e-02  -0.194170e-03  -0.135381e-03   0.268300e-05
   0.271055e+03   0.254859e-02  -0.223849e-02  -0.183324e-03  -0.124125e-03   0.264401e-05
   0.277790e+03   0.246473e-02  -0.217647e-02  -0.172141e-03  -0.113509e-03   0.260991e-05
   0.284561e+03   0.238132e-02  -0.211455e-02  -0.160532e-03  -0.103663e-03   0.257744e-05
   0.291366e+03   0.229845e-02  -0.205277e-02  -0.148518e-03  -0.946124e-04   0.254570e-05
   0.298202e+03   0.221621e-02  -0.199121e-02  -0.136206e-03  -0.862847e-04   0.251382e-05
   0.305070e+03   0.213470e-02  -0.192992e-02  -0.123713e-03  -0.785766e-04   0.248128e-05
   0.311966e+03   0.205398e-02  -0.186899e-02  -0.111180e-03  -0.713595e-04   0.244871e-05
   0.318890e+03   0.197414e-02  -0.180844e-02  -0.985528e-04  -0.647273e-04   0.241703e-05
   0.325839e+03   0.189525e-02  -0.174831e-02  -0.857614e-04  -0.587865e-04   0.238783e-05
   0.332814e+03   0.181738e-02  -0.168867e-02  -0.728909e-04  -0.534527e-04   0.236142e-05
   0.339812e+03   0.174057e-02  -0.162962e-02  -0.599684e-04  -0.486496e-04   0.233714e-05
   0.346833e+03   0.166490e-02  -0.157131e-02  -0.469906e-04  -0.442865e-04   0.231460e-05
   0.353875e+03   0.159040e-02  -0.151389e-02  -0.340592e-04  -0.401535e-04   0.229388e-05
   0.360938e+03   0.151712e-02  -0.145749e-02  -0.214153e-04  -0.359300e-04   0.227566e-05
   0.368020e+03   0.144510e-02  -0.140219e-02  -0.930073e-05  -0.313509e-04   0.225926e-05
   0.375121e+03   0.137441e-02  -0.134801e-02   0.220764e-05  -0.263639e-04   0.224384e-05
   0.382240e+03   0.130509e-02  -0.129496e-02   0.131603e-04  -0.210568e-04   0.222880e-05
   0.389377e+03   0.123718e-02  -0.124307e-02   0.236418e-04  -0.155360e-04   0.221396e-05
   0.396530e+03   0.117072e-02  -0.119237e-02   0.337112e-04  -0.986354e-05   0.219952e-05
   0.403700e+03   0.110575e-02  -0.114290e-02   0.434020e-04  -0.406698e-05   0.218549e-05
   0.410886e+03   0.104232e-02  -0.109471e-02   0.527469e-04   0.182097e-05   0.217266e-05
   0.418087e+03   0.980452e-03  -0.104782e-02   0.617609e-04   0.776721e-05   0.216221e-05
   0.425304e+03   0.920189e-03  -0.100222e-02   0.704891e-04   0.136927e-04   0.215415e-05
   0.432537e+03   0.861561e-03  -0.957915e-03   0.790132e-04   0.194897e-04   0.214918e-05
   0.439785e+03   0.804600e-03  -0.914940e-03   0.873481e-04   0.251402e-04   0.214913e-05
   0.447048e+03   0.749335e-03  -0.873325e-03   0.954262e-04   0.307187e-04   0.215555e-05
   0.454327e+03   0.695795e-03  -0.833096e-03   0.103128e-03   0.363420e-04   0.216873e-05
   0.461622e+03   0.644011e-03  -0.794268e-03   0.110371e-03   0.420731e-04   0.218748e-05
   0.468933e+03   0.594015e-03  -0.756846e-03   0.117116e-03   0.479244e-04   0.220916e-05
   0.476261e+03   0.545837e-03  -0.720835e-03   0.123356e-03   0.538721e-04   0.223011e-05
   0.483606e+03   0.499509e-03  -0.686243e-03   0.129147e-03   0.598334e-04   0.224723e-05
   0.490969e+03   0.455063e-03  -0.653083e-03   0.134549e-03   0.657300e-04   0.225857e-05
   0.498350e+03   0.412530e-03  -0.621378e-03   0.139546e-03   0.715652e-04   0.226277e-05
   0.505751e+03   0.371942e-03  -0.591160e-03   0.144123e-03   0.773543e-04   0.225938e-05
   0.513172e+03   0.333328e-03  -0.562463e-03   0.148307e-03   0.830768e-04   0.224906e-05
   0.520615e+03   0.296715e-03  -0.535320e-03   0.152155e-03   0.886832e-04   0.223279e-05
   0.528081e+03   0.262131e-03  -0.509756e-03   0.155728e-03   0.941085e-04   0.221149e-05
   0.535570e+03   0.229605e-03  -0.485792e-03   0.159053e-03   0.993209e-04   0.218609e-05
   0.543085e+03   0.199163e-03  -0.463450e-03   0.162115e-03   0.104329e-03   0.215759e-05
   0.550627e+03   0.170836e-03  -0.442752e-03   0.164913e-03   0.109130e-03   0.212735e-05
   0.558197e+03   0.144654e-03  -0.423721e-03   0.167424e-03   0.113739e-03   0.209687e-05
   0.565799e+03   0.120650e-03  -0.406371e-03   0.169601e-03   0.118188e-03   0.206717e-05
   0.573433e+03   0.988589e-04  -0.390707e-03   0.171397e-03   0.122490e-03   0.203908e-05
   0.581101e+03   0.793192e-04  -0.376726e-03   0.172840e-03   0.126581e-03   0.201333e-05
   0.588808e+03   0.620688e-04  -0.364428e-03   0.174024e-03   0.130326e-03   0.199064e-05
   0.596554e+03   0.471473e-04  -0.353821e-03   0.175017e-03   0.133628e-03   0.197156e-05
   0.604342e+03   0.345962e-04  -0.344920e-03   0.175842e-03   0.136437e-03   0.195646e-05
   0.612177e+03   0.244592e-04  -0.337745e-03   0.176507e-03   0.138723e-03   0.194537e-05
   0.620060e+03   0.167816e-04  -0.332319e-03   0.177010e-03   0.140466e-03   0.193808e-05
   0.627996e+03   0.116121e-04  -0.328671e-03   0.177360e-03   0.141634e-03   0.193416e-05
   0.635989e+03   0.900345e-05  -0.326832e-03   0.177538e-03   0.142224e-03   0.193357e-05
