y+ uu+ vv+ ww+
1.591709999999999958e+01 7.808500510052231114e+00 3.117590000000000083e-01 1.529675533562017353e+00
1.671049999999999969e+01 7.762030000000000207e+00 3.385654719656347456e-01 1.568360000000000198e+00
1.750379999999999825e+01 7.698163334249613854e+00 3.653049999999999908e-01 1.603915377374524498e+00
1.834860000000000113e+01 7.615089999999999471e+00 3.935854744441182329e-01 1.638559999999999572e+00
1.919350000000000023e+01 7.520262388622531269e+00 4.215600000000000458e-01 1.670111017628494787e+00
2.009100000000000108e+01 7.409989999999999633e+00 4.508256862203179893e-01 1.700479999999999992e+00
2.098849999999999838e+01 7.292928539687683731e+00 4.795319999999999583e-01 1.727861873534283887e+00
2.193990000000000151e+01 7.164009999999999323e+00 5.092563413830193397e-01 1.753899999999999793e+00
2.289130000000000109e+01 7.032449518845296232e+00 5.381829999999999670e-01 1.777137275780774406e+00
2.389760000000000062e+01 6.892319999999999780e+00 5.678435350166748385e-01 1.798940000000000428e+00
2.490390000000000015e+01 6.752853521163730832e+00 5.964939999999999687e-01 1.818157819422134391e+00
2.596620000000000061e+01 6.607639999999999070e+00 6.255999743341378316e-01 1.835909999999999931e+00
2.702840000000000131e+01 6.465616363926164567e+00 6.535120000000000928e-01 1.851319992074876186e+00
2.814740000000000109e+01 6.320249999999999702e+00 6.816148322844519658e-01 1.865269999999999984e+00
2.926640000000000086e+01 6.179911107984686680e+00 7.083870000000000999e-01 1.877116095988582645e+00
3.044290000000000163e+01 6.038180000000000547e+00 7.351137155851672489e-01 1.887540000000000440e+00
3.161929999999999907e+01 5.902699048517042080e+00 7.604090000000001126e-01 1.896113090995594108e+00
3.285399999999999920e+01 5.767289999999999139e+00 7.854574964191420872e-01 1.903340000000000032e+00
3.408859999999999957e+01 5.638826830104753718e+00 8.090169999999999861e-01 1.908960020504240740e+00
3.538199999999999790e+01 5.511509999999999465e+00 8.321629262662106896e-01 1.913309999999999844e+00
3.667530000000000001e+01 5.391397272250787687e+00 8.538030000000000896e-01 1.916261459980992621e+00
3.802779999999999916e+01 5.273140000000000605e+00 8.749002898801107042e-01 1.918020000000000058e+00
3.938020000000000209e+01 5.162029053187269234e+00 8.945070000000000521e-01 1.918581705934150339e+00
4.079220000000000113e+01 5.053200000000000358e+00 9.134749814351227348e-01 1.918039999999999967e+00
4.220409999999999684e+01 4.951258259860442656e+00 9.309950000000000170e-01 1.916488121779105214e+00
4.367580000000000240e+01 4.851849999999999774e+00 9.478130622072143963e-01 1.913929999999999687e+00
4.514739999999999753e+01 4.758964582306653313e+00 9.632519999999999971e-01 1.910538685391104607e+00
4.667889999999999873e+01 4.668719999999999537e+00 9.779576910050796767e-01 1.906229999999999869e+00
4.821039999999999992e+01 4.584526425477776002e+00 9.913710000000000022e-01 1.901223354954752809e+00
4.980180000000000007e+01 4.502950000000001118e+00 1.004041289484125521e+00 1.895369999999999999e+00
5.139320000000000022e+01 4.426906657388635757e+00 1.015519999999999978e+00 1.888935135076734939e+00
5.304440000000000310e+01 4.353389999999999205e+00 1.026273854287121923e+00 1.881709999999999994e+00
5.469559999999999889e+01 4.284902187440672527e+00 1.035939999999999861e+00 1.873989744285869952e+00
5.640659999999999741e+01 4.218780000000001529e+00 1.044900876368769271e+00 1.865540000000000420e+00
5.811749999999999972e+01 4.157139855954182117e+00 1.052880000000000038e+00 1.856703876024038191e+00
5.988790000000000191e+01 4.097630000000000550e+00 1.060199448051150295e+00 1.847209999999999797e+00
6.165829999999999700e+01 4.042048130359599867e+00 1.066650000000000320e+00 1.837415708991101626e+00
6.348780000000000001e+01 3.988380000000000258e+00 1.072486189131474088e+00 1.827050000000000285e+00
6.531730000000000302e+01 3.938209229658557575e+00 1.077550000000000008e+00 1.816507542683963417e+00
6.720560000000000400e+01 3.889780000000000904e+00 1.082038511814041648e+00 1.805500000000000105e+00
6.909390000000000498e+01 3.844449869372425166e+00 1.085849999999999982e+00 1.794416340054163506e+00
7.104040000000000532e+01 3.800649999999999196e+00 1.089143459731298558e+00 1.782949999999999813e+00
7.298690000000000566e+01 3.759509188362133436e+00 1.091849999999999987e+00 1.771480187368494441e+00
7.499110000000000298e+01 3.719630000000000436e+00 1.094080242540962145e+00 1.759719999999999951e+00
7.699530000000000030e+01 3.681983982311943127e+00 1.095800000000000107e+00 1.748060952928932599e+00
7.905660000000000309e+01 3.645339999999999581e+00 1.097090205227793769e+00 1.736199999999999743e+00
8.111790000000000589e+01 3.610565323187300724e+00 1.097939999999999916e+00 1.724487445827437515e+00
8.323550000000000182e+01 3.576600000000000001e+00 1.098398646143405211e+00 1.712619999999999809e+00
8.535320000000000107e+01 3.544242774859546863e+00 1.098479999999999901e+00 1.700927894233498439e+00
8.752639999999999532e+01 3.512540000000000440e+00 1.098213862444309408e+00 1.689120000000000177e+00
8.969960000000000377e+01 3.482193435771992363e+00 1.097629999999999661e+00 1.677516485372116950e+00
9.192759999999999820e+01 3.452339999999999520e+00 1.096737329143167017e+00 1.665860000000000118e+00
9.415560000000000684e+01 3.423626532341283557e+00 1.095579999999999998e+00 1.654468546616277846e+00
9.643750000000000000e+01 3.395310000000000272e+00 1.094153050440539010e+00 1.643059999999999965e+00
9.871930000000000405e+01 3.368025560976566801e+00 1.092510000000000314e+00 1.631888097229495127e+00
1.010540000000000020e+02 3.341119999999999646e+00 1.090633802687455578e+00 1.620679999999999676e+00
1.033889999999999958e+02 3.315179506802944598e+00 1.088589999999999947e+00 1.609681785006752408e+00
1.057760000000000105e+02 3.289590000000000014e+00 1.086355690730834489e+00 1.598670000000000035e+00
1.081620000000000061e+02 3.264872802414919839e+00 1.083990000000000009e+00 1.587911591690350122e+00
1.105999999999999943e+02 3.240429999999999922e+00 1.081448651605770639e+00 1.577170000000000183e+00
1.130379999999999967e+02 3.216732600397458786e+00 1.078799999999999981e+00 1.566670049414320642e+00
1.155250000000000057e+02 3.193249999999999922e+00 1.076006107956773983e+00 1.556189999999999962e+00
1.180129999999999910e+02 3.170384312136127480e+00 1.073130000000000139e+00 1.545919424180908219e+00
1.205489999999999924e+02 3.147670000000000634e+00 1.070123257154007801e+00 1.535649999999999959e+00
1.230849999999999937e+02 3.125508886907453654e+00 1.067040000000000211e+00 1.525562702014176208e+00
1.256689999999999969e+02 3.103459999999999219e+00 1.063816954669067227e+00 1.515460000000000029e+00
1.282529999999999859e+02 3.081906346423247456e+00 1.060510000000000064e+00 1.505525299891922852e+00
1.308829999999999814e+02 3.060410000000000075e+00 1.057058621547194210e+00 1.495579999999999909e+00
1.335130000000000052e+02 3.039285252087373657e+00 1.053529999999999855e+00 1.485797256270888100e+00
1.361879999999999882e+02 3.018109999999999626e+00 1.049872232664641691e+00 1.476010000000000044e+00
1.388640000000000043e+02 2.997174107099480622e+00 1.046149999999999913e+00 1.466381575450849128e+00
1.415829999999999984e+02 2.976100000000000190e+00 1.042308327925248523e+00 1.456770000000000120e+00
1.443020000000000209e+02 2.955183986019603637e+00 1.038410000000000055e+00 1.447338450045900782e+00
1.470639999999999930e+02 2.934099999999999930e+00 1.034395386603211842e+00 1.437950000000000061e+00
1.498259999999999934e+02 2.913194721599548398e+00 1.030329999999999968e+00 1.428761995437372478e+00
1.526299999999999955e+02 2.892179999999999751e+00 1.026156811286622172e+00 1.419640000000000013e+00
1.554329999999999927e+02 2.871404924220813282e+00 1.021949999999999692e+00 1.410729429801604651e+00
1.582770000000000152e+02 2.850560000000000205e+00 1.017655248852062710e+00 1.401910000000000212e+00
1.611210000000000093e+02 2.829939801607831207e+00 1.013329999999999842e+00 1.393318207980837942e+00
1.640040000000000191e+02 2.809250000000000025e+00 1.008909507316770870e+00 1.384820000000000162e+00
1.668859999999999957e+02 2.788760097933991045e+00 1.004460000000000353e+00 1.376505242850629029e+00
1.698070000000000164e+02 2.768149999999999888e+00 9.999273820473479901e-01 1.368209999999999926e+00
1.727270000000000039e+02 2.747666596274449091e+00 9.953809999999999603e-01 1.359996727452159826e+00
1.756840000000000259e+02 2.727030000000000509e+00 9.907694450211760318e-01 1.351720000000000033e+00
1.786399999999999864e+02 2.706506954329906733e+00 9.861610000000000653e-01 1.343458104747401904e+00
1.816320000000000050e+02 2.685880000000000489e+00 9.815062459476339152e-01 1.335110000000000019e+00
1.846240000000000236e+02 2.665436477155175510e+00 9.768639999999999546e-01 1.326784831586944158e+00
1.876500000000000057e+02 2.644940000000000069e+00 9.721826971859733879e-01 1.318389999999999951e+00
1.906759999999999877e+02 2.624602776164754570e+00 9.675150000000001249e-01 1.310019259574113804e+00
1.937340000000000089e+02 2.604179999999999939e+00 9.628112309244601930e-01 1.301580000000000181e+00
1.967920000000000016e+02 2.583855620208331594e+00 9.581200000000000827e-01 1.293156422110164794e+00
1.998820000000000050e+02 2.563400000000000123e+00 9.533911313054931336e-01 1.284660000000000357e+00
2.029720000000000084e+02 2.543016887960702022e+00 9.486709999999999310e-01 1.276177419323165196e+00
2.060909999999999798e+02 2.522530000000000161e+00 9.439126772991971448e-01 1.267619999999999969e+00
2.092109999999999843e+02 2.502145827384202548e+00 9.391579999999999373e-01 1.259057177052510523e+00
2.123600000000000136e+02 2.481709999999999638e+00 9.343638560000883109e-01 1.250420000000000087e+00
2.155090000000000146e+02 2.461434143258995011e+00 9.295740000000001224e-01 1.241791891709251416e+00
2.186850000000000023e+02 2.441140000000000310e+00 9.247474812178656522e-01 1.233070000000000110e+00
2.218619999999999948e+02 2.420982138586270871e+00 9.199260000000000215e-01 1.224294428148754887e+00
2.250649999999999977e+02 2.400789999999999758e+00 9.150727827084312871e-01 1.215389999999999970e+00
2.282680000000000007e+02 2.380721616785696160e+00 9.102219999999999756e-01 1.206433928626813534e+00
2.314959999999999809e+02 2.360640000000000072e+00 9.053284925916776915e-01 1.197379999999999667e+00
2.347249999999999943e+02 2.340719769347118007e+00 9.004200000000002202e-01 1.188320364511640692e+00
2.379779999999999802e+02 2.320840000000000014e+00 8.954530068797933451e-01 1.179200000000000026e+00
2.412309999999999945e+02 2.301157066649710980e+00 8.904579999999999718e-01 1.170088469192332115e+00
2.445070000000000050e+02 2.281500000000000306e+00 8.853946469777996819e-01 1.160910000000000108e+00
2.477829999999999870e+02 2.261967234990382991e+00 8.802959999999999674e-01 1.151718571763730603e+00
2.510809999999999889e+02 2.242399999999999949e+00 8.751269318459412583e-01 1.142460000000000031e+00
2.543790000000000191e+02 2.222907787658474632e+00 8.699249999999998373e-01 1.133199984212346356e+00
2.576979999999999791e+02 2.203360000000000429e+00 8.646620985390356395e-01 1.123850000000000016e+00
2.610169999999999959e+02 2.183873286970856586e+00 8.593799999999999217e-01 1.114437788052561107e+00
2.643570000000000277e+02 2.164299999999999891e+00 8.540544000348604392e-01 1.104899999999999993e+00
2.676959999999999695e+02 2.144744910164623874e+00 8.487280000000000380e-01 1.095307821011306082e+00
2.710550000000000068e+02 2.125080000000000080e+00 8.433732579885987457e-01 1.085629999999999873e+00
2.744130000000000109e+02 2.105432777254723664e+00 8.380239999999999911e-01 1.075961578926236673e+00
2.777900000000000205e+02 2.085709999999999731e+00 8.326462544247584807e-01 1.066279999999999895e+00
2.811670000000000300e+02 2.066048075338410062e+00 8.272639999999999993e-01 1.056669609979456359e+00
2.845609999999999786e+02 2.046359999999999957e+00 8.218437050877805961e-01 1.047089999999999854e+00
2.879549999999999841e+02 2.026750820272015918e+00 8.164100000000000801e-01 1.037587958373738406e+00
2.913659999999999854e+02 2.007120000000000015e+00 8.109351886128410847e-01 1.028100000000000014e+00
2.947760000000000105e+02 1.987571717549695860e+00 8.054520000000000568e-01 1.018660143113157668e+00
2.982019999999999982e+02 1.968029999999999946e+00 7.999373860061078645e-01 1.009220000000000006e+00
3.016290000000000191e+02 1.948610213444894157e+00 7.944170000000001508e-01 9.998213705181255850e-01
3.050699999999999932e+02 1.929280000000000106e+00 7.888716081487359144e-01 9.904209999999999958e-01
3.085109999999999673e+02 1.910150655172194289e+00 7.833289999999999420e-01 9.810495807821166814e-01
3.119660000000000082e+02 1.891129999999999978e+00 7.777714605534190584e-01 9.716700000000000337e-01
3.154209999999999923e+02 1.872272000946956227e+00 7.722210000000000463e-01 9.623218060636634652e-01
3.188899999999999864e+02 1.853490000000000082e+00 7.666539549492202843e-01 9.529620000000000868e-01
3.223580000000000041e+02 1.834861362372900651e+00 7.610959999999998837e-01 9.436239837692487198e-01
3.258389999999999986e+02 1.816320000000000157e+00 7.555274486781463628e-01 9.342620000000000369e-01
3.293209999999999695e+02 1.797937644298734927e+00 7.499719999999998610e-01 9.249007777478236436e-01
3.328140000000000214e+02 1.779649999999999954e+00 7.444181288834732513e-01 9.155090000000000172e-01
3.363080000000000496e+02 1.761496331488382250e+00 7.388839999999999852e-01 9.061101971643489295e-01
3.398119999999999550e+02 1.743430000000000035e+00 7.333567964448189924e-01 8.966780000000000861e-01
3.433169999999999504e+02 1.725495737120221973e+00 7.278510000000000257e-01 8.872350584820731800e-01
3.468330000000000268e+02 1.707620000000000138e+00 7.223509424976314319e-01 8.777539999999999232e-01
3.503489999999999895e+02 1.689835927787775915e+00 7.168740000000000112e-01 8.682654710961775768e-01
3.538750000000000000e+02 1.672090000000000298e+00 7.114047302725688970e-01 8.587480000000000668e-01
3.574019999999999868e+02 1.654433757798986715e+00 7.059569999999999457e-01 8.492299079184698618e-01
3.609380000000000450e+02 1.636849999999999916e+00 7.005182551078075193e-01 8.396829999999999572e-01
3.644739999999999895e+02 1.619407639047514502e+00 6.951019999999999976e-01 8.301254654056489102e-01
3.680199999999999818e+02 1.602069999999999883e+00 6.896923270801746941e-01 8.205370000000000719e-01
3.715659999999999741e+02 1.584890635359412325e+00 6.843030000000001056e-01 8.109572370841250377e-01
3.751209999999999809e+02 1.567809999999999926e+00 6.789188487010007211e-01 8.013850000000000140e-01
3.786759999999999877e+02 1.550848060487809210e+00 6.735529999999999573e-01 7.918698466234317390e-01
3.822400000000000091e+02 1.533929999999999794e+00 6.681921155388560463e-01 7.824109999999999676e-01
3.858040000000000305e+02 1.517068845762920892e+00 6.628519999999999968e-01 7.730508720029651837e-01
3.893769999999999527e+02 1.500210000000000043e+00 6.575218723068556592e-01 7.637669999999999737e-01
3.929490000000000123e+02 1.483397618619830549e+00 6.522189999999999932e-01 7.545818411954073879e-01
3.965299999999999727e+02 1.466600000000000126e+00 6.469315773369406219e-01 7.454649999999998222e-01
4.001109999999999900e+02 1.449875853520060209e+00 6.416789999999998884e-01 7.364303337885084177e-01
4.036999999999999886e+02 1.433189999999999964e+00 6.364558798413066931e-01 7.274320000000000785e-01
4.072889999999999873e+02 1.416576715820631938e+00 6.312780000000000058e-01 7.184671652888598992e-01
4.108859999999999673e+02 1.399990000000000068e+00 6.261367768062282568e-01 7.095209999999999573e-01
4.144830000000000041e+02 1.383460883274300501e+00 6.210439999999999294e-01 7.006288732802200547e-01
4.180869999999999891e+02 1.366969999999999796e+00 6.159895386006137841e-01 6.918020000000000280e-01
4.216919999999999504e+02 1.350562580437127513e+00 6.109820000000000251e-01 6.830849462303639763e-01
4.253040000000000305e+02 1.334230000000000249e+00 6.060133280017100388e-01 6.744850000000000012e-01
4.289169999999999732e+02 1.318014642793945201e+00 6.010919999999999597e-01 6.660364387594676083e-01
4.325369999999999777e+02 1.301889999999999992e+00 5.962104138611852289e-01 6.577460000000000528e-01
4.361569999999999823e+02 1.285879201013566453e+00 5.913800000000000168e-01 6.496483331750936285e-01
4.397850000000000250e+02 1.269920000000000160e+00 5.865927108890065522e-01 6.417350000000000554e-01
4.434119999999999777e+02 1.254024720373583923e+00 5.818640000000000478e-01 6.340277925318468233e-01
4.470480000000000018e+02 1.238139999999999796e+00 5.771845361851497547e-01 6.264880000000001559e-01
4.506840000000000259e+02 1.222302657444674701e+00 5.725689999999999946e-01 6.191121851160598100e-01
4.543269999999999982e+02 1.206490000000000062e+00 5.680112581767899904e-01 6.118649999999998812e-01
4.579710000000000036e+02 1.190738171075627294e+00 5.635210000000001607e-01 6.047386346500889243e-01
4.616219999999999573e+02 1.175030000000000019e+00 5.590930766308909172e-01 5.977060000000001816e-01
4.652730000000000246e+02 1.159405236997598010e+00 5.547389999999999821e-01 5.907658826205388625e-01
4.689330000000000496e+02 1.143839999999999968e+00 5.504510963049291661e-01 5.838850000000000984e-01
4.725930000000000177e+02 1.128386880292121530e+00 5.462420000000000053e-01 5.770658733829411302e-01
4.762609999999999673e+02 1.113020000000000342e+00 5.421048417872068592e-01 5.702880000000000171e-01
4.799290000000000305e+02 1.097781247530833504e+00 5.380529999999998925e-01 5.635638588724120046e-01
4.836059999999999945e+02 1.082650000000000112e+00 5.340810993065443490e-01 5.568790000000000129e-01
4.872830000000000155e+02 1.067684668251595248e+00 5.302020000000000621e-01 5.502526080420506727e-01
4.909689999999999941e+02 1.052880000000000038e+00 5.264084828926079984e-01 5.436699999999999866e-01
4.946549999999999727e+02 1.038300940879210321e+00 5.227100000000000080e-01 5.371505438203453275e-01
4.983500000000000227e+02 1.023920000000000163e+00 5.190973645345269283e-01 5.306899999999999951e-01
5.020459999999999923e+02 1.009769411699002806e+00 5.155790000000000095e-01 5.243141817023616591e-01
5.057509999999999764e+02 9.958120000000000305e-01 5.121477277875242651e-01 5.180130000000000567e-01
5.094569999999999936e+02 9.820693514444873706e-01 5.088099999999999845e-01 5.118041433099962401e-01
5.131720000000000255e+02 9.685030000000001138e-01 5.055572578367556469e-01 5.056880000000000264e-01
5.168880000000000337e+02 9.551348367130197969e-01 5.023950000000000360e-01 4.996949500314091797e-01
5.206150000000000091e+02 9.419280000000000985e-01 4.993134167345987251e-01 4.938299999999999357e-01
5.243419999999999845e+02 9.289248300752954712e-01 4.963210000000000122e-01 4.881291347873649711e-01
5.280810000000000173e+02 9.160979999999999679e-01 4.934084386656066301e-01 4.825790000000000357e-01
5.318189999999999600e+02 9.035091064389967341e-01 4.905890000000000528e-01 4.772004107052967847e-01
5.355700000000000500e+02 8.911270000000000024e-01 4.878559189639196103e-01 4.719749999999999779e-01
5.393210000000000264e+02 8.790058043963304701e-01 4.852219999999999867e-01 4.669240026833605395e-01
5.430850000000000364e+02 8.670959999999998669e-01 4.826811007754083227e-01 4.620379999999999487e-01
5.468490000000000464e+02 8.554298654332128660e-01 4.802440000000000042e-01 4.573417741749281062e-01
5.506269999999999527e+02 8.439690000000000802e-01 4.779030790565106379e-01 4.528199999999999448e-01
5.544049999999999727e+02 8.327669761340580346e-01 4.756670000000000620e-01 4.484891438100668815e-01
5.581970000000000027e+02 8.218040000000000900e-01 4.735266733278059026e-01 4.443289999999999740e-01
5.619900000000000091e+02 8.111435463937920476e-01 4.714870000000000450e-01 4.403489139969282151e-01
5.657989999999999782e+02 8.007749999999999035e-01 4.695373787520765729e-01 4.365290000000000004e-01
5.696069999999999709e+02 7.907770109939257219e-01 4.676850000000000174e-01 4.328842513185525154e-01
5.734329999999999927e+02 7.811310000000002418e-01 4.659199066169219527e-01 4.294029999999999792e-01
5.772580000000000382e+02 7.719118011562302595e-01 4.642519999999999980e-01 4.261108069354422878e-01
5.811009999999999991e+02 7.630839999999999845e-01 4.626746823617493010e-01 4.229979999999999851e-01
5.849450000000000500e+02 7.546937081549429660e-01 4.611969999999999681e-01 4.200839149202577616e-01
5.888079999999999927e+02 7.467109999999999026e-01 4.598139024998866287e-01 4.173569999999999780e-01
5.926699999999999591e+02 7.391893361780045302e-01 4.585329999999999684e-01 4.148321151456116906e-01
5.965539999999999736e+02 7.321070000000000633e-01 4.573470376487130951e-01 4.124939999999999718e-01
6.004370000000000118e+02 7.255324139554778506e-01 4.562640000000000029e-01 4.103564852744368552e-01
6.043419999999999845e+02 7.194560000000000954e-01 4.552786752967655226e-01 4.084090000000000220e-01
6.082480000000000473e+02 7.139399990941117657e-01 4.543980000000000796e-01 4.066646855885702738e-01
6.121770000000000209e+02 7.089790000000000258e-01 4.536186248897826623e-01 4.051159999999999761e-01
6.161059999999999945e+02 7.046265291083627647e-01 4.529460000000000153e-01 4.037740118800062783e-01
6.200599999999999454e+02 7.008800000000001695e-01 4.523764121580549080e-01 4.026320000000000454e-01
6.240149999999999864e+02 6.977866806274256595e-01 4.519130000000000091e-01 4.016986908031546788e-01
6.279959999999999809e+02 6.953479999999999661e-01 4.515522951919486161e-01 4.009699999999999931e-01
