#                         y+                    alphat+
  3.154209999999999923e+02   3.700792936576857528e+01
  3.223580000000000041e+02   3.710988162973055893e+01
  3.293209999999999695e+02   3.721091527507249452e+01
  3.363080000000000496e+02   3.728938464372939166e+01
  3.433169999999999504e+02   3.736318762687988482e+01
  3.503489999999999895e+02   3.740279451213925199e+01
  3.574019999999999868e+02   3.744760228792680579e+01
  3.644739999999999895e+02   3.745726828033526346e+01
  3.715659999999999741e+02   3.746103160835734514e+01
  3.786759999999999877e+02   3.744696298176346971e+01
  3.858040000000000305e+02   3.742665345157195844e+01
  3.929490000000000123e+02   3.737312187446008949e+01
  4.001109999999999900e+02   3.731627724794432766e+01
  4.072889999999999873e+02   3.725985842261122372e+01
  4.144830000000000041e+02   3.714580351651077450e+01
  4.216919999999999504e+02   3.707370692369559606e+01
  4.289169999999999732e+02   3.694459857297631089e+01
  4.361569999999999823e+02   3.683404282541842889e+01
  4.434119999999999777e+02   3.668011799864731870e+01
  4.506840000000000259e+02   3.653856558132693522e+01
  4.579710000000000036e+02   3.638575131882269886e+01
  4.652730000000000246e+02   3.620468881285403739e+01
  4.725930000000000177e+02   3.605318441623509074e+01
  4.799290000000000305e+02   3.587019515165543737e+01
  4.872830000000000155e+02   3.570387056982687568e+01
  4.946549999999999727e+02   3.552129198057475890e+01
  5.020459999999999923e+02   3.535948745341152488e+01
  5.094569999999999936e+02   3.518251864971873033e+01
  5.168880000000000337e+02   3.502023562884573948e+01
  5.243419999999999845e+02   3.489145006598288745e+01
  5.318189999999999600e+02   3.472501284969371227e+01
  5.393210000000000264e+02   3.458014974285390508e+01
  5.468490000000000464e+02   3.446782778352470444e+01
  5.544049999999999727e+02   3.433249299930321996e+01
  5.619900000000000091e+02   3.425139654766957165e+01
  5.696069999999999709e+02   3.413697271255487919e+01
  5.772580000000000382e+02   3.401894718505973714e+01
  5.849450000000000500e+02   3.400345099941895199e+01
  5.926699999999999591e+02   3.386444460244278076e+01
  6.004370000000000118e+02   3.389099497120599835e+01
  6.082480000000000473e+02   3.375604090050338613e+01
  6.161059999999999945e+02   3.380967093972121518e+01
  6.240149999999999864e+02   3.367049251432955259e+01
