                        y+                        uu+                        vv+                        ww+                      Diss.                    Diss..1                  Diss..1.1
  7.912700000000000067e+00   5.876699999999998703e+00   7.192112376336977364e-02   9.236439999999999095e-01  -2.168390000000000040e-01  -6.954522072052002693e-03  -4.195600000000000718e-02
  8.389780000000000015e+00   6.194023365769080414e+00   8.284619999999996709e-02   9.724601813985891408e-01  -2.148737664115656365e-01  -7.414919999999998457e-03  -4.302333362788378357e-02
  8.906700000000000728e+00   6.500090000000000146e+00   9.540202282685580903e-02   1.023300000000000320e+00  -2.131940000000000501e-01  -7.924974217886411598e-03  -4.406460000000000932e-02
  9.423629999999999285e+00   6.767739107762296591e+00   1.086520000000000125e-01   1.072082536025170008e+00  -2.117536868897346991e-01  -8.444279999999998454e-03  -4.497162677612070308e-02
  9.982329999999999259e+00   7.015930000000000000e+00   1.236888812649052372e-01   1.122559999999999780e+00  -2.102779999999999927e-01  -9.012822978391154746e-03  -4.579860000000000875e-02
  1.054100000000000037e+01   7.224100582748807398e+00   1.393989999999999674e-01   1.170765000951334178e+00  -2.087260297288237032e-01  -9.585310000000001399e-03  -4.646925794870349763e-02
  1.114329999999999998e+01   7.407409999999999606e+00   1.570092001039111729e-01   1.220259999999999900e+00  -2.068649999999999933e-01  -1.020278794467445634e-02  -4.702870000000000661e-02
  1.114330000000000176e+01   7.407409999999999606e+00   1.570092001039112006e-01   1.220259999999999900e+00  -2.068649999999999656e-01  -1.020278794467445807e-02  -4.702869999999999967e-02
  1.174569999999999936e+01   7.552145076833327586e+00   1.752380000000000049e-01   1.267263691768708789e+00  -2.047364497910535985e-01  -1.081669999999999680e-02  -4.743317727357353880e-02
  1.239330000000000354e+01   7.669419999999998794e+00   1.954252567456513379e-01   1.315080000000000249e+00  -2.021300000000000319e-01  -1.146821678577732498e-02  -4.771450000000002079e-02
  1.304100000000000037e+01   7.751910391506335429e+00   2.161260000000000125e-01   1.360169156063451457e+00  -1.991962631685339213e-01  -1.210699999999999971e-02  -4.785760841282734462e-02
  1.373569999999999958e+01   7.806900000000000617e+00   2.387807865078316327e-01   1.405589999999999895e+00  -1.957240000000000091e-01  -1.277359700165041703e-02  -4.787990000000000301e-02
  1.443050000000000033e+01   7.832411685414569114e+00   2.617970000000000019e-01   1.448081997147600442e+00  -1.919641160557429838e-01  -1.341780000000000056e-02  -4.778879134745593615e-02
  1.517379999999999995e+01   7.832189999999998875e+00   2.866951027365179927e-01   1.490419999999999634e+00  -1.876869999999999927e-01  -1.407883782128992872e-02  -4.758749999999998398e-02
  1.591709999999999958e+01   7.808500510052230226e+00   3.117589999999999528e-01   1.529675533562017131e+00  -1.832123592663771061e-01  -1.470839999999999821e-02  -4.729966382434813710e-02
  1.671049999999999969e+01   7.762029999999999319e+00   3.385654719656348011e-01   1.568359999999999976e+00  -1.782839999999999703e-01  -1.534346273111041568e-02  -4.691590000000000343e-02
  1.750379999999999825e+01   7.698163334249612078e+00   3.653049999999999908e-01   1.603915377374524276e+00  -1.732625496063621706e-01  -1.593909999999999771e-02  -4.647088971605954633e-02
  1.834860000000000113e+01   7.615089999999998582e+00   3.935854744441182329e-01   1.638559999999999794e+00  -1.678689999999999627e-01  -1.652929262239585112e-02  -4.594539999999999041e-02
  1.919350000000000023e+01   7.520262388622531269e+00   4.215599999999999348e-01   1.670111017628494787e+00  -1.624791597480960137e-01  -1.707410000000000178e-02  -4.538110516154652413e-02
  2.009100000000000108e+01   7.409989999999998744e+00   4.508256862203179338e-01   1.700480000000000214e+00  -1.567999999999999949e-01  -1.760351540561872624e-02  -4.475130000000000774e-02
  2.098849999999999838e+01   7.292928539687681955e+00   4.795320000000000138e-01   1.727861873534283887e+00  -1.512049590928757625e-01  -1.808330000000000007e-02  -4.410090713268285251e-02
  2.193990000000000151e+01   7.164009999999999323e+00   5.092563413830193397e-01   1.753899999999999793e+00  -1.453959999999999975e-01  -1.853934993470569836e-02  -4.339750000000001245e-02
  2.289130000000000109e+01   7.032449518845297121e+00   5.381830000000000780e-01   1.777137275780774406e+00  -1.397391909671920618e-01  -1.894360000000000141e-02  -4.268717082954787828e-02
  2.389760000000000062e+01   6.892320000000000668e+00   5.678435350166749496e-01   1.798940000000000428e+00  -1.339410000000000323e-01  -1.931758616471244278e-02  -4.193419999999999787e-02
  2.490390000000000015e+01   6.752853521163730832e+00   5.964939999999999687e-01   1.818157819422134613e+00  -1.283487907174192255e-01  -1.963960000000000011e-02  -4.118465679402925905e-02
  2.596620000000000061e+01   6.607639999999999070e+00   6.255999743341377206e-01   1.835909999999999709e+00  -1.226780000000000093e-01  -1.992675121014816572e-02  -4.040120000000000516e-02
  2.702840000000000131e+01   6.465616363926164567e+00   6.535120000000000928e-01   1.851319992074875742e+00  -1.172525301720648006e-01  -2.016360000000000027e-02  -3.962932651727194694e-02
  2.814740000000000109e+01   6.320249999999999702e+00   6.816148322844519658e-01   1.865269999999999984e+00  -1.118019999999999986e-01  -2.036313411322316150e-02  -3.883109999999999340e-02
  2.926640000000000086e+01   6.179911107984687568e+00   7.083869999999999889e-01   1.877116095988582423e+00  -1.066213746551762931e-01  -2.051580000000000417e-02  -3.805008944143131733e-02
  3.044290000000000163e+01   6.038180000000001435e+00   7.351137155851672489e-01   1.887540000000000662e+00  -1.014599999999999946e-01  -2.063053780437491477e-02  -3.724830000000000502e-02
  3.161929999999999907e+01   5.902699048517042968e+00   7.604090000000001126e-01   1.896113090995594108e+00  -9.658463932409715180e-02  -2.070290000000000324e-02  -3.646676028168673034e-02
  3.285399999999999920e+01   5.767289999999999139e+00   7.854574964191419761e-01   1.903340000000000032e+00  -9.176570000000000560e-02  -2.073810185078472576e-02  -3.566799999999999138e-02
  3.408859999999999957e+01   5.638826830104754606e+00   8.090169999999999861e-01   1.908960020504240518e+00  -8.724193162602464358e-02  -2.073610000000000037e-02  -3.489101475652943429e-02
  3.538199999999999790e+01   5.511509999999999465e+00   8.321629262662105786e-01   1.913309999999999844e+00  -8.280469999999999497e-02  -2.069883324422576443e-02  -3.410009999999999430e-02
  3.667530000000000001e+01   5.391397272250787687e+00   8.538029999999999786e-01   1.916261459980992177e+00  -7.866120573497303869e-02  -2.062989999999999963e-02  -3.333264213110542773e-02
  3.802779999999999916e+01   5.273140000000000605e+00   8.749002898801107042e-01   1.918020000000000058e+00  -7.462390000000000689e-02  -2.052838274601787028e-02  -3.255469999999999892e-02
  3.938020000000000209e+01   5.162029053187269234e+00   8.945070000000000521e-01   1.918581705934150339e+00  -7.087043827467832957e-02  -2.040080000000000018e-02  -3.180145952180512409e-02
  4.079220000000000113e+01   5.053200000000000358e+00   9.134749814351229569e-01   1.918039999999999967e+00  -6.723320000000000685e-02  -2.024387527799440673e-02  -3.104019999999999696e-02
  4.220409999999999684e+01   4.951258259860442656e+00   9.309950000000000170e-01   1.916488121779104548e+00  -6.386245423918632258e-02  -2.006640000000000160e-02  -3.030340509205812702e-02
  4.367580000000000240e+01   4.851849999999998886e+00   9.478130622072146183e-01   1.913929999999999687e+00  -6.061000000000001109e-02  -1.986323650426879972e-02  -2.955990000000000353e-02
  4.514739999999999753e+01   4.758964582306651536e+00   9.632520000000003302e-01   1.910538685391104385e+00  -5.760204487378493138e-02  -1.964479999999999699e-02  -2.884004898082473053e-02
  4.667889999999999873e+01   4.668719999999999537e+00   9.779576910050797878e-01   1.906230000000000091e+00  -5.470960000000001100e-02  -1.940447891363409477e-02  -2.811510000000000745e-02
  4.821039999999999992e+01   4.584526425477776002e+00   9.913710000000000022e-01   1.901223354954752365e+00  -5.203893613180333999e-02  -1.915359999999999632e-02  -2.741426723064151888e-02
  4.980180000000000007e+01   4.502950000000001118e+00   1.004041289484125521e+00   1.895369999999999777e+00  -4.947839999999999877e-02  -1.888438017737823285e-02  -2.671159999999999854e-02
  5.139320000000000022e+01   4.426906657388635757e+00   1.015520000000000200e+00   1.888935135076734939e+00  -4.711659760640629635e-02  -1.860879999999999479e-02  -2.603504643913031810e-02
  5.304440000000000310e+01   4.353389999999999205e+00   1.026273854287121923e+00   1.881709999999999994e+00  -4.485650000000000054e-02  -1.831844468753946950e-02  -2.536010000000000000e-02
  5.469559999999999889e+01   4.284902187440672527e+00   1.035939999999999639e+00   1.873989744285869508e+00  -4.277142398294701831e-02  -1.802549999999999986e-02  -2.471178586096214533e-02
  5.640659999999999741e+01   4.218780000000000641e+00   1.044900876368769271e+00   1.865540000000000642e+00  -4.077830000000000343e-02  -1.772103004972998275e-02  -2.406649999999999762e-02
  5.811749999999999972e+01   4.157139855954183005e+00   1.052879999999999816e+00   1.856703876024037747e+00  -3.893949966507368604e-02  -1.741700000000000192e-02  -2.344656717358668818e-02
  5.988790000000000191e+01   4.097630000000000550e+00   1.060199448051150295e+00   1.847210000000000241e+00  -3.718430000000001040e-02  -1.710409217232436094e-02  -2.283050000000000704e-02
  6.165829999999999700e+01   4.042048130359599867e+00   1.066650000000000098e+00   1.837415708991101404e+00  -3.556476942140218006e-02  -1.679390000000000049e-02  -2.223916280789131963e-02
  6.348780000000000001e+01   3.988379999999999370e+00   1.072486189131474088e+00   1.827049999999999841e+00  -3.401880000000000182e-02  -1.647714337439236398e-02  -2.165279999999999636e-02
  6.531730000000000302e+01   3.938209229658557575e+00   1.077550000000000008e+00   1.816507542683962972e+00  -3.258803750658620380e-02  -1.616499999999999534e-02  -2.109030617529955923e-02
  6.720560000000000400e+01   3.889780000000000904e+00   1.082038511814041648e+00   1.805500000000000105e+00  -3.121940000000000826e-02  -1.584837228170681706e-02  -2.053370000000000195e-02
  6.909390000000000498e+01   3.844449869372425610e+00   1.085849999999999982e+00   1.794416340054163506e+00  -2.994900611663365089e-02  -1.553789999999999512e-02  -2.000036591049602838e-02
  7.104040000000001953e+01   3.800649999999999196e+00   1.089143459731298336e+00   1.782949999999999813e+00  -2.873310000000000447e-02  -1.522473176383480620e-02  -1.947360000000000063e-02
  7.298690000000000566e+01   3.759509188362133436e+00   1.091849999999999765e+00   1.771480187368494441e+00  -2.760388700738711926e-02  -1.491870000000000002e-02  -1.896872598805065049e-02
  7.499110000000000298e+01   3.719629999999999992e+00   1.094080242540961923e+00   1.759720000000000173e+00  -2.652390000000000303e-02  -1.461116729880652249e-02  -1.847010000000000318e-02
  7.699530000000000030e+01   3.681983982311943127e+00   1.095800000000000107e+00   1.748060952928932155e+00  -2.552015054708737379e-02  -1.431149999999999957e-02  -1.799141270615212465e-02
  7.905660000000000309e+01   3.645340000000000469e+00   1.097090205227793547e+00   1.736199999999999743e+00  -2.455979999999999969e-02  -1.401166542405317579e-02  -1.751879999999999757e-02
  8.111790000000000589e+01   3.610565323187301612e+00   1.097939999999999916e+00   1.724487445827437737e+00  -2.366514334869607508e-02  -1.372029999999999951e-02  -1.706534345815955908e-02
  8.323550000000000182e+01   3.576599999999999557e+00   1.098398646143404989e+00   1.712619999999999587e+00  -2.280770000000000020e-02  -1.342970999933802007e-02  -1.661910000000000123e-02
  8.535320000000000107e+01   3.544242774859546863e+00   1.098479999999999901e+00   1.700927894233498217e+00  -2.200639216887910823e-02  -1.314779999999999768e-02  -1.619238559385648146e-02
  8.752639999999998111e+01   3.512540000000000884e+00   1.098213862444309630e+00   1.689119999999999955e+00  -2.123730000000000409e-02  -1.286734411276075490e-02  -1.577410000000000270e-02
  8.969960000000000377e+01   3.482193435771992363e+00   1.097629999999999661e+00   1.677516485372116728e+00  -2.051742014874668313e-02  -1.259559999999999846e-02  -1.537474153569081195e-02
  9.192759999999999820e+01   3.452339999999999076e+00   1.096737329143166795e+00   1.665859999999999896e+00  -1.982649999999999690e-02  -1.232576975576705862e-02  -1.498349999999999856e-02
  9.415560000000000684e+01   3.423626532341284001e+00   1.095580000000000220e+00   1.654468546616277846e+00  -1.917947167544405487e-02  -1.206450000000000057e-02  -1.460919548728684819e-02
  9.643750000000000000e+01   3.395309999999999828e+00   1.094153050440539010e+00   1.643059999999999965e+00  -1.855830000000000327e-02  -1.180547007240314097e-02  -1.424240000000000228e-02
  9.871930000000000405e+01   3.368025560976567245e+00   1.092509999999999870e+00   1.631888097229494905e+00  -1.797528129846412415e-02  -1.155490000000000163e-02  -1.389158171981206245e-02
  1.010540000000000020e+02   3.341120000000000090e+00   1.090633802687455578e+00   1.620679999999999898e+00  -1.741490000000000399e-02  -1.130704904755297849e-02  -1.354860000000000439e-02
  1.033889999999999958e+02   3.315179506802944598e+00   1.088589999999999947e+00   1.609681785006752186e+00  -1.688785175059662191e-02  -1.106749999999999921e-02  -1.322108774839479695e-02
  1.057759999999999962e+02   3.289590000000000014e+00   1.086355690730834489e+00   1.598670000000000035e+00  -1.638030000000000042e-02  -1.083092295411749138e-02  -1.290100000000000101e-02
  1.081620000000000061e+02   3.264872802414919839e+00   1.083990000000000009e+00   1.587911591690350122e+00  -1.590132467125605908e-02  -1.060260000000000022e-02  -1.259451294961901058e-02
  1.105999999999999943e+02   3.240429999999999477e+00   1.081448651605770195e+00   1.577169999999999961e+00  -1.543850000000000430e-02  -1.037748884515498314e-02  -1.229420000000000339e-02
  1.130379999999999967e+02   3.216732600397458341e+00   1.078799999999999981e+00   1.566670049414320420e+00  -1.500015328977251719e-02  -1.016040000000000172e-02  -1.200604451848617804e-02
  1.155250000000000057e+02   3.193249999999999922e+00   1.076006107956774205e+00   1.556189999999999740e+00  -1.457649999999999745e-02  -9.946934586961496058e-03  -1.172430000000000000e-02
  1.180130000000000052e+02   3.170384312136127036e+00   1.073129999999999917e+00   1.545919424180907997e+00  -1.417489787638422788e-02  -9.741130000000004091e-03  -1.145451454710931169e-02
  1.205490000000000066e+02   3.147670000000000634e+00   1.070123257154007801e+00   1.535649999999999737e+00  -1.378690000000000124e-02  -9.538981000661413828e-03  -1.119140000000000065e-02
  1.230849999999999937e+02   3.125508886907453654e+00   1.067040000000000211e+00   1.525562702014175986e+00  -1.341888174379023482e-02  -9.344180000000000541e-03  -1.093958958744991813e-02
  1.256689999999999969e+02   3.103459999999999663e+00   1.063816954669067005e+00   1.515459999999999807e+00  -1.306260000000000060e-02  -9.152872458786705939e-03  -1.069370000000000043e-02
  1.282529999999999859e+02   3.081906346423247456e+00   1.060510000000000064e+00   1.505525299891923074e+00  -1.272338934663114554e-02  -8.968379999999998020e-03  -1.045766419063539135e-02
  1.308829999999999814e+02   3.060410000000000519e+00   1.057058621547194210e+00   1.495579999999999909e+00  -1.239429999999999699e-02  -8.787149959639615343e-03  -1.022690000000000057e-02
  1.335130000000000052e+02   3.039285252087372768e+00   1.053529999999999855e+00   1.485797256270887878e+00  -1.208037935327157739e-02  -8.612109999999999210e-03  -1.000510108422873919e-02
  1.361879999999999882e+02   3.018109999999999626e+00   1.049872232664641691e+00   1.476010000000000044e+00  -1.177599999999999827e-02  -8.440031340885724778e-03  -9.788009999999999766e-03
  1.388640000000000043e+02   2.997174107099481510e+00   1.046149999999999913e+00   1.466381575450848906e+00  -1.148596491028898610e-02  -8.273600000000000745e-03  -9.578770147389826378e-03
  1.415829999999999984e+02   2.976100000000000190e+00   1.042308327925248301e+00   1.456769999999999898e+00  -1.120520000000000196e-02  -8.110077075942283970e-03  -9.373940000000000744e-03
  1.443020000000000209e+02   2.955183986019604525e+00   1.038410000000000055e+00   1.447338450045900560e+00  -1.093749213716613267e-02  -7.951969999999999178e-03  -9.176691952783101389e-03
  1.470639999999999930e+02   2.934099999999999930e+00   1.034395386603212064e+00   1.437950000000000061e+00  -1.067780000000000118e-02  -7.796697177853266839e-03  -8.983940000000002757e-03
  1.498259999999999934e+02   2.913194721599548398e+00   1.030329999999999746e+00   1.428761995437372478e+00  -1.042932435741660523e-02  -7.646559999999999295e-03  -8.798681178697665209e-03
  1.526299999999999955e+02   2.892180000000000639e+00   1.026156811286621950e+00   1.419640000000000235e+00  -1.018750000000000037e-02  -7.499142147193344626e-03  -8.617829999999999935e-03
  1.554329999999999927e+02   2.871404924220812394e+00   1.021949999999999692e+00   1.410729429801604429e+00  -9.955307981799943473e-03  -7.356579999999999717e-03  -8.443732354789665329e-03
  1.582769999999999868e+02   2.850560000000000649e+00   1.017655248852062488e+00   1.401909999999999989e+00  -9.728769999999999432e-03  -7.216594763511210639e-03  -8.273000000000000839e-03
  1.611210000000000093e+02   2.829939801607831651e+00   1.013329999999999842e+00   1.393318207980838164e+00  -9.510747904237641312e-03  -7.081020000000000369e-03  -8.107315622264981217e-03
  1.640039999999999907e+02   2.809250000000000025e+00   1.008909507316770870e+00   1.384819999999999940e+00  -9.297980000000000828e-03  -6.947788907752209218e-03  -7.944019999999997819e-03
  1.668859999999999957e+02   2.788760097933990156e+00   1.004459999999999908e+00   1.376505242850628585e+00  -9.093247083471471537e-03  -6.818549999999999611e-03  -7.785230793990676780e-03
  1.698069999999999879e+02   2.768149999999999888e+00   9.999273820473483232e-01   1.368209999999999926e+00  -8.893829999999996669e-03  -6.691316353431221893e-03  -7.629179999999999295e-03
  1.727270000000000039e+02   2.747666596274448203e+00   9.953809999999999603e-01   1.359996727452160048e+00  -8.702585432394894724e-03  -6.567689999999998425e-03  -7.478528646567277061e-03
  1.756840000000000259e+02   2.727030000000000509e+00   9.907694450211760318e-01   1.351720000000000255e+00  -8.516839999999997746e-03  -6.445961579211239786e-03  -7.331559999999999987e-03
  1.786399999999999864e+02   2.706506954329906733e+00   9.861609999999999543e-01   1.343458104747401904e+00  -8.338696714163425922e-03  -6.327740000000000101e-03  -7.190263462793690212e-03
  1.816320000000000050e+02   2.685880000000000489e+00   9.815062459476339152e-01   1.335110000000000019e+00  -8.165560000000002261e-03  -6.211605942083841744e-03  -7.052669999999999599e-03
  1.846239999999999952e+02   2.665436477155175954e+00   9.768639999999999546e-01   1.326784831586943936e+00  -7.999123243219745036e-03  -6.098940000000001478e-03  -6.920140906816057980e-03
  1.876500000000000057e+02   2.644940000000000069e+00   9.721826971859730548e-01   1.318389999999999951e+00  -7.837079999999998006e-03  -5.988401408268251638e-03  -6.790799999999999614e-03
  1.906759999999999877e+02   2.624602776164754570e+00   9.675150000000000139e-01   1.310019259574113804e+00  -7.680781771248754337e-03  -5.881100000000001084e-03  -6.665722841733060650e-03
  1.937340000000000089e+02   2.604180000000000383e+00   9.628112309244600819e-01   1.301580000000000181e+00  -7.527909999999998769e-03  -5.775768311865856625e-03  -6.543260000000001263e-03
  1.967920000000000016e+02   2.583855620208332038e+00   9.581199999999998607e-01   1.293156422110165016e+00  -7.379406472585451487e-03  -5.673479999999998975e-03  -6.424388415733195759e-03
  1.998820000000000050e+02   2.563399999999999679e+00   9.533911313054932446e-01   1.284659999999999913e+00  -7.233309999999998005e-03  -5.573135256885038309e-03  -6.307600000000001747e-03
  2.029720000000000084e+02   2.543016887960702022e+00   9.486709999999999310e-01   1.276177419323164974e+00  -7.090884190873142368e-03  -5.475640000000000368e-03  -6.193863867148234267e-03
  2.060910000000000082e+02   2.522530000000000161e+00   9.439126772991970338e-01   1.267619999999999969e+00  -6.950929999999997527e-03  -5.379944622631669532e-03  -6.081930000000001016e-03
  2.092110000000000127e+02   2.502145827384202548e+00   9.391580000000000483e-01   1.259057177052510523e+00  -6.814908048398195771e-03  -5.286910000000001435e-03  -5.972668135113093010e-03
  2.123600000000000136e+02   2.481710000000000527e+00   9.343638560000884219e-01   1.250420000000000087e+00  -6.681649999999999916e-03  -5.195705764382524405e-03  -5.865090000000002489e-03
  2.155089999999999861e+02   2.461434143258995011e+00   9.295740000000000114e-01   1.241791891709251194e+00  -6.552453540894490405e-03  -5.107050000000000131e-03  -5.760242049168239412e-03
  2.186850000000000023e+02   2.441140000000000754e+00   9.247474812178655412e-01   1.233070000000000110e+00  -6.426519999999998067e-03  -5.020038088994471619e-03  -5.657409999999998135e-03
  2.218619999999999948e+02   2.420982138586270871e+00   9.199260000000000215e-01   1.224294428148754887e+00  -6.305188750162321783e-03  -4.935300000000001838e-03  -5.557584050023576389e-03
  2.250649999999999977e+02   2.400790000000000202e+00   9.150727827084312871e-01   1.215389999999999970e+00  -6.187540000000000054e-03  -4.852101464435498029e-03  -5.459830000000001453e-03
  2.282680000000000007e+02   2.380721616785695716e+00   9.102219999999998645e-01   1.206433928626813534e+00  -6.074391338686684766e-03  -4.771059999999999711e-03  -5.364719816652433609e-03
  2.314960000000000093e+02   2.360640000000000072e+00   9.053284925916775805e-01   1.197379999999999889e+00  -5.964309999999999577e-03  -4.691493809177212787e-03  -5.271310000000000405e-03
  2.347249999999999943e+02   2.340719769347118007e+00   9.004199999999999982e-01   1.188320364511640692e+00  -5.857486066558743182e-03  -4.613980000000000165e-03  -5.180133914986340127e-03
  2.379780000000000086e+02   2.320840000000000458e+00   8.954530068797933451e-01   1.179200000000000248e+00  -5.752639999999998102e-03  -4.537934828409082195e-03  -5.090520000000000288e-03
  2.412309999999999945e+02   2.301157066649710092e+00   8.904579999999998607e-01   1.170088469192331893e+00  -5.650123297539007272e-03  -4.463789999999999598e-03  -5.003144009959012081e-03
  2.445070000000000050e+02   2.281500000000000306e+00   8.853946469777995709e-01   1.160910000000000108e+00  -5.549079999999999638e-03  -4.390876168504034664e-03  -4.917410000000001398e-03
  2.477829999999999870e+02   2.261967234990382103e+00   8.802959999999998564e-01   1.151718571763730825e+00  -5.450178816457353081e-03  -4.319609999999999769e-03  -4.833899544789266658e-03
  2.510809999999999889e+02   2.242399999999999949e+00   8.751269318459411473e-01   1.142460000000000031e+00  -5.352779999999997956e-03  -4.249433682323141073e-03  -4.751850000000001906e-03
  2.543789999999999907e+02   2.222907787658474632e+00   8.699249999999999483e-01   1.133199984212346356e+00  -5.257577484320950789e-03  -4.180760000000000379e-03  -4.671600993052618146e-03
  2.576979999999999791e+02   2.203360000000000429e+00   8.646620985390354175e-01   1.123850000000000016e+00  -5.164019999999999201e-03  -4.113102796911754025e-03  -4.592599999999999634e-03
  2.610169999999999959e+02   2.183873286970856142e+00   8.593799999999998107e-01   1.114437788052561107e+00  -5.072746303885379907e-03  -4.046850000000001141e-03  -4.515319754735183481e-03
  2.643570000000000277e+02   2.164299999999999891e+00   8.540544000348604392e-01   1.104900000000000215e+00  -4.983180000000001116e-03  -3.981531834329504749e-03  -4.439130000000001200e-03
  2.676960000000000264e+02   2.144744910164623874e+00   8.487279999999999269e-01   1.095307821011306082e+00  -4.895938689513072359e-03  -3.917480000000000094e-03  -4.364377068436572395e-03
  2.710550000000000068e+02   2.125080000000000080e+00   8.433732579885987457e-01   1.085630000000000095e+00  -4.810659999999999589e-03  -3.854212468374191951e-03  -4.290500000000000043e-03
  2.744130000000000109e+02   2.105432777254724108e+00   8.380239999999999911e-01   1.075961578926236673e+00  -4.728018132117295033e-03  -3.792179999999999596e-03  -4.217952154580307395e-03
  2.777900000000000205e+02   2.085710000000000175e+00   8.326462544247583697e-01   1.066279999999999895e+00  -4.647309999999999983e-03  -3.731087101145913378e-03  -4.146559999999999656e-03
  2.811670000000000300e+02   2.066048075338409618e+00   8.272640000000001104e-01   1.056669609979456137e+00  -4.568657608343136556e-03  -3.671289999999999363e-03  -4.076977791252817465e-03
  2.845609999999999786e+02   2.046359999999999957e+00   8.218437050877805961e-01   1.047089999999999854e+00  -4.491199999999999880e-03  -3.612471174324392940e-03  -4.008799999999999863e-03
  2.879549999999999841e+02   2.026750820272015918e+00   8.164099999999999691e-01   1.037587958373738406e+00  -4.414961838799977625e-03  -3.554859999999999097e-03  -3.942219237332472530e-03
  2.913659999999999854e+02   2.007120000000000015e+00   8.109351886128410847e-01   1.028100000000000014e+00  -4.339749999999998990e-03  -3.498104410917967332e-03  -3.876689999999999910e-03
