                        y+                        uu+                        vv+                        ww+                      Diss.                    Diss..1                  Diss..1.1
  2.947760000000000105e+02   1.987571717549696082e+00   8.054519999999999458e-01   1.018660143113157668e+00  -4.266247444041967180e-03  -3.442499999999999814e-03  -3.812402720113312622e-03
  2.982019999999999982e+02   1.968030000000000168e+00   7.999373860061078645e-01   1.009220000000000228e+00  -4.194200000000000358e-03  -3.387765701393445107e-03  -3.749180000000000828e-03
  3.016290000000000191e+02   1.948610213444894601e+00   7.944170000000001508e-01   9.998213705181259181e-01  -4.123918778197824611e-03  -3.334080000000000116e-03  -3.687476280767449082e-03
  3.050699999999999932e+02   1.929280000000000106e+00   7.888716081487360254e-01   9.904210000000002179e-01  -4.054829999999999719e-03  -3.281175645888542193e-03  -3.627060000000001394e-03
  3.085110000000000241e+02   1.910150655172194067e+00   7.833289999999999420e-01   9.810495807821166814e-01  -3.986903538814465242e-03  -3.229259999999999856e-03  -3.568116259661970394e-03
  3.119660000000000082e+02   1.891129999999999978e+00   7.777714605534189474e-01   9.716700000000000337e-01  -3.919849999999999897e-03  -3.178126389820262309e-03  -3.510269999999999797e-03
  3.154209999999999923e+02   1.872272000946956449e+00   7.722210000000000463e-01   9.623218060636633542e-01  -3.853998607572524382e-03  -3.127979999999999823e-03  -3.453578115980316613e-03
  3.188899999999999864e+02   1.853489999999999860e+00   7.666539549492200623e-01   9.529619999999998647e-01  -3.789119999999999988e-03  -3.078614220513196161e-03  -3.397540000000000109e-03
  3.223580000000000041e+02   1.834861362372900651e+00   7.610959999999999948e-01   9.436239837692486088e-01  -3.725544883742088961e-03  -3.030240000000000017e-03  -3.342180073982675172e-03
  3.258389999999999986e+02   1.816319999999999935e+00   7.555274486781461407e-01   9.342620000000001479e-01  -3.663139999999999626e-03  -2.982655070762227530e-03  -3.287369999999999529e-03
  3.293210000000000264e+02   1.797937644298734483e+00   7.499719999999997500e-01   9.249007777478236436e-01  -3.602242319604547979e-03  -2.935999999999999808e-03  -3.233453902659090551e-03
  3.328140000000000214e+02   1.779649999999999954e+00   7.444181288834732513e-01   9.155090000000000172e-01  -3.542710000000000130e-03  -2.890108989489939811e-03  -3.180350000000000191e-03
  3.363080000000000496e+02   1.761496331488382028e+00   7.388839999999998742e-01   9.061101971643489295e-01  -3.484653920968604646e-03  -2.845069999999999891e-03  -3.128225511438487150e-03
  3.398119999999999550e+02   1.743430000000000035e+00   7.333567964448189924e-01   8.966780000000000861e-01  -3.427579999999999950e-03  -2.800720482469264225e-03  -3.076810000000000135e-03
  3.433169999999999504e+02   1.725495737120222195e+00   7.278509999999999147e-01   8.872350584820732911e-01  -3.371314865172230554e-03  -2.757129999999999564e-03  -3.026095877860695074e-03
  3.468330000000000268e+02   1.707619999999999694e+00   7.223509424976314319e-01   8.777540000000000342e-01  -3.315770000000000436e-03  -2.714141361817956014e-03  -2.975939999999998968e-03
  3.503489999999999895e+02   1.689835927787776360e+00   7.168740000000002333e-01   8.682654710961774658e-01  -3.261313548384606881e-03  -2.671900000000000490e-03  -2.926552261280363464e-03
  3.538750000000000000e+02   1.672090000000000298e+00   7.114047302725687860e-01   8.587479999999999558e-01  -3.208079999999998572e-03  -2.630303526620717154e-03  -2.877910000000000017e-03
  3.574019999999999868e+02   1.654433757798986715e+00   7.059569999999999457e-01   8.492299079184697508e-01  -3.156395299168912507e-03  -2.589460000000000026e-03  -2.830256616531228592e-03
  3.609379999999999882e+02   1.636849999999999916e+00   7.005182551078075193e-01   8.396829999999997352e-01  -3.105829999999999095e-03  -2.549282286361819177e-03  -2.783540000000000146e-03
  3.644739999999999895e+02   1.619407639047514502e+00   6.951020000000001087e-01   8.301254654056489102e-01  -3.056097415091088912e-03  -2.509910000000000179e-03  -2.737905829547592190e-03
  3.680199999999999818e+02   1.602069999999999661e+00   6.896923270801745831e-01   8.205370000000000719e-01  -3.006740000000000801e-03  -2.471256482611199935e-03  -2.693200000000000628e-03
  3.715659999999999741e+02   1.584890635359412325e+00   6.843030000000002167e-01   8.109572370841251487e-01  -2.957686113007354945e-03  -2.433369999999999804e-03  -2.649486998543248463e-03
  3.751209999999999809e+02   1.567810000000000148e+00   6.789188487010007211e-01   8.013849999999999030e-01  -2.908930000000000977e-03  -2.396072379077263028e-03  -2.606499999999999442e-03
  3.786759999999999877e+02   1.550848060487809210e+00   6.735529999999999573e-01   7.918698466234317390e-01  -2.860796174103970909e-03  -2.359379999999999897e-03  -2.564177513219644683e-03
  3.822400000000000091e+02   1.533929999999999794e+00   6.681921155388558242e-01   7.824109999999997456e-01  -2.813360000000000426e-03  -2.323134463400577596e-03  -2.522280000000000008e-03
  3.858039999999999736e+02   1.517068845762920892e+00   6.628519999999998857e-01   7.730508720029650727e-01  -2.766896826059906701e-03  -2.287410000000000138e-03  -2.480813855386205125e-03
  3.893770000000000095e+02   1.500210000000000043e+00   6.575218723068556592e-01   7.637669999999998627e-01  -2.721280000000000834e-03  -2.252113477471740129e-03  -2.439670000000001421e-03
  3.929490000000000123e+02   1.483397618619830105e+00   6.522189999999999932e-01   7.545818411954073879e-01  -2.676583649425174401e-03  -2.217349999999999877e-03  -2.398994402254793490e-03
  3.965299999999999727e+02   1.466600000000000126e+00   6.469315773369407330e-01   7.454650000000000443e-01  -2.632620000000001313e-03  -2.183028271845125021e-03  -2.358750000000000169e-03
  4.001109999999999900e+02   1.449875853520059987e+00   6.416789999999998884e-01   7.364303337885084177e-01  -2.589456460849657877e-03  -2.149229999999999370e-03  -2.319137323871768575e-03
  4.036999999999999886e+02   1.433189999999999964e+00   6.364558798413064711e-01   7.274319999999999675e-01  -2.547039999999999547e-03  -2.115880707853353727e-03  -2.280209999999999963e-03
  4.072889999999999873e+02   1.416576715820632160e+00   6.312780000000001168e-01   7.184671652888598992e-01  -2.505532883053553442e-03  -2.083090000000000115e-03  -2.242173085298403840e-03
  4.108860000000000241e+02   1.399990000000000068e+00   6.261367768062281458e-01   7.095209999999999573e-01  -2.464919999999999785e-03  -2.050818467645799514e-03  -2.204919999999999970e-03
  4.144830000000000041e+02   1.383460883274300723e+00   6.210440000000000405e-01   7.006288732802201658e-01  -2.425326716858147713e-03  -2.019130000000000057e-03  -2.168462259750262005e-03
  4.180869999999999891e+02   1.366969999999999796e+00   6.159895386006137841e-01   6.918020000000000280e-01  -2.386529999999999121e-03  -1.987943689713365242e-03  -2.132600000000000121e-03
  4.216920000000000073e+02   1.350562580437127513e+00   6.109819999999999141e-01   6.830849462303639763e-01  -2.348414198596664778e-03  -1.957289999999999985e-03  -2.097285939913261319e-03
  4.253039999999999736e+02   1.334230000000000027e+00   6.060133280017100388e-01   6.744850000000000012e-01  -2.310780000000000126e-03  -1.927103366049620625e-03  -2.062500000000000097e-03
  4.289169999999999732e+02   1.318014642793945423e+00   6.010919999999998486e-01   6.660364387594676083e-01  -2.273622017661203112e-03  -1.897449999999999961e-03  -2.028360330698330584e-03
  4.325369999999999777e+02   1.301890000000000214e+00   5.962104138611852289e-01   6.577460000000001639e-01  -2.237040000000000035e-03  -1.868301147333440099e-03  -1.994810000000000940e-03
  4.361569999999999823e+02   1.285879201013566675e+00   5.913800000000000168e-01   6.496483331750936285e-01  -2.201292150429715218e-03  -1.839719999999999984e-03  -1.961887349217363193e-03
  4.397850000000000250e+02   1.269919999999999938e+00   5.865927108890065522e-01   6.417350000000000554e-01  -2.166359999999999553e-03  -1.811642657162365133e-03  -1.929450000000000089e-03
  4.434119999999999777e+02   1.254024720373583701e+00   5.818639999999999368e-01   6.340277925318469343e-01  -2.132341935483118758e-03  -1.784120000000000150e-03  -1.897529806057913354e-03
  4.470480000000000018e+02   1.238139999999999796e+00   5.771845361851497547e-01   6.264880000000001559e-01  -2.099090000000000070e-03  -1.757063542361095819e-03  -1.866119999999999975e-03
  4.506840000000000259e+02   1.222302657444674701e+00   5.725690000000001056e-01   6.191121851160599210e-01  -2.066612686470434106e-03  -1.730570000000000502e-03  -1.835402339048544315e-03
  4.543269999999999982e+02   1.206490000000000062e+00   5.680112581767898794e-01   6.118649999999997702e-01  -2.034760000000000041e-03  -1.704620680539859715e-03  -1.805380000000000092e-03
  4.579710000000000036e+02   1.190738171075627516e+00   5.635209999999999386e-01   6.047386346500889243e-01  -2.003502295930283637e-03  -1.679259999999999911e-03  -1.776127234352544706e-03
  4.616220000000000141e+02   1.175030000000000019e+00   5.590930766308909172e-01   5.977060000000000706e-01  -1.972740000000000170e-03  -1.654434829154894466e-03  -1.747509999999999428e-03
  4.652730000000000246e+02   1.159405236997598010e+00   5.547389999999999821e-01   5.907658826205389735e-01  -1.942512795350152897e-03  -1.630159999999999639e-03  -1.719480063030259624e-03
  4.689329999999999927e+02   1.143839999999999968e+00   5.504510963049291661e-01   5.838850000000000984e-01  -1.912810000000000465e-03  -1.606339210886347478e-03  -1.691910000000000462e-03
  4.725930000000000177e+02   1.128386880292121530e+00   5.462420000000000053e-01   5.770658733829413523e-01  -1.883781673047820772e-03  -1.582999999999999772e-03  -1.664826017165866277e-03
  4.762610000000000241e+02   1.113020000000000120e+00   5.421048417872066372e-01   5.702880000000000171e-01  -1.855410000000000045e-03  -1.560070910779962072e-03  -1.638149999999999676e-03
  4.799289999999999736e+02   1.097781247530833504e+00   5.380529999999998925e-01   5.635638588724120046e-01  -1.827770267659620642e-03  -1.537619999999999525e-03  -1.611943203407309455e-03
  4.836059999999999945e+02   1.082649999999999890e+00   5.340810993065443490e-01   5.568790000000000129e-01  -1.800710000000000505e-03  -1.515617280622186432e-03  -1.586209999999999573e-03
  4.872830000000000155e+02   1.067684668251595248e+00   5.302020000000000621e-01   5.502526080420506727e-01  -1.774196661185378603e-03  -1.494130000000000198e-03  -1.561089545691742107e-03
  4.909689999999999941e+02   1.052880000000000260e+00   5.264084828926079984e-01   5.436699999999999866e-01  -1.748109999999999768e-03  -1.473118913702177978e-03  -1.536559999999999749e-03
  4.946549999999999727e+02   1.038300940879210321e+00   5.227100000000000080e-01   5.371505438203452165e-01  -1.722495722908302333e-03  -1.452659999999999715e-03  -1.512695921969273811e-03
  4.983500000000000227e+02   1.023919999999999941e+00   5.190973645345269283e-01   5.306899999999999951e-01  -1.697380000000000069e-03  -1.432724363600267319e-03  -1.489389999999999725e-03
  5.020459999999999923e+02   1.009769411699002584e+00   5.155790000000000095e-01   5.243141817023616591e-01  -1.672913462728857232e-03  -1.413349999999999849e-03  -1.466648310215909251e-03
  5.057509999999999764e+02   9.958120000000001415e-01   5.121477277875241541e-01   5.180130000000000567e-01  -1.649060000000000152e-03  -1.394485283220174739e-03  -1.444460000000000926e-03
  5.094569999999999936e+02   9.820693514444873706e-01   5.088099999999998735e-01   5.118041433099962401e-01  -1.625873677222857121e-03  -1.376169999999999911e-03  -1.422920081250555156e-03
  5.131720000000000255e+02   9.685030000000001138e-01   5.055572578367556469e-01   5.056880000000000264e-01  -1.603330000000000683e-03  -1.358359302637324444e-03  -1.401979999999999503e-03
  5.168880000000000337e+02   9.551348367130196859e-01   5.023950000000001470e-01   4.996949500314093462e-01  -1.581509696337718429e-03  -1.341059999999999822e-03  -1.381650149521713913e-03
  5.206150000000000091e+02   9.419280000000000985e-01   4.993134167345987251e-01   4.938299999999998247e-01  -1.560389999999999824e-03  -1.324195860844366293e-03  -1.361759999999999620e-03
  5.243419999999999845e+02   9.289248300752953602e-01   4.963210000000000122e-01   4.881291347873650821e-01  -1.540039854201369135e-03  -1.307819999999999686e-03  -1.342264403990427180e-03
  5.280810000000000173e+02   9.160979999999998569e-01   4.934084386656064636e-01   4.825789999999999802e-01  -1.520280000000000156e-03  -1.291888140612845303e-03  -1.323130000000000269e-03
  5.318189999999999600e+02   9.035091064389968452e-01   4.905890000000001638e-01   4.772004107052968402e-01  -1.501061025954937784e-03  -1.276449999999999287e-03  -1.304486657326350569e-03
  5.355700000000000500e+02   8.911270000000000024e-01   4.878559189639197768e-01   4.719749999999999779e-01  -1.482299999999999980e-03  -1.261445278569196284e-03  -1.286330000000000676e-03
  5.393210000000000264e+02   8.790058043963302481e-01   4.852220000000000422e-01   4.669240026833603729e-01  -1.464098253271906534e-03  -1.246949999999999708e-03  -1.268775558796786818e-03
  5.430850000000000364e+02   8.670959999999997558e-01   4.826811007754083227e-01   4.620379999999999487e-01  -1.446509999999999810e-03  -1.232941173650507370e-03  -1.251759999999999982e-03
  5.468490000000000464e+02   8.554298654332127549e-01   4.802440000000001152e-01   4.573417741749281618e-01  -1.429722012504955212e-03  -1.219479999999999566e-03  -1.235334955656475870e-03
  5.506269999999999527e+02   8.439689999999999692e-01   4.779030790565106379e-01   4.528200000000000003e-01  -1.413750000000000293e-03  -1.206522603528124415e-03  -1.219470000000000059e-03
  5.544049999999999727e+02   8.327669761340579235e-01   4.756670000000001730e-01   4.484891438100668259e-01  -1.398703073033680071e-03  -1.194109999999999963e-03  -1.204268960089277052e-03
  5.581970000000000027e+02   8.218040000000000900e-01   4.735266733278060136e-01   4.443289999999999185e-01  -1.384509999999999387e-03  -1.182185699463888162e-03  -1.189739999999999678e-03
  5.619900000000000091e+02   8.111435463937921586e-01   4.714869999999999894e-01   4.403489139969281041e-01  -1.371172509621525898e-03  -1.170779999999999954e-03  -1.175981220932571705e-03
  5.657989999999999782e+02   8.007750000000000146e-01   4.695373787520765729e-01   4.365290000000000004e-01  -1.358529999999999937e-03  -1.159837915544010547e-03  -1.162899999999999698e-03
  5.696069999999999709e+02   7.907770109939258329e-01   4.676849999999999619e-01   4.328842513185524599e-01  -1.346520495122511272e-03  -1.149400000000000074e-03  -1.150492509746827135e-03
  5.734329999999999927e+02   7.811310000000002418e-01   4.659199066169220083e-01   4.294029999999999792e-01  -1.334990000000000308e-03  -1.139405417428581736e-03  -1.138629999999999851e-03
  5.772580000000000382e+02   7.719118011562302595e-01   4.642519999999999980e-01   4.261108069354423433e-01  -1.323943561995563753e-03  -1.129889999999999931e-03  -1.127327018018702866e-03
  5.811009999999999991e+02   7.630839999999998735e-01   4.626746823617493565e-01   4.229980000000000406e-01  -1.313420000000000256e-03  -1.120795663473564668e-03  -1.116580000000000046e-03
  5.849450000000000500e+02   7.546937081549429660e-01   4.611969999999999681e-01   4.200839149202578726e-01  -1.303592160367545967e-03  -1.112170000000000216e-03  -1.106506727158024271e-03
  5.888079999999999927e+02   7.467109999999999026e-01   4.598139024998865731e-01   4.173569999999999780e-01  -1.294519999999999959e-03  -1.103985487873938767e-03  -1.097100000000000158e-03
  5.926699999999999591e+02   7.391893361780045302e-01   4.585330000000000794e-01   4.148321151456116906e-01  -1.286326369188572254e-03  -1.096299999999999922e-03  -1.088431764437773879e-03
  5.965539999999999736e+02   7.321069999999998412e-01   4.573470376487129840e-01   4.124939999999999718e-01  -1.278939999999999678e-03  -1.089086080524959491e-03  -1.080439999999999786e-03
  6.004370000000000118e+02   7.255324139554777396e-01   4.562640000000000584e-01   4.103564852744368552e-01  -1.272345668751601652e-03  -1.082409999999999796e-03  -1.073150610677955398e-03
  6.043419999999999845e+02   7.194560000000000954e-01   4.552786752967655781e-01   4.084090000000000775e-01  -1.266400000000000425e-03  -1.076254014870107979e-03  -1.066490000000000233e-03
  6.082480000000000473e+02   7.139399990941116547e-01   4.543980000000001351e-01   4.066646855885702738e-01  -1.261051802587178153e-03  -1.070659999999999971e-03  -1.060460493145688179e-03
  6.121770000000000209e+02   7.089790000000000258e-01   4.536186248897826623e-01   4.051159999999999206e-01  -1.256319999999999789e-03  -1.065602674054071369e-03  -1.054990000000000008e-03
  6.161059999999999945e+02   7.046265291083627647e-01   4.529460000000000153e-01   4.037740118800063893e-01  -1.252305690519554945e-03  -1.061120000000000032e-03  -1.050092809402238675e-03
  6.200599999999999454e+02   7.008800000000000585e-01   4.523764121580549080e-01   4.026319999999999899e-01  -1.249020000000000425e-03  -1.057191048502883644e-03  -1.045810000000000316e-03
