y+ Diss. Diss. Diss..1
3.938020000000000209e+01 -7.087043827467832957e-02 -2.040079999999999671e-02 -3.180145952180512409e-02
4.079220000000000113e+01 -6.723319999999999297e-02 -2.024387527799441019e-02 -3.104019999999999349e-02
4.220409999999999684e+01 -6.386245423918633646e-02 -2.006639999999999813e-02 -3.030340509205813396e-02
4.367580000000000240e+01 -6.061000000000001109e-02 -1.986323650426879625e-02 -2.955990000000000353e-02
4.514739999999999753e+01 -5.760204487378491750e-02 -1.964479999999999699e-02 -2.884004898082473400e-02
4.667889999999999873e+01 -5.470959999999999712e-02 -1.940447891363409477e-02 -2.811510000000001092e-02
4.821039999999999992e+01 -5.203893613180334693e-02 -1.915359999999999632e-02 -2.741426723064152582e-02
4.980180000000000007e+01 -4.947839999999999877e-02 -1.888438017737823285e-02 -2.671159999999999854e-02
5.139320000000000022e+01 -4.711659760640629635e-02 -1.860879999999999479e-02 -2.603504643913032504e-02
5.304440000000000310e+01 -4.485650000000000054e-02 -1.831844468753946950e-02 -2.536010000000000000e-02
5.469559999999999889e+01 -4.277142398294701137e-02 -1.802549999999999986e-02 -2.471178586096214533e-02
5.640659999999999741e+01 -4.077830000000001037e-02 -1.772103004972998275e-02 -2.406650000000000109e-02
5.811749999999999972e+01 -3.893949966507369298e-02 -1.741700000000000192e-02 -2.344656717358669165e-02
5.988790000000000191e+01 -3.718430000000000346e-02 -1.710409217232436094e-02 -2.283050000000000357e-02
6.165829999999999700e+01 -3.556476942140218006e-02 -1.679390000000000049e-02 -2.223916280789131616e-02
6.348780000000000001e+01 -3.401880000000000182e-02 -1.647714337439236398e-02 -2.165279999999999982e-02
6.531730000000000302e+01 -3.258803750658619686e-02 -1.616499999999999881e-02 -2.109030617529955923e-02
6.720560000000000400e+01 -3.121940000000000826e-02 -1.584837228170682052e-02 -2.053370000000000195e-02
6.909390000000000498e+01 -2.994900611663365436e-02 -1.553789999999999685e-02 -2.000036591049603185e-02
7.104040000000001953e+01 -2.873310000000000100e-02 -1.522473176383480446e-02 -1.947360000000000063e-02
7.298690000000000566e+01 -2.760388700738711579e-02 -1.491870000000000175e-02 -1.896872598805065049e-02
7.499110000000000298e+01 -2.652389999999999956e-02 -1.461116729880652249e-02 -1.847009999999999971e-02
7.699530000000000030e+01 -2.552015054708737726e-02 -1.431150000000000130e-02 -1.799141270615212465e-02
7.905660000000000309e+01 -2.455979999999999969e-02 -1.401166542405317753e-02 -1.751879999999999757e-02
8.111790000000000589e+01 -2.366514334869607508e-02 -1.372030000000000124e-02 -1.706534345815955908e-02
8.323550000000000182e+01 -2.280769999999999673e-02 -1.342970999933802007e-02 -1.661909999999999776e-02
8.535320000000000107e+01 -2.200639216887911170e-02 -1.314779999999999768e-02 -1.619238559385648146e-02
8.752639999999998111e+01 -2.123730000000000409e-02 -1.286734411276075490e-02 -1.577409999999999923e-02
8.969960000000000377e+01 -2.051742014874669007e-02 -1.259560000000000020e-02 -1.537474153569081022e-02
9.192759999999999820e+01 -1.982650000000000037e-02 -1.232576975576706035e-02 -1.498350000000000029e-02
9.415560000000000684e+01 -1.917947167544405834e-02 -1.206449999999999884e-02 -1.460919548728685166e-02
9.643750000000000000e+01 -1.855829999999999980e-02 -1.180547007240314097e-02 -1.424240000000000228e-02
9.871930000000000405e+01 -1.797528129846412415e-02 -1.155490000000000163e-02 -1.389158171981205898e-02
1.010540000000000020e+02 -1.741490000000000399e-02 -1.130704904755297849e-02 -1.354860000000000265e-02
1.033889999999999958e+02 -1.688785175059662191e-02 -1.106749999999999921e-02 -1.322108774839479521e-02
1.057759999999999962e+02 -1.638030000000000042e-02 -1.083092295411749312e-02 -1.290099999999999927e-02
1.081620000000000061e+02 -1.590132467125605562e-02 -1.060260000000000022e-02 -1.259451294961901058e-02
1.105999999999999943e+02 -1.543850000000000257e-02 -1.037748884515498488e-02 -1.229420000000000339e-02
1.130379999999999967e+02 -1.500015328977251892e-02 -1.016039999999999999e-02 -1.200604451848618151e-02
1.155250000000000057e+02 -1.457649999999999571e-02 -9.946934586961496058e-03 -1.172430000000000000e-02
1.180129999999999910e+02 -1.417489787638422961e-02 -9.741130000000002356e-03 -1.145451454710931169e-02
1.205490000000000066e+02 -1.378690000000000124e-02 -9.538981000661417298e-03 -1.119140000000000065e-02
1.230849999999999937e+02 -1.341888174379023482e-02 -9.344180000000000541e-03 -1.093958958744991987e-02
1.256689999999999969e+02 -1.306260000000000060e-02 -9.152872458786707674e-03 -1.069370000000000043e-02
1.282529999999999859e+02 -1.272338934663114381e-02 -8.968379999999999755e-03 -1.045766419063539308e-02
1.308829999999999814e+02 -1.239429999999999699e-02 -8.787149959639613608e-03 -1.022690000000000057e-02
1.335130000000000052e+02 -1.208037935327157565e-02 -8.612109999999999210e-03 -1.000510108422873919e-02
1.361879999999999882e+02 -1.177600000000000174e-02 -8.440031340885723043e-03 -9.788009999999999766e-03
1.388640000000000043e+02 -1.148596491028898957e-02 -8.273600000000000745e-03 -9.578770147389829848e-03
1.415829999999999984e+02 -1.120520000000000196e-02 -8.110077075942283970e-03 -9.373940000000000744e-03
1.443020000000000209e+02 -1.093749213716613093e-02 -7.951969999999999178e-03 -9.176691952783101389e-03
1.470639999999999930e+02 -1.067779999999999944e-02 -7.796697177853266839e-03 -8.983940000000001022e-03
1.498259999999999934e+02 -1.042932435741660870e-02 -7.646560000000000162e-03 -8.798681178697665209e-03
1.526299999999999955e+02 -1.018750000000000211e-02 -7.499142147193344626e-03 -8.617829999999999935e-03
1.554329999999999927e+02 -9.955307981799943473e-03 -7.356579999999998849e-03 -8.443732354789665329e-03
1.582769999999999868e+02 -9.728769999999999432e-03 -7.216594763511211506e-03 -8.273000000000000839e-03
1.611210000000000093e+02 -9.510747904237639577e-03 -7.081020000000000369e-03 -8.107315622264981217e-03
1.640039999999999907e+02 -9.297980000000000828e-03 -6.947788907752209218e-03 -7.944019999999999554e-03
1.668859999999999957e+02 -9.093247083471471537e-03 -6.818550000000000479e-03 -7.785230793990675913e-03
1.698069999999999879e+02 -8.893829999999998404e-03 -6.691316353431222760e-03 -7.629180000000000163e-03
1.727270000000000039e+02 -8.702585432394896459e-03 -6.567689999999999292e-03 -7.478528646567278795e-03
1.756840000000000259e+02 -8.516839999999999480e-03 -6.445961579211239786e-03 -7.331560000000000854e-03
1.786399999999999864e+02 -8.338696714163422452e-03 -6.327740000000000101e-03 -7.190263462793689345e-03
1.816320000000000050e+02 -8.165560000000002261e-03 -6.211605942083842612e-03 -7.052670000000000466e-03
1.846240000000000236e+02 -7.999123243219745036e-03 -6.098940000000000611e-03 -6.920140906816057980e-03
1.876500000000000057e+02 -7.837079999999999741e-03 -5.988401408268252506e-03 -6.790799999999999614e-03
1.906759999999999877e+02 -7.680781771248755205e-03 -5.881100000000000216e-03 -6.665722841733060650e-03
1.937340000000000089e+02 -7.527909999999998769e-03 -5.775768311865855757e-03 -6.543260000000000395e-03
1.967920000000000016e+02 -7.379406472585451487e-03 -5.673479999999999843e-03 -6.424388415733194892e-03
1.998820000000000050e+02 -7.233309999999999740e-03 -5.573135256885039177e-03 -6.307600000000001747e-03
2.029720000000000084e+02 -7.090884190873142368e-03 -5.475640000000000368e-03 -6.193863867148236002e-03
2.060910000000000082e+02 -6.950929999999997527e-03 -5.379944622631669532e-03 -6.081930000000000149e-03
2.092109999999999843e+02 -6.814908048398196638e-03 -5.286910000000000567e-03 -5.972668135113093010e-03
2.123600000000000136e+02 -6.681649999999999916e-03 -5.195705764382523538e-03 -5.865090000000002489e-03
2.155090000000000146e+02 -6.552453540894489538e-03 -5.107050000000000131e-03 -5.760242049168240279e-03
2.186850000000000023e+02 -6.426519999999998067e-03 -5.020038088994472486e-03 -5.657409999999999002e-03
2.218619999999999948e+02 -6.305188750162321783e-03 -4.935300000000000971e-03 -5.557584050023576389e-03
2.250649999999999977e+02 -6.187540000000000054e-03 -4.852101464435498029e-03 -5.459830000000002320e-03
2.282680000000000007e+02 -6.074391338686685633e-03 -4.771059999999999711e-03 -5.364719816652433609e-03
2.314960000000000093e+02 -5.964309999999999577e-03 -4.691493809177212787e-03 -5.271310000000000405e-03
2.347249999999999943e+02 -5.857486066558743182e-03 -4.613980000000000165e-03 -5.180133914986340127e-03
2.379780000000000086e+02 -5.752639999999998102e-03 -4.537934828409082195e-03 -5.090519999999999420e-03
2.412309999999999945e+02 -5.650123297539006405e-03 -4.463789999999998731e-03 -5.003144009959012949e-03
2.445070000000000050e+02 -5.549079999999999638e-03 -4.390876168504034664e-03 -4.917410000000001398e-03
2.477829999999999870e+02 -5.450178816457353081e-03 -4.319609999999999769e-03 -4.833899544789265791e-03
2.510809999999999889e+02 -5.352779999999998824e-03 -4.249433682323141941e-03 -4.751850000000001038e-03
2.543790000000000191e+02 -5.257577484320949922e-03 -4.180760000000000379e-03 -4.671600993052618146e-03
2.576979999999999791e+02 -5.164020000000000069e-03 -4.113102796911754892e-03 -4.592599999999999634e-03
2.610169999999999959e+02 -5.072746303885379907e-03 -4.046850000000001141e-03 -4.515319754735182614e-03
2.643570000000000277e+02 -4.983180000000000248e-03 -3.981531834329505616e-03 -4.439130000000001200e-03
2.676959999999999695e+02 -4.895938689513073226e-03 -3.917480000000000094e-03 -4.364377068436573262e-03
2.710550000000000068e+02 -4.810659999999999589e-03 -3.854212468374191083e-03 -4.290500000000000043e-03
2.744130000000000109e+02 -4.728018132117295033e-03 -3.792180000000000030e-03 -4.217952154580309129e-03
2.777900000000000205e+02 -4.647309999999999983e-03 -3.731087101145912511e-03 -4.146559999999999656e-03
2.811670000000000300e+02 -4.568657608343137423e-03 -3.671290000000000230e-03 -4.076977791252817465e-03
2.845609999999999786e+02 -4.491199999999999880e-03 -3.612471174324393373e-03 -4.008799999999999863e-03
2.879549999999999841e+02 -4.414961838799976758e-03 -3.554859999999999531e-03 -3.942219237332473397e-03
2.913659999999999854e+02 -4.339749999999999858e-03 -3.498104410917967332e-03 -3.876689999999999910e-03
2.947760000000000105e+02 -4.266247444041968047e-03 -3.442499999999999814e-03 -3.812402720113312622e-03
2.982019999999999982e+02 -4.194199999999999491e-03 -3.387765701393445541e-03 -3.749179999999999961e-03
3.016290000000000191e+02 -4.123918778197826346e-03 -3.334080000000000116e-03 -3.687476280767449516e-03
3.050699999999999932e+02 -4.054829999999999719e-03 -3.281175645888542193e-03 -3.627060000000001394e-03
3.085109999999999673e+02 -3.986903538814466109e-03 -3.229259999999999856e-03 -3.568116259661970827e-03
3.119660000000000082e+02 -3.919849999999999897e-03 -3.178126389820262309e-03 -3.510269999999999797e-03
3.154209999999999923e+02 -3.853998607572523515e-03 -3.127979999999999823e-03 -3.453578115980316613e-03
3.188899999999999864e+02 -3.789120000000000422e-03 -3.078614220513196161e-03 -3.397539999999999675e-03
3.223580000000000041e+02 -3.725544883742088528e-03 -3.030240000000000017e-03 -3.342180073982675605e-03
3.258389999999999986e+02 -3.663139999999999626e-03 -2.982655070762227096e-03 -3.287369999999999962e-03
3.293209999999999695e+02 -3.602242319604547546e-03 -2.935999999999999808e-03 -3.233453902659090551e-03
3.328140000000000214e+02 -3.542710000000000130e-03 -2.890108989489939811e-03 -3.180350000000000191e-03
3.363080000000000496e+02 -3.484653920968603779e-03 -2.845069999999999891e-03 -3.128225511438486716e-03
3.398119999999999550e+02 -3.427579999999999950e-03 -2.800720482469264659e-03 -3.076810000000000135e-03
3.433169999999999504e+02 -3.371314865172230554e-03 -2.757129999999999997e-03 -3.026095877860695074e-03
3.468330000000000268e+02 -3.315770000000000002e-03 -2.714141361817956014e-03 -2.975939999999998968e-03
3.503489999999999895e+02 -3.261313548384606447e-03 -2.671900000000000056e-03 -2.926552261280363464e-03
3.538750000000000000e+02 -3.208079999999999005e-03 -2.630303526620716720e-03 -2.877910000000000017e-03
3.574019999999999868e+02 -3.156395299168912941e-03 -2.589460000000000026e-03 -2.830256616531228592e-03
3.609379999999999882e+02 -3.105829999999999529e-03 -2.549282286361818743e-03 -2.783540000000000146e-03
3.644739999999999895e+02 -3.056097415091088912e-03 -2.509910000000000179e-03 -2.737905829547592190e-03
3.680199999999999818e+02 -3.006740000000000367e-03 -2.471256482611199935e-03 -2.693200000000000194e-03
3.715659999999999741e+02 -2.957686113007354078e-03 -2.433369999999999804e-03 -2.649486998543248897e-03
3.751209999999999809e+02 -2.908930000000000977e-03 -2.396072379077262594e-03 -2.606499999999999876e-03
3.786759999999999877e+02 -2.860796174103970475e-03 -2.359379999999999897e-03 -2.564177513219644249e-03
3.822400000000000091e+02 -2.813360000000001294e-03 -2.323134463400578029e-03 -2.522280000000000008e-03
3.858040000000000305e+02 -2.766896826059906268e-03 -2.287409999999999704e-03 -2.480813855386205559e-03
3.893770000000000095e+02 -2.721280000000000834e-03 -2.252113477471739695e-03 -2.439670000000000987e-03
3.929490000000000123e+02 -2.676583649425174401e-03 -2.217349999999999877e-03 -2.398994402254793490e-03
3.965299999999999727e+02 -2.632620000000000446e-03 -2.183028271845125455e-03 -2.358750000000000169e-03
4.001109999999999900e+02 -2.589456460849657877e-03 -2.149229999999999804e-03 -2.319137323871768575e-03
4.036999999999999886e+02 -2.547039999999999547e-03 -2.115880707853353727e-03 -2.280209999999999963e-03
4.072889999999999873e+02 -2.505532883053553875e-03 -2.083090000000000115e-03 -2.242173085298404273e-03
4.108860000000000241e+02 -2.464919999999999351e-03 -2.050818467645799514e-03 -2.204919999999999970e-03
4.144830000000000041e+02 -2.425326716858147279e-03 -2.019130000000000057e-03 -2.168462259750262005e-03
4.180869999999999891e+02 -2.386529999999999554e-03 -1.987943689713364808e-03 -2.132600000000000121e-03
4.216919999999999504e+02 -2.348414198596665212e-03 -1.957289999999999985e-03 -2.097285939913261753e-03
4.253039999999999736e+02 -2.310780000000000126e-03 -1.927103366049621059e-03 -2.062500000000000097e-03
4.289169999999999732e+02 -2.273622017661203112e-03 -1.897449999999999961e-03 -2.028360330698330584e-03
4.325369999999999777e+02 -2.237040000000000035e-03 -1.868301147333440099e-03 -1.994810000000000506e-03
4.361569999999999823e+02 -2.201292150429715218e-03 -1.839719999999999984e-03 -1.961887349217362759e-03
4.397850000000000250e+02 -2.166359999999999553e-03 -1.811642657162365350e-03 -1.929450000000000089e-03
4.434119999999999777e+02 -2.132341935483118324e-03 -1.784119999999999933e-03 -1.897529806057913354e-03
4.470480000000000018e+02 -2.099090000000000070e-03 -1.757063542361095819e-03 -1.866119999999999758e-03
4.506840000000000259e+02 -2.066612686470434539e-03 -1.730570000000000285e-03 -1.835402339048544532e-03
4.543269999999999982e+02 -2.034760000000000041e-03 -1.704620680539859932e-03 -1.805380000000000092e-03
4.579710000000000036e+02 -2.003502295930283637e-03 -1.679260000000000128e-03 -1.776127234352544923e-03
4.616220000000000141e+02 -1.972740000000000170e-03 -1.654434829154894466e-03 -1.747509999999999428e-03
4.652730000000000246e+02 -1.942512795350152897e-03 -1.630159999999999856e-03 -1.719480063030259624e-03
4.689329999999999927e+02 -1.912810000000000465e-03 -1.606339210886347478e-03 -1.691910000000000462e-03
4.725930000000000177e+02 -1.883781673047820772e-03 -1.582999999999999772e-03 -1.664826017165865844e-03
4.762610000000000241e+02 -1.855410000000000262e-03 -1.560070910779961855e-03 -1.638149999999999893e-03
4.799290000000000305e+02 -1.827770267659621075e-03 -1.537619999999999742e-03 -1.611943203407309238e-03
4.836059999999999945e+02 -1.800710000000000505e-03 -1.515617280622186648e-03 -1.586209999999999357e-03
4.872830000000000155e+02 -1.774196661185378386e-03 -1.494129999999999981e-03 -1.561089545691741890e-03
4.909689999999999941e+02 -1.748109999999999985e-03 -1.473118913702178194e-03 -1.536559999999999749e-03
4.946549999999999727e+02 -1.722495722908302549e-03 -1.452659999999999715e-03 -1.512695921969274028e-03
4.983500000000000227e+02 -1.697380000000000069e-03 -1.432724363600267319e-03 -1.489389999999999725e-03
5.020459999999999923e+02 -1.672913462728857015e-03 -1.413350000000000066e-03 -1.466648310215909251e-03
5.057509999999999764e+02 -1.649060000000000152e-03 -1.394485283220174522e-03 -1.444460000000000275e-03
5.094569999999999936e+02 -1.625873677222857121e-03 -1.376169999999999911e-03 -1.422920081250554939e-03
5.131720000000000255e+02 -1.603330000000000683e-03 -1.358359302637324444e-03 -1.401979999999999719e-03
5.168880000000000337e+02 -1.581509696337718646e-03 -1.341059999999999822e-03 -1.381650149521713913e-03
5.206150000000000091e+02 -1.560390000000000041e-03 -1.324195860844366293e-03 -1.361759999999999403e-03
5.243419999999999845e+02 -1.540039854201368918e-03 -1.307819999999999686e-03 -1.342264403990427180e-03
5.280810000000000173e+02 -1.520280000000000156e-03 -1.291888140612845520e-03 -1.323130000000000486e-03
5.318189999999999600e+02 -1.501061025954937567e-03 -1.276449999999999720e-03 -1.304486657326350352e-03
5.355700000000000500e+02 -1.482299999999999980e-03 -1.261445278569196067e-03 -1.286330000000000242e-03
5.393210000000000264e+02 -1.464098253271906317e-03 -1.246949999999999708e-03 -1.268775558796786385e-03
5.430850000000000364e+02 -1.446510000000000027e-03 -1.232941173650507587e-03 -1.251759999999999982e-03
5.468490000000000464e+02 -1.429722012504954995e-03 -1.219479999999999783e-03 -1.235334955656475870e-03
5.506269999999999527e+02 -1.413750000000000076e-03 -1.206522603528124415e-03 -1.219470000000000059e-03
5.544049999999999727e+02 -1.398703073033680071e-03 -1.194109999999999963e-03 -1.204268960089277052e-03
5.581970000000000027e+02 -1.384509999999999387e-03 -1.182185699463888595e-03 -1.189739999999999678e-03
5.619900000000000091e+02 -1.371172509621526115e-03 -1.170779999999999954e-03 -1.175981220932571488e-03
5.657989999999999782e+02 -1.358529999999999937e-03 -1.159837915544010547e-03 -1.162899999999999698e-03
5.696069999999999709e+02 -1.346520495122511488e-03 -1.149400000000000074e-03 -1.150492509746827135e-03
5.734329999999999927e+02 -1.334990000000000525e-03 -1.139405417428581736e-03 -1.138629999999999851e-03
5.772580000000000382e+02 -1.323943561995564186e-03 -1.129890000000000148e-03 -1.127327018018702866e-03
5.811009999999999991e+02 -1.313420000000000039e-03 -1.120795663473564885e-03 -1.116580000000000263e-03
5.849450000000000500e+02 -1.303592160367545967e-03 -1.112169999999999999e-03 -1.106506727158024271e-03
5.888079999999999927e+02 -1.294519999999999959e-03 -1.103985487873938767e-03 -1.097100000000000158e-03
5.926699999999999591e+02 -1.286326369188572471e-03 -1.096299999999999922e-03 -1.088431764437773662e-03
5.965539999999999736e+02 -1.278939999999999678e-03 -1.089086080524959491e-03 -1.080440000000000003e-03
6.004370000000000118e+02 -1.272345668751601868e-03 -1.082409999999999796e-03 -1.073150610677955615e-03
6.043419999999999845e+02 -1.266400000000000425e-03 -1.076254014870107979e-03 -1.066490000000000016e-03
6.082480000000000473e+02 -1.261051802587178153e-03 -1.070659999999999971e-03 -1.060460493145688179e-03
6.121770000000000209e+02 -1.256319999999999789e-03 -1.065602674054071369e-03 -1.054990000000000008e-03
6.161059999999999945e+02 -1.252305690519554728e-03 -1.061120000000000032e-03 -1.050092809402238675e-03
6.200599999999999454e+02 -1.249020000000000425e-03 -1.057191048502883644e-03 -1.045810000000000316e-03
6.240149999999999864e+02 -1.246510555861464215e-03 -1.053839999999999898e-03 -1.042263670875778411e-03
